"census","sector_type","longitude","latitude","census_pop","total","july","aug","sept","oct","nov","dec","jan","feb","mar","apr","may","june","count"
540400,"Residential",-118.23,33.93,2080,62630,10317,174,10899,177,11131,199,9703,310,9266,100,10310,44,377
189600,"Business",-118.33,34.11,3511,9660,877,917,1085,970,790,770,812,775,639,667,377,981,30
183810,"Business",-118.2,34.11,4582,34616,2757,2709,3107,2779,2719,3023,2945,3065,2665,2905,2848,3094,71
212203,"Residential",-118.29,34.06,2876,74714,9207,3453,9381,3458,8871,2727,11998,2349,8351,2631,8469,3819,45
195400,"Business",-118.28,34.09,4575,20970,1926,1832,1951,1789,983,2607,993,1698,2231,1620,1569,1771,70
219800,"Residential",-118.36,34.03,4783,128246,33,23258,21,22063,30,21086,0,22108,41,18808,23,20775,613
296300,"Residential",-118.3,33.76,4348,192181,40835,4248,30685,4156,27477,3899,24688,3514,18860,4977,23966,4876,441
132300,"Residential",-118.53,34.2,5684,254575,25807,23593,27949,21055,25847,19454,22759,16530,15773,15727,21149,18932,901
212900,"Business",-118.32,34.05,4407,12084,1036,954,1089,965,1267,1262,1022,852,927,889,940,881,37
291120,"Residential",-118.29,33.91,2282,68922,11971,4,13703,0,11385,42,10979,518,10513,73,9734,0,268
103200,"Residential",-118.33,34.27,5484,285121,33946,31685,32903,28146,393,48499,1679,31419,1274,31564,1560,42053,1340
216300,"Government",-118.36,34.06,4653,6790,527,579,591,671,624,634,359,317,291,968,620,609,24
272200,"Business",-118.44,34,6100,12192,1136,1001,986,927,1302,586,587,553,2019,605,1388,1102,28
204110,"Residential",-118.2,34.04,3117,74981,13646,65,13275,6,13337,0,12588,0,10777,75,11153,59,452
125400,"Residential",-118.37,34.16,7495,304981,4446,50341,4653,46767,4553,48095,4206,40910,4301,45699,4371,46639,678
197200,"Business",-118.24,34.09,4979,9669,818,853,874,863,928,899,867,684,678,703,759,743,35
123602,"Business",-118.43,34.18,3461,3486,396,395,302,276,285,418,183,214,207,243,242,325,28
234300,"Residential",-118.33,34.01,4262,150699,101,26987,148,27009,176,25126,1117,23402,224,22397,254,23758,834
217200,"Business",-118.34,34.05,3950,58598,5229,4784,4972,4498,5370,4890,4562,4778,4609,4575,4518,5813,131
104610,"Residential",-118.42,34.26,3600,87050,16327,41,17625,152,14950,49,14251,36,10868,21,12711,19,487
189701,"Residential",-118.34,34.13,3619,324465,13134,48076,15121,50454,13410,41584,9240,31550,7649,32197,11819,50231,969
267200,"Residential",-118.44,34.05,5455,245652,692,42244,921,42335,2320,42054,1285,37158,1079,35141,1156,39267,858
270300,"Business",-118.37,34.04,3431,76308,7735,5705,6427,7343,6299,5552,4651,5246,3066,8435,11422,4427,144
190200,"Residential",-118.33,34.1,6177,180337,19696,9067,21123,9328,20374,9616,20346,10029,23077,8981,19320,9380,154
217100,"Residential",-118.35,34.05,6036,193451,387,35606,332,35708,376,32604,3025,28143,403,25725,496,30646,1016
181400,"Government",-118.21,34.14,4439,3875,284,262,253,325,228,755,190,357,305,286,275,355,23
186401,"Government",-118.24,34.12,6239,8279,641,575,613,739,875,736,399,540,594,530,1346,691,17
207100,"Government",-118.24,34.06,5753,64038,4369,3498,4473,14646,2076,1264,996,939,2833,11882,8233,8829,48
226420,"Business",-118.26,34.02,5155,17964,1768,1447,1676,1525,0,1660,1714,1326,1364,2540,159,2785,43
265420,"Residential",-118.46,34.07,1756,148535,94,27779,54,31177,51,25569,0,18506,21,19368,25,25891,615
297200,"Business",-118.3,33.72,8011,8305,640,692,927,506,653,922,666,565,659,698,665,712,35
229100,"Residential",-118.25,33.99,4094,104655,18320,125,18948,168,17287,98,17633,2,15013,73,16858,130,600
212303,"Residential",-118.29,34.06,3154,88705,4704,10826,5144,11405,734,15055,633,3761,12898,9773,4155,9617,48
204420,"Residential",-118.21,34.05,3764,73643,445,12643,440,12834,441,12627,327,11181,310,10587,339,11469,197
265600,"Business",-118.43,34.06,5763,42815,3077,2900,7935,3974,3668,3352,2115,2851,2072,3522,3189,4160,30
113303,"Residential",-118.57,34.25,3855,211838,43216,814,45794,812,38126,443,31541,351,19510,459,30214,558,1095
115302,"Business",-118.55,34.22,4802,34841,3054,3032,3319,3176,3653,2943,2292,148,4577,2579,2926,3142,50
234500,"Residential",-118.32,34,5373,165207,147,29204,253,29259,584,27821,170,25185,123,23262,151,29048,1239
134421,"Residential",-118.65,34.2,3877,376101,76652,498,82552,745,70482,248,47566,73,36823,130,60228,104,1384
101300,"Business",-118.27,34.25,3974,33338,4685,3393,3455,2996,2973,2531,1752,0,4051,2094,2292,3116,65
241000,"Residential",-118.26,33.93,5900,207404,38347,797,38985,620,33540,718,30880,616,27716,614,33981,590,1147
190901,"Business",-118.31,34.09,4930,27987,1975,2389,2498,2332,2421,2291,2448,2309,1986,2430,2278,2630,68
191000,"Residential",-118.32,34.1,3036,98892,25060,801,14589,917,14650,688,13981,707,13343,596,12844,716,180
224700,"Residential",-118.28,34.03,5230,66587,513,9536,1254,11248,233,12369,125,985,10513,9313,679,9819,103
137000,"Business",-118.64,34.17,4583,32849,2100,2019,1808,7704,2833,2105,1174,1276,1787,5492,2132,2419,64
214700,"Residential",-118.37,34.07,2484,118792,169,21639,151,22594,32,20913,60,16671,28,16233,53,20249,655
143500,"Residential",-118.41,34.15,4218,259533,47679,852,50533,808,209,47059,844,32450,726,34498,306,43569,1102
221120,"Residential",-118.29,34.04,3375,85232,14426,95,15158,0,14659,15,14811,0,12466,45,13550,7,240
115401,"Residential",-118.51,34.22,5489,329009,2418,63958,7461,61033,45,30455,23726,3489,34698,40679,1474,59573,684
190200,"Business",-118.33,34.1,6177,106885,9262,8952,9093,9123,9122,8103,8422,8640,6337,8957,9812,11062,128
296900,"Government",-118.29,33.73,8250,19427,1776,1411,2056,1504,2386,1546,609,642,1062,1228,1414,3793,22
199202,"Residential",-118.2,34.08,3164,75626,12784,126,13930,82,12668,66,12725,82,11676,71,11353,63,536
199300,"Residential",-118.21,34.09,4028,115957,21537,45,22209,89,19993,18,18216,21,15689,44,18053,43,976
191810,"Residential",-118.33,34.09,4095,103555,17541,677,17502,707,17466,709,17047,510,15306,636,14948,506,195
224020,"Business",-118.27,34.03,2427,38899,3745,3150,3079,3001,3,3357,2731,2709,3232,5091,3354,5447,180
265301,"Government",-118.45,34.07,7424,902122,179986,75570,58066,58184,1481,87806,69638,73833,67493,9675,110366,110024,36
101220,"Business",-118.28,34.25,3028,10426,831,792,940,872,420,1223,351,777,1641,838,791,950,42
277100,"Business",-118.38,33.97,3016,41140,3460,3550,4088,4055,3605,3906,3237,3021,2786,3172,2967,3293,49
124500,"Residential",-118.43,34.17,2882,172569,1172,34227,945,32541,905,27144,930,20790,952,20772,831,31360,729
187300,"Business",-118.26,34.1,3390,44472,3623,3667,3965,4333,3474,4045,3579,3812,3212,3198,3725,3839,139
195100,"Residential",-118.27,34.1,4550,221383,41720,786,43141,847,39176,660,32331,720,26298,673,34355,676,1533
111302,"Residential",-118.52,34.25,5269,336309,16528,55089,15848,48557,12536,3989,53206,3647,32762,34964,9357,49826,1028
139303,"Business",-118.53,34.18,4384,10997,1106,922,967,843,841,947,951,1118,1037,828,694,743,23
141700,"Residential",-118.44,34.14,2789,364408,71904,596,80429,485,34514,33897,21764,20446,32171,11919,40683,15600,1322
267502,"Business",-118.46,34.04,3294,11672,743,676,594,790,916,856,672,682,683,3545,735,780,36
199700,"Residential",-118.22,34.07,3298,76351,395,13775,426,13065,364,12192,289,12298,441,10897,280,11929,329
123204,"Residential",-118.39,34.19,3479,93144,11,16140,131,16745,92,17020,136,14543,84,13425,85,14732,274
101220,"Residential",-118.28,34.25,3028,111446,20864,146,22517,96,10710,9363,7910,7863,14849,62,16992,74,670
122410,"Business",-118.39,34.21,4041,35099,3309,3928,3321,3463,2526,2438,2247,2528,2326,2976,2916,3121,125
106520,"Residential",-118.46,34.31,5717,177125,287,34851,247,34429,247,27674,110,22284,4534,21820,85,30557,895
240700,"Business",-118.26,33.95,5240,17582,1526,1693,1555,1611,1171,1484,913,1005,2535,1561,1298,1230,52
134305,"Residential",-118.6,34.22,4142,118748,19238,1006,20436,828,19320,1099,20220,773,16399,872,17770,787,41
207710,"Government",-118.26,34.05,1229,17141,1756,1804,2008,2092,0,1723,864,925,1582,1683,184,2520,18
131400,"Business",-118.53,34.21,5161,77885,7545,6209,9163,6390,6490,6312,5904,2579,2502,2505,15576,6710,44
267502,"Residential",-118.46,34.04,3294,135983,22134,10359,20296,332,21969,456,20779,508,18377,334,20028,411,439
127602,"Business",-118.48,34.19,6490,19521,1357,1476,1682,1732,1578,1820,1738,1696,1488,1573,1643,1738,31
191120,"Business",-118.3,34.09,4768,24364,2184,2087,2193,1826,2286,2140,2064,2037,1742,1825,1899,2081,40
189701,"Business",-118.34,34.13,3619,335510,32513,36918,60054,25158,29833,21835,15923,14982,13465,25111,29322,30396,35
213310,"Residential",-118.3,34.05,3550,85555,157,14456,190,14903,12,15400,109,114,13633,12539,114,13928,289
219700,"Residential",-118.35,34.03,3164,94871,62,17519,35,15923,9,16500,22,16198,9,13189,6,15399,675
271801,"Business",-118.42,34.02,4860,11405,761,801,1655,979,112,983,960,946,749,1734,115,1610,28
270300,"Government",-118.37,34.04,3431,14030,1902,1149,1230,1163,1066,902,936,902,1241,963,1350,1226,24
231720,"Residential",-118.28,34.01,4194,96329,478,16967,729,17642,784,15674,381,14510,401,13179,391,15193,393
191203,"Residential",-118.29,34.09,3313,94670,1346,15446,1562,15578,1228,15274,1034,14742,862,12981,981,13636,174
192620,"Residential",-118.3,34.08,4253,113381,17284,2082,18305,2169,17363,2083,16705,2108,15107,1985,15950,2240,145
185310,"Residential",-118.22,34.09,3364,78115,33,14291,81,14638,10,13330,27,11996,6,11214,0,12489,483
113100,"Residential",-118.58,34.26,6244,1071385,229485,6413,234684,5151,195418,3923,139421,517,97318,2553,150863,5639,3234
214100,"Business",-118.34,34.07,3806,14887,1509,1490,1567,1229,1209,1103,1240,973,972,1326,1039,1230,55
294110,"Business",-118.26,33.8,4060,5624,619,669,502,620,332,248,395,289,416,741,493,300,16
208800,"Residential",-118.28,34.06,6450,201973,26185,8564,22846,9853,26681,9297,25754,8777,23489,8591,23076,8860,163
212204,"Business",-118.29,34.06,3397,16372,1409,1449,1401,1594,1468,1565,1160,1169,1177,1017,1391,1572,36
134000,"Business",-118.59,34.2,6930,25976,2287,2359,2450,2382,2405,2150,1846,2040,1748,1939,1982,2388,54
103101,"Residential",-118.31,34.27,2610,133511,26456,170,28974,124,171,24367,27,16604,2986,12724,3685,17223,910
122000,"Residential",-118.42,34.22,5077,245011,47865,1109,50587,2222,43316,1613,35565,1440,25244,1322,33250,1478,1247
127300,"Residential",-118.47,34.21,4975,194267,5524,33249,5670,31109,4859,27026,3743,512,26054,23392,4209,28920,574
267300,"Residential",-118.45,34.04,5146,169507,25974,1689,26584,2030,27749,2194,27113,2214,24171,1725,25309,2755,468
214400,"Residential",-118.36,34.08,2950,112684,711,17707,936,17948,1052,20749,1209,15955,1243,16962,1077,17135,362
194200,"Business",-118.37,34.1,5154,50968,3602,3232,9651,2780,1082,3352,2205,1493,10676,4816,2686,5393,61
135111,"Residential",-118.61,34.19,3007,173585,33574,1560,34945,1660,31518,1601,20560,184,19192,1131,26504,1156,859
240500,"Residential",-118.28,33.95,5896,202405,34310,456,36618,386,32722,403,33909,484,30840,298,31700,279,1022
271600,"Residential",-118.43,34.02,2509,143306,25961,1445,26237,1312,23494,1464,22927,1234,15318,1376,21181,1357,637
204600,"Business",-118.22,34.04,4083,15658,1491,1524,1553,1459,1284,1757,1053,1064,1023,1089,1181,1180,47
137501,"Residential",-118.58,34.16,3723,365016,2479,65381,2981,63338,1890,52872,26809,39130,1598,36419,12606,59513,739
228100,"Residential",-118.25,34.01,4929,122430,21768,663,21393,613,20404,166,20246,64,18234,381,18224,274,626
211310,"Residential",-118.3,34.07,4197,116570,17844,2425,18296,1971,17763,1811,18050,1725,15970,1812,17043,1860,135
231100,"Business",-118.28,34.01,1383,579582,68406,87833,57511,54366,389,68137,27736,26068,68554,37535,37689,45358,267
109800,"Residential",-118.48,34.25,5543,261667,1410,52563,1304,50159,1054,41488,677,25030,8613,32898,685,45786,1483
211000,"Business",-118.33,34.07,4309,120320,14484,14110,14527,11695,7411,7008,5627,5048,5002,8096,10662,16650,128
232300,"Residential",-118.3,34,3791,112561,600,20713,161,20769,128,18540,129,16923,164,15550,83,18801,739
237200,"Business",-118.3,33.99,6071,68208,7931,5916,6092,5351,2841,6243,5227,5585,5936,6123,5668,5295,169
294900,"Residential",-118.28,33.78,3262,73050,38,13655,0,13306,5,11362,35,11283,10,10645,6,12705,307
237400,"Residential",-118.3,33.98,7899,223780,533,39678,526,39160,488,37584,397,35829,841,32547,369,35828,1746
267900,"Residential",-118.42,34.05,5384,341174,13271,45715,24121,40863,10402,43624,8936,43356,11058,36883,13323,49622,852
113213,"Business",-118.61,34.25,4394,19701,1467,1655,1491,1678,1382,1823,1678,1376,1299,1617,2013,2222,46
106510,"Business",-118.48,34.32,3651,14660,1280,1558,1716,1295,1393,1512,1105,700,671,966,1141,1323,31
106602,"Business",-118.49,34.29,5536,142596,21737,19974,18576,12150,10891,5541,9343,3970,3270,5882,13054,18208,38
220000,"Business",-118.34,34.03,5165,29532,2423,2566,2850,2499,2737,2340,2311,2166,2071,2538,2205,2826,141
271100,"Business",-118.43,34.03,3721,12822,1522,1125,1730,1170,624,1165,891,785,761,914,1110,1025,45
269100,"Business",-118.39,34.05,4620,138427,15477,13370,14626,11404,14599,11756,12661,11513,8359,9184,7704,7774,112
232800,"Residential",-118.28,33.99,4264,123242,16117,4927,17341,5430,16163,4596,16866,4272,14108,3929,15062,4431,608
229300,"Business",-118.27,34,4961,12174,884,923,978,1067,716,916,1806,893,1212,920,1005,854,30
217100,"Business",-118.35,34.05,6036,22304,1889,1890,2170,1940,1946,2117,1913,1896,1686,1623,1613,1621,103
272200,"Residential",-118.44,34,6100,185032,33676,352,32353,401,30903,506,30162,438,26644,416,28794,387,662
222100,"Business",-118.3,34.03,3738,17555,1582,1401,1653,1476,1628,1432,1178,0,2693,1406,1823,1283,27
236202,"Residential",-118.35,34.02,6021,234766,0,41773,0,40739,0,40700,0,37977,98,34675,0,38804,191
220100,"Business",-118.36,34.02,2387,30183,2728,2366,2771,2868,3433,2815,1990,2052,2273,1970,2366,2551,52
113234,"Residential",-118.59,34.22,4224,173365,29901,1571,36917,1593,28683,902,23343,814,22177,815,25769,880,348
296500,"Business",-118.29,33.75,3796,6124,566,651,537,632,645,425,442,336,378,463,513,536,31
239330,"Residential",-118.27,33.98,2654,67013,11717,14,11864,116,11608,18,11385,81,10079,183,9940,8,386
212100,"Residential",-118.3,34.06,5321,172712,22113,7537,21471,7855,21465,7142,22763,7396,19490,7684,20511,7285,104
262200,"Residential",-118.47,34.1,4398,736049,1820,148668,1928,150702,1658,115441,1483,80915,1242,94542,2480,135170,1653
294200,"Residential",-118.27,33.79,4425,145622,153,27787,92,26236,116,23078,104,544,20046,21290,61,26115,1013
128302,"Residential",-118.46,34.18,4763,135700,22899,1128,24519,963,22124,1065,20059,929,19940,1034,20070,970,372
119310,"Business",-118.45,34.24,3152,11540,1960,916,926,1009,67,1115,924,790,838,977,895,1123,15
186402,"Business",-118.24,34.11,5777,46650,4046,3828,4139,4570,3724,4210,3333,3397,3961,3564,3548,4330,125
128210,"Residential",-118.44,34.18,5194,138684,22712,2516,22419,2623,20875,2513,20447,2411,18680,2249,18866,2373,263
113202,"Government",-118.63,34.24,4623,23561,2264,1946,1587,1811,1545,1569,3281,4346,2092,2420,420,280,15
132100,"Business",-118.5,34.19,4935,33264,3336,3430,3204,2933,534,4547,268,3849,3311,2238,2775,2839,71
109300,"Residential",-118.48,34.27,3408,171528,1371,34147,1539,33065,95,26614,27,20007,4408,20281,60,29914,885
267600,"Business",-118.45,34.04,2740,116970,9174,9685,11940,10587,10642,9587,8749,8891,8128,8900,9392,11295,300
113322,"Residential",-118.57,34.25,3917,312380,61824,2891,63012,2966,53796,4476,42221,2307,30027,2482,43594,2784,1230
214700,"Business",-118.37,34.07,2484,29632,2396,2758,3633,3229,2442,2586,2097,1956,1943,2112,2128,2352,61
106604,"Business",-118.47,34.3,4861,114270,10860,11675,12163,11821,9682,9005,8593,6310,6262,7365,8477,12057,104
203100,"Residential",-118.2,34.06,4893,160013,23940,109,24748,82,22857,49,20767,45,47612,54,19734,16,346
189701,"Government",-118.34,34.13,3619,8172,428,974,1080,684,1498,797,336,193,218,795,436,733,15
240600,"Business",-118.27,33.95,4135,28491,2522,2293,2362,2113,1899,2686,2197,4100,1653,1643,2575,2448,61
120030,"Residential",-118.45,34.22,2852,71475,12187,45,12267,0,12346,22,12562,0,11276,108,10662,0,89
239600,"Business",-118.27,33.97,5167,20751,1816,1764,1778,1993,1527,1855,1585,1723,1497,1689,1676,1848,79
293201,"Business",-118.3,33.83,6540,108981,10438,10418,9342,10109,0,10047,7442,5890,9001,12912,1429,21953,141
201401,"Residential",-118.18,34.08,4738,134618,19947,1757,20730,2189,24941,3515,18757,3245,17185,3060,17001,2291,707
271801,"Residential",-118.42,34.02,4860,138185,22454,1829,23584,1916,3558,18956,6364,15931,4667,16306,3592,19028,494
700400,"Residential",-118.38,34.08,5296,89221,15439,506,17738,507,20,15700,57,13375,12475,344,12676,384,265
237600,"Business",-118.28,33.98,5750,34821,2691,2747,2820,3033,2922,3109,2782,2929,2549,2797,2785,3657,77
183810,"Residential",-118.2,34.11,4582,63776,10192,1249,11037,1352,9583,1050,9737,997,8018,890,8591,1080,230
275302,"Residential",-118.43,33.98,4052,189135,32100,3591,28602,4114,30911,3691,27790,3276,25364,2103,25510,2083,491
195802,"Business",-118.28,34.08,2909,6001,425,470,498,677,530,545,481,431,429,475,519,521,42
188300,"Residential",-118.26,34.12,3694,123244,82,23630,158,24023,88,20590,24,17621,49,17042,29,19908,1035
241200,"Business",-118.29,33.94,4835,13239,1417,1401,1557,1539,1785,916,680,770,752,809,882,731,56
209300,"Business",-118.27,34.05,3100,68359,12857,4970,8322,6053,1091,6648,5153,4020,3674,5315,4738,5518,65
195802,"Residential",-118.28,34.08,2909,79926,8664,5362,8302,5672,9003,5437,8271,4991,7424,4570,7225,5005,318
120101,"Residential",-118.45,34.23,7527,242419,40527,2759,40809,3057,38452,5947,36788,3054,31042,2802,34130,3052,429
206300,"Business",-118.24,34.04,4995,194454,24090,16192,17329,17222,13300,17272,16222,4585,27024,13216,13702,14300,285
271400,"Residential",-118.45,34.01,3299,172810,35752,57,35301,122,30104,61,26243,10,19418,32,25665,45,1366
206020,"Business",-118.23,34.06,10852,10678,902,1010,1147,1108,968,558,827,741,821,734,878,984,46
274200,"Residential",-118.46,33.97,4273,198781,32766,2759,33095,2934,30969,2522,29299,2539,26877,2792,29704,2525,876
232200,"Business",-118.3,34,3010,14174,1325,1277,1330,1312,1080,1272,1089,1044,1035,1160,1171,1079,36
120102,"Residential",-118.46,34.23,10941,365591,60983,5351,57375,5004,59294,4772,57149,2719,53776,4273,50296,4599,265
124400,"Business",-118.41,34.17,4157,2498,202,219,287,277,218,189,180,161,166,142,239,218,18
186100,"Residential",-118.23,34.13,4875,170450,131,32497,38,33361,73,29891,53,24076,77,22368,56,27829,1365
139702,"Business",-118.5,34.14,5928,16200,948,1044,1018,968,734,851,604,3374,380,4116,1387,776,15
293304,"Residential",-118.3,33.79,4207,111439,19706,371,20615,268,18623,352,18496,287,15316,263,16827,315,507
121100,"Business",-118.37,34.23,4315,1203111,26270,203931,160885,148786,83546,123793,89770,76035,48633,55313,54266,131883,650
115102,"Business",-118.52,34.24,5639,41221,3473,3586,4309,3684,0,4770,1228,1453,1803,9752,584,6579,20
232110,"Business",-118.29,34,2951,8879,706,752,673,735,661,693,677,1029,724,743,691,795,41
121600,"Business",-118.41,34.21,2841,11327,684,834,844,999,489,1681,977,955,978,1002,1002,882,50
125310,"Residential",-118.37,34.17,3984,122768,75,23744,58,23232,87,20882,20,16870,36,17184,13,20567,551
106402,"Residential",-118.45,34.32,6817,372186,929,67364,4370,63703,358,61117,3012,37117,720,62774,374,70348,994
262702,"Residential",-118.53,34.04,3456,301902,740,57542,355,57535,33,534,48587,331,31795,48312,18,56120,1195
117406,"Business",-118.47,34.23,6894,22067,1645,2072,2108,2343,2144,2103,1444,1442,1713,1774,1456,1823,41
104103,"Residential",-118.39,34.28,3840,125295,172,24273,523,25448,196,21423,24,16938,81,16069,36,20112,767
181400,"Business",-118.21,34.14,4439,51371,4422,4301,4199,4901,3914,4817,4229,3826,4058,4343,3657,4704,123
190510,"Business",-118.31,34.1,4189,32908,2551,3314,2791,2654,2783,2746,2731,2331,2481,2768,2821,2937,56
141301,"Business",-118.45,34.15,5260,55748,5418,5312,5724,5056,4602,3407,4950,3786,4202,4172,4503,4616,127
128220,"Business",-118.44,34.18,3100,5779,514,467,480,483,567,410,407,408,467,549,558,469,22
276000,"Residential",-118.39,33.97,5334,275450,54674,212,56510,212,48950,267,38592,66,31940,170,43768,89,1998
131200,"Residential",-118.51,34.22,3181,164247,11860,34449,195,31852,329,146,25374,168,17671,14626,7153,20424,1079
101210,"Business",-118.29,34.25,6066,18548,1824,1728,1907,1663,19,2787,588,1233,1841,1919,801,2238,126
222600,"Business",-118.3,34.02,5419,17063,1241,1125,1269,1243,1276,1456,1043,1133,1963,1880,1636,1798,34
106020,"Residential",-118.43,34.32,5817,241573,372,50585,308,49781,141,39612,139,28955,271,31273,60,40076,1311
294520,"Residential",-118.27,33.79,3609,91434,637,16110,878,15329,732,14183,715,13309,819,13349,890,14483,453
102101,"Business",-118.35,34.24,3387,45815,5485,5564,5504,4503,3770,2697,2156,1787,1960,2842,4617,4930,41
221220,"Business",-118.29,34.04,3553,33197,4578,2361,5239,2267,0,4300,0,2852,3891,2123,2327,3259,82
133000,"Residential",-118.56,34.2,4011,182758,1391,35573,1209,35127,1119,29424,1034,22911,961,21413,1955,30641,1022
102102,"Business",-118.35,34.22,6739,38044,3807,4739,4903,4008,3199,1949,2009,1746,1700,3059,3015,3910,35
218210,"Business",-118.34,34.04,4434,11646,1079,773,919,994,1035,1054,943,1452,898,776,872,851,26
201200,"Residential",-118.18,34.09,2655,95283,15581,399,19703,168,16655,135,14614,693,11773,100,14474,988,428
121800,"Residential",-118.39,34.21,7451,236379,43016,2920,43488,3404,39332,2931,33184,2519,27040,2396,33337,2812,1033
216300,"Business",-118.36,34.06,4653,136975,11176,18695,12900,12319,10259,9347,10312,7797,10217,8998,16039,8916,116
267100,"Residential",-118.43,34.05,5573,289049,2228,49318,2371,50945,2216,48036,1895,40164,1880,41353,1896,46747,1180
106112,"Business",-118.42,34.31,4753,101220,10001,10920,9888,9503,9433,9949,7455,6542,6452,6848,6953,7276,94
211701,"Residential",-118.32,34.07,3054,177754,31617,2169,33591,2260,29966,1966,25107,2243,19666,1989,25664,1516,344
199110,"Residential",-118.2,34.08,2751,71139,11586,700,12657,1017,11437,782,10961,720,9406,832,10275,766,505
104104,"Residential",-118.38,34.28,3507,140561,509,29768,107,28963,98,24232,26,17351,25,16694,45,22743,742
108102,"Business",-118.55,34.28,3527,92730,6139,19873,12160,13253,6449,6377,3065,1248,1472,2934,9494,10266,28
111400,"Business",-118.5,34.26,7132,40257,5301,3723,3793,3476,1646,3530,2927,1528,3751,3857,2226,4499,65
294830,"Residential",-118.27,33.77,3274,95526,182,17516,257,16950,211,16067,209,15106,166,13139,230,15493,365
183210,"Business",-118.19,34.13,5663,13348,935,1373,1185,1234,1258,1156,1114,968,939,1032,1136,1018,26
111301,"Residential",-118.52,34.26,6714,344663,58031,43281,24701,36634,27380,5042,53381,4451,38927,4481,43955,4399,1077
203500,"Business",-118.22,34.05,3993,79459,7703,7200,8058,6432,6848,5884,5555,5104,5308,7039,7025,7303,83
106111,"Residential",-118.41,34.32,3869,320726,11794,55564,242,42711,34384,36992,12849,24607,13623,34524,8390,45046,875
296210,"Business",-118.28,33.75,2858,12076,1132,1079,1221,984,971,992,975,862,884,1022,991,963,19
226700,"Residential",-118.26,34.02,6469,150989,25517,27160,20,25105,0,1230,26890,100,21789,67,23100,11,644
218120,"Business",-118.32,34.04,4588,14483,1249,1142,1214,1166,1328,1086,1079,1195,1178,1188,1333,1325,50
143602,"Business",-118.39,34.15,3773,70592,7924,7942,7151,6367,2399,5625,5013,4777,4503,7929,1871,9091,93
117530,"Residential",-118.46,34.23,5518,192402,30245,2511,28370,7142,31564,3603,30059,3059,25264,2817,24785,2983,176
209402,"Business",-118.28,34.05,3398,35049,4248,3011,2743,3046,1949,3324,3335,2872,2607,2534,2740,2640,65
218110,"Business",-118.33,34.04,3385,20056,1858,1480,1778,1788,2044,1610,1497,1635,1763,1602,1532,1469,49
271300,"Residential",-118.45,34.03,3004,135906,27458,54,25111,73,22923,63,21693,21,17951,20,20472,67,872
231220,"Business",-118.29,34.01,3518,14823,1278,1201,1216,1419,1186,1379,1148,1370,1044,1164,1174,1244,22
234600,"Business",-118.33,33.99,4813,29037,2422,2315,2657,2499,2383,2812,2285,2449,2179,2542,2195,2299,112
186100,"Business",-118.23,34.13,4875,6081,558,540,517,493,526,515,518,491,450,533,446,494,30
228800,"Residential",-118.24,34,5354,146560,24166,121,26470,118,25367,63,25535,26,21378,313,22841,162,571
212700,"Residential",-118.32,34.06,6455,277132,1592,51432,1815,51045,1541,45561,1190,35259,1377,36977,1353,47990,1004
111201,"Business",-118.51,34.27,2556,17330,2421,2163,1873,1751,984,1197,740,668,593,1957,1138,1845,17
117404,"Residential",-118.48,34.23,3965,231613,13121,48982,1298,43310,75,1097,38011,952,24005,21838,7925,30999,1076
143200,"Residential",-118.37,34.15,3752,163975,3054,28821,1624,28749,1269,26761,1742,21271,1009,22215,1050,26410,480
208610,"Business",-118.28,34.07,4354,21452,1810,1748,1764,1834,1679,1996,1704,1820,1639,1808,1800,1850,44
121800,"Business",-118.39,34.21,7451,55979,5410,5876,6134,5646,4478,4132,4129,3955,2910,4314,4108,4887,112
137502,"Residential",-118.6,34.16,4025,259586,570,51668,577,53773,475,45822,121,31130,84,30885,254,44227,1586
121900,"Residential",-118.38,34.21,4262,133508,24664,1091,26634,1111,23385,1022,18536,769,15677,713,19070,836,723
214600,"Residential",-118.37,34.07,2527,113615,294,21098,321,21256,287,19556,350,15753,279,15642,380,18399,517
143901,"Business",-118.4,34.13,3863,88143,10785,8531,8598,8786,548,7860,6930,5682,5840,9555,3007,12021,173
127710,"Business",-118.47,34.19,6755,33974,3088,3046,3000,3038,2682,2627,2313,2549,2290,2654,2613,4074,50
206030,"Residential",-118.22,34.05,955,14168,27,2374,47,2395,44,2385,39,2380,7,2166,22,2282,33
111400,"Residential",-118.5,34.26,7132,342586,8935,63788,5201,64302,4070,48519,6278,989,38100,37660,5375,59369,1286
218700,"Residential",-118.33,34.04,4255,147852,216,27324,108,27711,100,23750,69,22390,34,19014,82,27054,610
205120,"Business",-118.21,34.02,3880,131724,9715,10963,8895,10174,9400,10526,18089,9721,12465,10473,9762,11541,408
294620,"Residential",-118.25,33.79,3931,95185,44,17772,120,16493,44,15181,41,16282,38,13693,58,15419,676
261200,"Residential",-118.44,34.12,4291,532966,1815,105807,1555,109781,1297,88520,438,62541,1509,68725,916,90062,1908
228310,"Residential",-118.26,34.01,4774,98105,16312,863,17300,289,16424,203,16581,146,15066,111,14696,114,448
117406,"Residential",-118.47,34.23,6894,219786,36983,2057,36187,3281,35454,2880,34741,1536,28484,1604,33959,2620,166
294110,"Residential",-118.26,33.8,4060,127923,263,25280,137,22766,109,19569,144,19568,427,17956,90,21614,823
297500,"Residential",-118.3,33.72,3324,153971,18410,10175,19138,10116,146,26889,172,21628,126,21341,201,25629,1024
