"census","sector_type","longitude","latitude","census_pop","total","july","aug","sept","oct","nov","dec","jan","feb","mar","apr","may","june","count"
262303,"Government",-118.49,34.07,3145,5761,518,494,499,451,518,473,344,215,336,482,758,673,16
234500,"Government",-118.32,34,5373,10570,1462,1091,1474,1025,754,1001,252,348,705,612,630,1216,17
211801,"Business",-118.3,34.07,7229,19204,1681,1670,1560,1662,1539,1805,1555,1434,1316,1573,1451,1958,38
238320,"Business",-118.29,33.96,4214,19026,1442,1415,1507,2399,1666,1526,1618,1377,1421,1561,1483,1611,55
295101,"Business",-118.3,33.76,5188,130870,2402,20989,2180,21809,5315,19660,1729,14923,2307,19802,8920,10834,31
204820,"Residential",-118.21,34.02,2187,59913,10419,45,11932,60,10660,20,9652,81,8258,3,8783,0,352
221210,"Residential",-118.3,34.04,3269,81095,0,15360,71,14375,17,13102,0,10158,2373,12469,42,13128,338
216700,"Business",-118.37,34.05,3910,24768,2098,1988,2260,2168,2067,2158,2229,2031,1762,1883,1928,2196,77
134304,"Residential",-118.61,34.21,2838,141451,28797,290,31280,179,24540,141,19357,35,15175,21,21630,6,707
201110,"Residential",-118.17,34.09,1787,48862,9082,13,9554,19,8983,12,7769,3,6218,38,7151,20,363
294700,"Government",-118.26,33.78,3270,16741,1514,1471,2055,1356,1467,899,571,2978,976,1023,1203,1228,47
108200,"Business",-118.56,34.29,4838,68249,4996,6227,7112,7378,5495,7007,5109,2273,2343,4211,8974,7124,31
111100,"Residential",-118.49,34.27,5346,284984,1787,59608,689,56799,302,45055,1238,24345,8840,36030,1051,49240,1614
271702,"Business",-118.43,34.02,4471,19477,2291,1593,1925,1908,362,1743,1498,1277,1281,2394,892,2313,43
124000,"Business",-118.4,34.16,4376,9767,738,844,910,868,952,987,891,824,757,645,642,709,39
123301,"Business",-118.4,34.2,4800,23113,1983,2188,2494,2185,1899,1791,1718,1715,1560,1993,1671,1916,64
297600,"Business",-118.29,33.71,6572,50577,4700,6817,4499,3823,6415,2756,2902,2497,5871,3911,3377,3009,54
262302,"Business",-118.48,34.07,2742,136508,14071,12283,14754,14344,15821,8525,7880,4318,8482,8685,15803,11542,35
207500,"Residential",-118.25,34.06,4098,138882,9725,15010,9786,15930,6660,13646,7532,1847,19919,13094,5108,20625,19
139400,"Business",-118.55,34.17,5387,202816,17618,19014,18616,21142,19552,16635,15324,14024,12367,15307,16333,16884,328
276601,"Business",-118.43,33.96,3450,21862,1980,1935,1790,1731,1511,1886,3057,1480,1314,1576,1635,1967,56
106010,"Residential",-118.44,34.32,4139,191206,112,37351,166,38895,127,28199,88,27269,4,22101,9,36885,617
232300,"Business",-118.3,34,3791,5568,661,542,572,677,399,472,427,357,346,370,395,350,35
204300,"Residential",-118.21,34.04,4995,117317,20216,531,19887,637,20501,752,19266,331,16599,421,17682,494,566
273200,"Residential",-118.47,34,4363,116563,20416,911,20520,877,18343,959,18512,782,16177,778,17407,881,816
221710,"Business",-118.29,34.04,4694,10274,915,922,893,865,387,1296,369,815,1238,874,807,893,44
127602,"Residential",-118.48,34.19,6490,240873,42612,1266,46090,1226,39281,1147,37722,1079,31500,980,36271,1699,745
104401,"Business",-118.43,34.27,4584,23296,1909,2201,2154,2154,2051,1931,1785,1655,1737,1801,1965,1953,108
265520,"Business",-118.44,34.05,4243,33437,3012,2840,3395,2497,3031,2464,2704,2642,2440,2643,2547,3222,84
117303,"Business",-118.49,34.23,3153,180956,9162,12518,8740,4112,0,8909,2636,2213,104294,9942,2294,16136,72
206040,"Business",-118.22,34.05,3445,58914,6045,4374,4779,4520,4848,4855,4760,4826,4142,4124,6756,4885,199
224420,"Residential",-118.28,34.03,2313,61173,102,10447,169,11220,0,10315,32,99,9448,9110,98,10133,118
103300,"Business",-118.35,34.26,3739,37756,5116,3601,4694,3136,1168,3258,3412,2385,2260,2815,2525,3386,43
236000,"Residential",-118.37,34.02,4182,179715,745,35196,742,33615,750,28555,657,25119,617,22833,534,30352,1017
267401,"Residential",-118.46,34.05,5581,169048,27502,1548,25043,1790,26037,1921,27811,1626,24693,1747,27533,1797,353
242700,"Government",-118.24,33.94,4739,21845,1131,2290,1475,1517,821,2373,716,625,875,1113,1172,7737,28
124202,"Business",-118.38,34.18,6261,15810,1469,1431,1525,1628,1388,1421,1170,1160,1064,1091,1250,1213,50
203300,"Government",-118.21,34.06,1295,384178,13719,18154,119591,27222,27295,20036,19015,21363,30324,32655,26237,28567,53
113301,"Residential",-118.56,34.25,1915,259903,59326,1776,54996,1816,44629,1734,29428,1161,26664,1360,35408,1605,641
269902,"Residential",-118.41,34.02,7251,234205,12707,27761,12218,28450,771,37591,3061,35619,2637,32194,3003,38193,404
128600,"Business",-118.44,34.18,6168,16910,1702,1476,1450,1454,1408,1439,1341,1243,1079,1507,1397,1414,40
209402,"Residential",-118.28,34.05,3398,119846,17335,6369,14586,6586,14188,3576,17534,3118,14985,3167,14861,3541,48
240800,"Residential",-118.26,33.94,3817,124967,21460,495,22228,89,19957,533,20876,256,20694,90,18188,101,745
113421,"Business",-118.59,34.23,5713,168272,15273,18252,17582,16824,13111,13063,12388,12095,11088,11895,12851,13850,288
134302,"Business",-118.62,34.21,3618,3750,310,351,288,283,342,287,196,233,318,302,333,507,18
232600,"Residential",-118.3,33.99,5460,175761,514,31014,622,31707,263,29521,814,27696,619,24911,500,27580,1068
190400,"Business",-118.3,34.1,6463,24013,2432,2590,1809,1830,2107,2137,1876,1698,1838,2124,1821,1751,46
209200,"Residential",-118.26,34.06,1467,124490,8342,15491,5629,15703,0,5272,19224,4303,14949,15612,3000,16965,47
224200,"Business",-118.28,34.04,3067,31666,2599,2825,2338,3088,1993,3332,2051,2432,3076,2936,2338,2658,122
277000,"Business",-118.4,33.97,5459,29680,2623,2698,3091,2604,2588,2264,2327,94,4103,2269,2360,2659,60
191710,"Business",-118.31,34.09,3384,20504,2245,1159,1225,1278,1123,1260,1278,1207,916,5724,1492,1597,33
121210,"Residential",-118.4,34.24,4853,165124,30667,1618,33235,1668,27833,1343,23634,968,17759,1093,24165,1141,558
219020,"Business",-118.32,34.02,4362,8593,645,781,730,674,755,706,737,763,639,656,779,728,48
135102,"Business",-118.62,34.19,3333,32867,3551,3203,3518,3080,1982,3569,1314,1790,3304,2302,2572,2682,35
214500,"Business",-118.35,34.07,8569,94675,9249,10082,10099,9189,6651,8727,7171,7676,5359,6438,3614,10420,52
131300,"Business",-118.52,34.21,4781,5141,770,412,435,470,0,419,720,334,385,380,395,421,19
239200,"Business",-118.27,33.99,6466,116097,6139,5197,7449,6451,37596,5085,9166,4657,5695,14286,7383,6993,359
209520,"Business",-118.28,34.05,2772,42465,7433,3347,2746,2691,377,2962,2581,4717,5551,3129,3567,3364,34
241000,"Business",-118.26,33.93,5900,23732,1937,2155,2077,2216,1912,1843,1655,1763,1611,1726,2309,2528,41
269700,"Government",-118.39,34.04,4216,15826,1890,2043,1560,1815,1659,1117,848,829,780,889,1148,1248,18
125500,"Business",-118.37,34.16,5948,32059,2980,2845,2748,2747,2874,2982,2539,2394,2337,2448,2556,2609,93
214000,"Business",-118.35,34.08,3734,44772,3401,3549,3840,3471,6035,3743,3391,3467,3321,3158,3232,4164,144
189901,"Business",-118.35,34.1,7310,47917,4474,4766,4486,4099,789,4119,3900,3664,3488,6272,787,7073,74
219500,"Residential",-118.34,34.02,1703,66415,36,12947,37,12927,52,10702,20,9822,27,8770,24,11051,618
187300,"Residential",-118.26,34.1,3390,170214,29305,499,32250,2806,27473,3050,20187,271,19054,384,32127,2808,920
121210,"Business",-118.4,34.24,4853,37658,3621,3766,2976,2449,2236,5906,2698,2599,1581,1892,4697,3237,65
212800,"Business",-118.33,34.05,4914,15382,1119,1259,1337,1241,1415,1246,1371,1234,1176,1268,1407,1309,55
113100,"Business",-118.58,34.26,6244,129539,10475,13718,15885,13463,9978,8786,7880,12911,5383,9610,9818,11632,99
208300,"Business",-118.26,34.06,6893,22155,2339,1880,2190,1830,0,2357,1268,2080,1755,3114,116,3226,82
221110,"Business",-118.29,34.05,3819,16368,1202,1636,1506,1268,1084,1608,1440,1400,1248,1385,1315,1276,42
134103,"Residential",-118.58,34.22,3986,187313,34240,2077,37341,2352,30325,2741,24319,2255,20247,2209,26892,2315,865
122200,"Residential",-118.36,34.22,5607,193240,37022,983,39312,1088,32817,988,26838,885,22139,816,29409,943,904
237300,"Residential",-118.31,33.98,5495,192209,19970,13640,19219,17936,345,31127,245,28941,154,23990,127,36515,1502
123303,"Business",-118.41,34.2,3317,27501,2230,2265,2171,2369,2179,2347,2301,2453,2332,2227,2215,2412,63
240700,"Government",-118.26,33.95,5240,7866,572,438,315,319,433,368,458,713,1363,655,1276,956,16
237720,"Residential",-118.28,33.97,3381,90720,16023,54,16187,0,14706,3,14919,0,13870,664,14139,155,339
113233,"Business",-118.6,34.23,6222,43946,3588,3779,4011,3843,3411,3611,2906,3462,3099,4052,3867,4317,139
123104,"Business",-118.36,34.18,4774,26529,2055,1992,2336,2371,2275,2094,2566,2283,2039,2089,2298,2131,47
134303,"Business",-118.61,34.2,4633,63327,5887,5158,6081,5544,5762,4784,4560,4765,5143,5097,4979,5567,111
239330,"Business",-118.27,33.98,2654,25750,2000,2915,2741,2640,1861,1997,2106,1698,1748,1920,2017,2107,136
109601,"Residential",-118.45,34.26,3302,160002,539,34727,952,31374,195,25323,11,19037,30,20282,87,27445,932
133100,"Business",-118.54,34.18,4981,51556,4855,5156,5227,4443,4230,3826,4063,3230,3415,3932,4274,4905,51
269901,"Business",-118.4,34.02,7926,38848,3397,3507,3295,4228,3665,3460,3267,2983,2686,2664,2614,3082,101
297110,"Business",-118.28,33.73,4547,25953,2296,2067,2291,1044,2953,2275,2214,1959,2491,2083,1969,2311,68
109200,"Residential",-118.48,34.28,3111,151563,275,31515,224,30864,327,24688,184,17001,38,18947,76,27424,927
104820,"Business",-118.42,34.25,5389,21385,1945,1914,1700,1840,1733,1955,1843,1839,1633,1666,1577,1740,39
265305,"Residential",-118.45,34.06,2937,58799,2087,7958,1882,7916,2055,7976,1716,7748,2000,7159,2179,8123,76
216200,"Residential",-118.35,34.06,4324,193837,2085,33820,2063,34035,1976,32880,1963,26192,1732,25401,1665,30025,807
117302,"Business",-118.5,34.24,4613,45181,4962,5081,5269,4194,0,6081,676,2509,4866,3380,3226,4937,56
206010,"Business",-118.23,34.07,3276,37921,4719,2751,3343,3168,3039,2713,3768,3139,2656,2767,2829,3029,107
134201,"Residential",-118.59,34.21,3919,196725,40453,637,41208,592,33829,414,27817,349,21826,296,28912,392,996
132500,"Residential",-118.55,34.19,7076,270723,2474,51145,2610,49779,2607,42671,2424,33947,1716,35835,2016,43499,853
700400,"Business",-118.38,34.08,5296,105356,8897,8966,9227,10016,6138,11477,5900,8722,10357,8378,8341,8937,75
199000,"Government",-118.22,34.08,3641,26440,1844,4398,4411,2750,2092,2378,1459,1331,1033,1347,1469,1928,40
190520,"Residential",-118.3,34.1,4326,114796,15073,6613,13446,6666,7,18982,1660,16737,1499,15873,1494,16746,179
237500,"Business",-118.29,33.98,3673,23327,1386,1308,1412,1410,1793,1339,7324,1364,1124,1683,1616,1568,58
143100,"Business",-118.36,34.15,3528,313202,37782,41122,24386,38419,28440,17478,14019,18041,14122,22835,24756,31802,160
213310,"Business",-118.3,34.05,3550,21969,1676,1755,2104,1711,3,3933,6,1739,3606,1766,1802,1868,48
190901,"Residential",-118.31,34.09,4930,133817,20724,1771,20371,1596,24239,2435,20828,1515,18604,1445,18809,1480,214
209101,"Business",-118.27,34.06,6800,12689,2146,957,1069,1071,0,1193,1179,925,925,1106,890,1228,15
108102,"Residential",-118.55,34.28,3527,293990,63142,2380,58379,2400,50129,2279,40213,1714,27462,1722,42133,2037,845
132100,"Residential",-118.5,34.19,4935,248340,23941,22321,25599,22037,21164,19075,17873,837,32919,21198,19950,21426,1109
241400,"Business",-118.27,33.93,4212,6683,651,684,713,708,630,559,527,387,333,467,465,559,43
232110,"Residential",-118.29,34,2951,80929,65,14805,64,14309,43,13968,89,12820,34,11891,80,12761,400
219010,"Business",-118.32,34.03,2602,1470,160,157,224,141,99,93,106,124,85,89,93,99,21
208000,"Government",-118.26,34.06,4253,8383,952,623,641,542,0,1168,511,542,548,1154,0,1702,15
134303,"Residential",-118.61,34.2,4633,237065,49154,522,49096,272,43269,453,28628,113,28836,397,36194,131,1163
241200,"Residential",-118.29,33.94,4835,174378,32159,235,33637,115,28978,159,27279,17,23649,71,28052,27,1239
271900,"Residential",-118.43,34.01,6072,265964,49574,1185,48750,1036,46017,1098,42721,1163,31639,913,40852,1016,1298
218800,"Residential",-118.32,34.04,2821,80040,15,15287,23,14337,89,13221,30,12312,19,7168,88,17451,322
294300,"Business",-118.28,33.79,7059,41843,3982,4360,3653,3756,3541,3395,2650,1957,4026,3006,3605,3912,97
273600,"Business",-118.46,33.99,2469,19595,1818,1670,1761,1824,1349,1401,1671,1339,1809,1614,1586,1753,73
207100,"Residential",-118.24,34.06,5753,171258,2203,26271,2418,27417,2336,28371,1915,13258,14141,24381,1925,26622,251
127520,"Residential",-118.47,34.22,3534,130336,19623,2983,20224,1758,19421,5542,19685,1257,19123,1274,18096,1350,27
232500,"Residential",-118.31,33.99,4249,130987,203,22763,52,22915,372,22422,67,21045,32,19678,57,21381,817
238400,"Business",-118.31,33.96,4160,45517,4163,4025,4561,3833,1793,6111,1597,2035,7105,3597,3302,3395,141
199800,"Business",-118.21,34.07,5697,22707,1830,1685,1965,1817,2003,1900,1921,1926,1665,1962,1859,2174,56
269700,"Residential",-118.39,34.04,4216,149803,89,27886,72,27116,308,25847,23,23344,46,20462,30,24580,841
273200,"Business",-118.47,34,4363,39924,3196,3224,3704,3446,3053,3337,3447,3147,3202,3271,3139,3758,60
143800,"Residential",-118.38,34.14,4650,389617,1859,74710,1893,78148,1369,68765,1105,47488,1016,45932,1128,66204,1605
236201,"Residential",-118.35,34.02,6289,259317,939,44878,958,45519,683,42646,508,46292,477,35927,720,39770,204
191810,"Business",-118.33,34.09,4095,22150,1874,1818,1815,1764,1875,1733,2474,1729,1771,1698,1759,1840,89
238100,"Residential",-118.31,33.96,4585,161454,29941,108,31276,152,13406,14200,12750,12114,18243,4197,20098,4969,1141
700100,"Residential",-118.35,34.09,10257,352615,60993,851,61374,1231,179,63648,693,54996,659,52658,715,54618,1066
194400,"Residential",-118.37,34.08,5747,277040,16620,33311,17361,32820,1675,49660,1554,38004,13761,27294,14302,30678,1037
128800,"Residential",-118.46,34.17,6889,353519,55931,7498,61417,8120,56240,7219,48087,6086,41176,6406,46409,8930,1000
113422,"Business",-118.58,34.22,5948,8548,800,942,892,809,738,916,660,645,450,598,547,551,15
191710,"Residential",-118.31,34.09,3384,105213,18043,820,18056,913,17749,928,16793,995,13859,817,15476,764,238
271200,"Business",-118.44,34.03,3920,13980,1300,1278,1146,1080,1104,1201,1088,997,1056,1277,1173,1280,62
104106,"Business",-118.4,34.27,4886,9786,802,682,691,767,788,759,702,852,854,890,1078,921,21
203300,"Business",-118.21,34.06,1295,176028,11221,19623,16715,14987,13881,13098,7969,15273,17617,16688,13467,15489,60
121100,"Government",-118.37,34.23,4315,248628,14829,34741,34377,33443,23023,22162,22640,5550,19357,11596,9477,17433,34
204110,"Business",-118.2,34.04,3117,4772,433,641,564,587,422,460,262,258,240,246,245,414,27
204600,"Residential",-118.22,34.04,4083,98026,66,17356,9,17258,2,17795,9,14647,5,14949,8,15922,424
277200,"Business",-118.38,33.95,3743,302898,21743,19820,26134,22983,29560,22706,21517,29514,20159,33626,28907,26229,138
231800,"Business",-118.28,34.01,5772,44153,3496,3508,3177,3203,5294,4228,3586,3757,3463,3709,3467,3265,95
132500,"Business",-118.55,34.19,7076,50737,2630,2345,2422,16520,3376,3012,2876,2522,2716,3495,4000,4823,28
231900,"Residential",-118.28,34,6092,184816,28113,5358,27610,5244,26025,4906,26564,5206,22786,4859,22907,5238,721
141100,"Residential",-118.43,34.15,5202,270635,40441,10509,43421,9574,24517,24278,19941,18456,21754,14938,26892,15914,817
213202,"Residential",-118.3,34.05,4125,105867,1024,15105,802,16967,839,15293,777,21,18742,19725,616,15956,339
214500,"Residential",-118.35,34.07,8569,411503,20741,35222,34994,30052,26354,45472,46164,29544,30365,30672,45021,36902,135
127920,"Residential",-118.44,34.2,4078,151730,940,28702,896,28310,1090,24799,703,19734,677,20008,630,25241,612
204300,"Government",-118.21,34.04,4995,23369,2370,3081,2086,2381,1540,1065,1338,1658,970,3864,1341,1675,20
139501,"Business",-118.52,34.17,7987,24077,1803,1876,1863,1933,1759,4193,1685,1730,1574,1757,1784,2120,38
139200,"Business",-118.53,34.18,4823,18972,1636,2900,1967,1918,1613,1388,1433,1122,1048,1258,1181,1508,21
123301,"Residential",-118.4,34.2,4800,177332,15464,18255,14505,19033,13052,16229,9667,15412,12666,13903,12102,17044,652
238000,"Residential",-118.31,33.95,5963,218414,41742,103,42728,139,16866,21791,13821,18081,29794,49,33270,30,1709
128303,"Business",-118.45,34.18,4087,15798,1470,1556,1564,1429,1349,1181,1147,1364,1011,1184,1260,1283,164
232120,"Residential",-118.28,34,3376,99939,108,17013,126,19423,98,16683,111,15657,163,14774,51,15732,409
208610,"Residential",-118.28,34.07,4354,115550,18338,1478,18157,1745,19013,1709,17710,1454,15785,1461,17101,1599,300
117302,"Residential",-118.5,34.24,4613,302508,2245,62499,2192,57900,320,37811,12893,1531,30168,38248,438,56263,1442
125400,"Business",-118.37,34.16,7495,39287,3664,3569,3942,3192,3292,3283,2825,2700,3226,2923,3204,3467,174
102101,"Residential",-118.35,34.24,3387,255843,45734,242,53322,229,50929,295,42449,70,24911,157,37322,183,776
141200,"Business",-118.44,34.15,6154,68722,6458,5774,6061,6314,6122,5214,4940,3521,7841,5225,5342,5910,154
208710,"Residential",-118.28,34.07,4451,92833,10913,4482,10200,7035,10901,5486,11082,4844,9487,4379,9373,4651,52
276000,"Business",-118.39,33.97,5334,38636,4101,3094,2906,5730,3354,2561,2738,2008,3547,2602,2714,3281,31
208904,"Business",-118.27,34.06,3709,32721,5991,2342,2738,2559,0,2895,2799,2670,2598,2647,2727,2755,18
231300,"Business",-118.3,34.01,4561,13712,1287,1193,1211,1176,1104,1112,997,1099,962,1162,1022,1387,42
131800,"Business",-118.53,34.2,4664,40714,4012,3794,3887,3697,2589,4029,3693,2788,2697,2972,3341,3215,117
213401,"Business",-118.29,34.05,5623,25516,2287,2269,2055,2103,1988,2209,2174,2088,2410,2006,1934,1993,32
206010,"Residential",-118.23,34.07,3276,41387,143,7319,81,7273,85,7082,137,6393,112,6205,100,6457,134
221210,"Business",-118.3,34.04,3269,16242,1163,1045,1181,1339,1494,1417,1443,814,2086,1355,1421,1484,43
203900,"Business",-118.19,34.03,3076,27503,2339,2555,2411,2368,2197,2695,2227,2136,2041,2126,2116,2292,43
203500,"Residential",-118.22,34.05,3993,86614,717,15042,723,14842,828,14906,656,12115,457,12124,511,13693,431
242600,"Residential",-118.25,33.93,4653,216842,35606,79,35213,28,60463,28,29307,95,25725,1,30286,11,169
224600,"Government",-118.27,34.02,3862,26091,4036,2125,2971,2452,0,2653,1422,1851,2444,1658,2054,2425,23
143601,"Residential",-118.37,34.14,4991,209213,5570,32392,5019,33412,4797,32369,4399,25309,5150,25535,3997,31264,443
109400,"Residential",-118.45,34.27,4873,188244,1009,38063,1032,37295,760,29380,719,22931,776,22878,719,32682,1016
192700,"Residential",-118.29,34.08,3946,95810,1759,14462,1794,15378,1666,15172,1817,14116,1509,12809,1287,14041,273
134720,"Business",-118.57,34.2,4490,20150,1752,1776,1647,1736,1399,1601,1660,1571,1341,1992,1978,1697,55
242700,"Business",-118.24,33.94,4739,16025,1603,1918,1879,1651,1325,1178,946,862,815,1242,1139,1467,38
241110,"Residential",-118.28,33.94,2689,86471,15151,148,15563,48,14761,69,14099,50,12924,633,13014,11,430
275400,"Business",-118.44,33.99,2120,27741,2082,3686,2520,2471,2438,2470,1842,2309,1935,2025,1777,2186,119
232400,"Residential",-118.31,34,6366,198886,194,36188,193,36657,89,33594,32,31263,106,27936,98,32536,1280
291220,"Residential",-118.29,33.88,3479,105121,18910,415,19477,377,16974,455,16324,266,13938,254,17282,449,514
293305,"Business",-118.3,33.79,4660,12483,1216,1316,1179,1072,1066,1003,988,694,761,1049,902,1237,65
119900,"Business",-118.44,34.23,6065,36747,3221,3705,3488,3668,3286,3102,2840,2540,2369,2853,2787,2888,60
123520,"Business",-118.43,34.19,3152,7184,522,526,531,497,588,716,666,735,561,642,608,592,19
143100,"Residential",-118.36,34.15,3528,284512,1209,54773,1160,53617,1390,48029,1032,33275,894,39338,1169,48626,849
224320,"Business",-118.28,34.04,3293,21291,1621,1787,1683,1882,1797,1707,2095,1715,1857,1810,1640,1697,50
195720,"Business",-118.26,34.07,3233,21559,1436,1695,2278,2408,2980,2685,1909,269,1576,1044,1710,1569,29
224700,"Business",-118.28,34.03,5230,81767,4239,6099,8160,7218,0,12740,0,5801,16921,6268,8387,5934,122
181000,"Business",-118.2,34.14,6134,36645,3244,3598,3556,3599,2705,3153,2671,1513,3227,3380,2166,3833,103
224010,"Residential",-118.27,34.04,2529,61574,2652,6107,2640,6587,0,2763,6675,2152,7196,7624,540,16638,26
700300,"Residential",-118.37,34.09,5670,253969,41666,3057,43779,2851,484,44790,606,38646,34906,2709,37953,2522,333
124700,"Residential",-118.42,34.16,4636,287062,2562,51388,2609,53011,2496,49880,2183,36121,2349,36350,2370,45743,985
124102,"Business",-118.38,34.18,4101,24907,2188,2011,2054,2065,2373,2280,2364,2059,1754,1967,1884,1908,120
113232,"Business",-118.61,34.23,3907,28342,1981,2189,2267,2157,1689,1463,1407,1166,6567,1809,1582,4065,21
143500,"Business",-118.41,34.15,4218,21856,5281,2821,2624,1786,0,1512,1117,908,598,1178,1579,2452,34
235202,"Residential",-118.33,33.97,4730,157538,13810,13603,15073,13822,64,30176,102,24750,61,21941,17,24119,785
218400,"Business",-118.36,34.04,5880,17905,1916,1658,1589,1618,1677,1527,1408,1354,1152,1320,1311,1375,92
275200,"Business",-118.42,34,4279,9216,764,856,879,946,0,1144,423,674,982,963,382,1203,40
137502,"Business",-118.6,34.16,4025,123414,9668,10827,9798,13199,10178,10708,9768,8762,8418,9937,11729,10422,174
115201,"Residential",-118.54,34.24,5728,323317,57020,5510,54331,8879,53725,7602,43907,6064,32197,6075,40552,7455,750
109800,"Business",-118.48,34.25,5543,10676,906,818,1273,1243,1112,820,610,326,556,559,651,1802,54
241300,"Residential",-118.29,33.93,2955,102793,16837,67,18925,0,19285,15,16739,29,14299,243,16323,31,507
242000,"Residential",-118.25,33.94,3194,112514,18428,349,19052,57,21095,202,20693,185,15570,43,16795,45,569
131300,"Residential",-118.52,34.21,4781,178090,11696,36427,444,32192,434,343,28563,170,21272,16570,7664,22315,1217
143601,"Government",-118.37,34.14,4991,26628,2046,4108,4174,3169,2590,2266,1180,390,589,1303,2164,2649,17
208904,"Residential",-118.27,34.06,3709,119551,18262,18531,4989,17467,0,4984,16175,4025,13701,4042,13751,3624,72
297600,"Government",-118.29,33.71,6572,143442,14199,10512,12604,13491,13209,12748,12071,8617,8485,13787,12084,11635,83
128210,"Business",-118.44,34.18,5194,27174,2731,2628,2621,2524,2215,2898,1964,2164,1423,1851,1715,2440,78
197500,"Government",-118.26,34.07,5263,238436,14952,8452,7746,16274,29157,34023,26800,136,51817,21952,19408,7719,16
275510,"Business",-118.42,33.99,2878,7902,651,730,787,655,67,1243,42,613,1228,630,501,755,22
128800,"Business",-118.46,34.17,6889,63036,5424,5751,5870,5427,5062,5214,5311,4583,4536,5728,4718,5412,74
240500,"Government",-118.28,33.95,5896,3967,283,290,393,392,378,426,303,292,285,275,288,362,24
190700,"Business",-118.34,34.1,3269,115297,11041,10643,10133,9123,9264,9559,9982,10080,8900,8246,9010,9316,282
194200,"Residential",-118.37,34.1,5154,447555,83608,1482,82306,1398,75279,8763,59632,6383,52344,6686,62351,7323,2204
240200,"Business",-118.28,33.96,5488,80892,6698,6661,5842,6343,6116,6007,5322,6643,6557,9004,7271,8428,112
113212,"Residential",-118.6,34.26,3050,156448,30462,1286,30270,870,26896,970,21367,802,18038,896,23517,1074,701
242200,"Business",-118.24,33.95,5550,6161,186,598,635,699,635,513,385,339,380,593,559,639,23
113233,"Residential",-118.6,34.23,6222,241783,33982,8867,35903,9701,30542,8342,28326,7283,32753,8698,27980,9406,398
191620,"Business",-118.3,34.09,2813,17675,1416,1303,1353,1271,1224,2031,1822,1222,1873,1324,1384,1452,18
139502,"Business",-118.53,34.16,2887,24524,2233,2634,2511,2663,2165,2097,1791,1513,1250,1764,1890,2013,72
221600,"Residential",-118.3,34.04,5036,120354,59,20500,6,20814,12,20900,3,50,18752,18267,14,20977,465
120300,"Business",-118.44,34.22,4982,39332,3410,3752,3693,4162,3246,3545,2707,2731,2163,2749,3059,4115,105
224410,"Residential",-118.28,34.03,3423,82945,544,13872,261,15342,0,14451,0,212,12782,12264,142,13075,266
218210,"Residential",-118.34,34.04,4434,117242,1,21070,64,20730,42,19737,25,18985,22,16563,33,19970,424
239310,"Business",-118.28,33.98,2629,11039,523,1389,923,978,881,1007,873,830,852,981,922,880,36
226700,"Business",-118.26,34.02,6469,52506,8608,4283,4723,4175,139,4919,4554,3849,4643,4314,4134,4165,170
134306,"Business",-118.6,34.21,3458,21151,1753,1967,1858,1947,1625,1970,1769,1682,1367,1597,1640,1976,60
265700,"Residential",-118.43,34.06,4653,286832,11239,41399,8621,42015,10907,38643,8486,31244,14350,32294,9151,38483,771
189300,"Business",-118.31,34.11,3097,14935,1349,1686,1927,1531,1224,1361,999,549,634,1003,1299,1373,35
218400,"Residential",-118.36,34.04,5880,164087,96,30399,213,29493,59,27643,52,26213,93,23750,18,26058,887
264000,"Business",-118.48,34.05,3199,13768,1327,1387,1166,1276,980,1071,971,1024,677,1599,1068,1222,19
123520,"Residential",-118.43,34.19,3152,107428,1061,20580,940,20385,843,16964,634,13150,599,13725,550,17997,424
192610,"Business",-118.3,34.08,4742,12781,1092,1102,1067,1104,1076,1142,1258,1172,998,941,875,954,33
183400,"Residential",-118.21,34.12,4127,111149,1266,19614,1300,19141,1090,18074,1006,15850,975,14533,1075,17225,763
197500,"Residential",-118.26,34.07,5263,113570,385,19732,398,20331,321,18830,1009,52,16966,16480,248,18818,534
700200,"Residential",-118.37,34.09,6499,246393,41588,398,42509,606,73,44821,367,39073,35515,2872,35716,2855,565
127910,"Business",-118.44,34.2,4898,34475,2763,3982,3063,3032,3110,2869,2253,2347,3276,2072,3028,2680,48
134710,"Residential",-118.58,34.21,5229,167091,27711,3489,29384,3065,26472,2740,23602,2351,19890,2511,23356,2520,420
190902,"Residential",-118.32,34.09,4621,123914,21729,407,21069,492,20887,524,20810,524,18570,420,18151,331,295
700500,"Residential",-118.38,34.09,7994,114386,18487,1376,16666,1894,9086,13215,7815,9389,17200,1095,16731,1432,173
291300,"Residential",-118.3,33.86,2715,109673,20847,360,20928,321,18517,347,16133,289,14706,231,16836,158,866
113202,"Business",-118.63,34.24,4623,217717,20195,21788,21123,21911,18635,19239,15739,14301,12789,15714,17575,18708,301
141302,"Business",-118.46,34.15,5325,106888,12038,9625,10098,9209,9156,7882,8631,8003,7752,8317,7972,8205,126
191500,"Residential",-118.3,34.09,5756,173868,3257,26478,3593,28049,3934,26356,3432,25861,2584,22479,2571,25274,432
190200,"Government",-118.33,34.1,6177,5474,448,446,509,549,474,497,457,388,368,428,422,488,15
276400,"Residential",-118.41,33.97,3918,201261,39766,249,40201,212,35433,82,28468,86,24603,66,31907,188,1510
203300,"Residential",-118.21,34.06,1295,14326,2651,23,2517,27,2368,20,2430,22,2061,57,2128,22,62
