"census","sector_type","longitude","latitude","census_pop","total","july","aug","sept","oct","nov","dec","jan","feb","mar","apr","may","june","count"
192420,"Business",-118.31,34.08,4151,29808,2355,2389,2502,2407,2481,2648,2458,2618,2313,2304,2526,2807,38
192510,"Residential",-118.31,34.08,3959,97568,17135,27,16865,49,17635,37,16385,30,14525,97,14765,18,312
192610,"Residential",-118.3,34.08,4742,125867,17975,3796,18508,4116,18381,3993,17888,3665,15433,3156,15259,3697,247
194100,"Residential",-118.36,34.11,6523,686642,131329,3797,132517,3811,120608,3587,97288,3146,78266,2922,106453,2918,2225
194500,"Business",-118.37,34.08,2287,77980,7006,6389,6690,7472,6546,7097,6645,6349,6141,5999,5786,5860,154
194500,"Residential",-118.37,34.08,2287,114989,375,23126,437,22055,812,20694,366,14544,264,14430,290,17596,625
195200,"Business",-118.28,34.11,6138,32828,3091,3222,3293,2932,2772,2602,2510,1789,2645,2366,2737,2869,65
195500,"Government",-118.26,34.09,5228,4977,508,601,558,547,412,402,242,251,248,381,366,461,19
195600,"Residential",-118.27,34.08,3529,102752,18924,135,18274,157,17632,107,16482,183,15198,140,15269,251,567
195710,"Business",-118.27,34.08,4978,34717,2915,2244,5350,3824,2509,2141,2304,579,4639,2853,2450,2909,41
195720,"Residential",-118.26,34.07,3233,65188,1099,10749,1171,10252,1100,9278,2007,7,10243,8308,734,10240,284
195801,"Business",-118.27,34.08,6087,14920,1214,1344,1394,1171,1468,1103,1489,1203,1105,1121,1158,1150,56
197300,"Residential",-118.25,34.08,4679,124672,20931,8458,14589,8020,13736,794,20629,504,17066,619,18442,884,708
197600,"Residential",-118.25,34.07,2984,76859,1253,14413,1074,12471,3,422,12586,308,10461,11123,129,12616,329
199000,"Business",-118.22,34.08,3641,132404,11105,9454,9956,11614,11056,11895,11914,10663,11583,10560,10262,12342,224
199201,"Business",-118.21,34.08,4444,25922,2357,2361,2380,2726,2355,1924,2117,2020,1697,2078,1823,2084,66
199201,"Residential",-118.21,34.08,4444,103780,16026,1894,17224,1204,18060,699,15842,1763,14147,667,14738,1516,324
199400,"Business",-118.21,34.09,4956,67943,5209,4859,5315,5699,5277,6310,5267,5486,5587,5468,5757,7709,50
199800,"Government",-118.21,34.07,5697,5586,484,755,883,663,428,382,209,271,386,350,361,414,17
199900,"Business",-118.21,34.07,2573,20530,2179,1979,2331,1853,1771,1515,1474,1431,1411,1486,1487,1613,68
201120,"Residential",-118.16,34.09,5238,136760,25034,93,26983,70,23198,36,22344,32,18662,41,20236,31,824
201200,"Business",-118.18,34.09,2655,16060,1349,1545,1464,1458,1204,1343,1271,1131,1216,1342,1238,1499,35
201301,"Business",-118.19,34.09,3678,4698,409,431,417,417,352,368,367,461,339,327,394,416,35
201501,"Residential",-118.17,34.09,5744,162522,29121,398,30500,339,27919,340,24816,205,22941,306,25170,467,1020
201504,"Residential",-118.17,34.08,2422,65816,11913,112,12617,19,11195,22,10657,24,9521,9,9684,43,418
201600,"Business",-118.17,34.08,5062,141433,8042,10932,12590,14308,12625,12872,9470,11727,10852,11904,11978,14133,164
203100,"Business",-118.2,34.06,4893,6664,485,496,534,563,518,581,506,554,540,505,474,908,37
203200,"Residential",-118.2,34.05,4961,123197,21797,42,22745,195,20756,14,20794,20,17576,59,19153,46,583
203500,"Government",-118.22,34.05,3993,24362,2031,2171,2916,1688,1891,1944,1683,1788,1830,2739,640,3041,18
203600,"Government",-118.21,34.05,6554,9826,746,1174,1127,1033,839,595,528,627,696,547,1003,911,15
203600,"Residential",-118.21,34.05,6554,135274,374,23555,318,24262,224,22904,235,21612,277,19277,176,22060,594
203800,"Residential",-118.2,34.05,4898,117579,20953,663,20662,779,19398,860,19004,621,16289,627,17086,637,684
204200,"Business",-118.21,34.04,3280,15945,1362,1430,1259,1486,1289,1548,1324,1194,1154,1221,1250,1428,50
204300,"Business",-118.21,34.04,4995,26842,2181,2218,2260,2230,2008,2243,1450,1452,1686,4895,2150,2069,68
204410,"Business",-118.21,34.05,2490,6746,608,644,600,528,596,595,557,536,464,529,536,553,30
204910,"Residential",-118.2,34.03,3223,83543,14840,122,15383,26,14855,0,13745,1,11594,0,12977,0,347
204920,"Residential",-118.2,34.02,2637,66786,12275,62,12396,49,11877,46,11036,50,8944,9,9997,45,423
206030,"Business",-118.22,34.05,955,35429,2403,2177,2559,2171,2078,2013,2013,2189,11999,1775,2056,1996,67
206050,"Business",-118.23,34.03,2488,339225,35116,26434,27499,27064,20339,26067,23897,25938,27640,29696,41317,28218,897
206050,"Residential",-118.23,34.03,2488,53977,456,13210,326,8445,183,8161,328,7097,269,7083,276,8143,65
206200,"Business",-118.24,34.05,3477,225653,20141,20620,28135,18950,20076,16185,15783,115,33269,15278,18355,18746,356
206200,"Residential",-118.24,34.05,3477,46456,7670,3156,4700,5125,1380,3087,893,0,3789,2735,10513,3408,19
206300,"Residential",-118.24,34.04,4995,42234,1597,2521,1439,5601,1218,3131,2052,852,8886,5899,6254,2784,24
207300,"Business",-118.25,34.05,3739,391627,33181,30508,32920,36987,840,69107,517,29956,56141,32090,30444,38936,466
207300,"Residential",-118.25,34.05,3739,107114,6785,8254,7712,15362,165,16912,121,6034,14748,13679,6818,10524,40
207500,"Government",-118.25,34.06,4098,10875,735,759,802,1296,242,2292,112,775,1638,712,717,795,15
207710,"Business",-118.26,34.05,1229,283412,20985,18968,36266,24100,319,44496,753,21284,47524,21893,26421,20403,137
207900,"Business",-118.26,34.04,1993,191449,14952,13898,15332,21341,8,15785,13076,22352,12822,27822,434,33627,420
207900,"Residential",-118.26,34.04,1993,73993,6235,7268,7420,6880,0,5760,5788,4064,10131,9464,924,10059,22
208400,"Residential",-118.27,34.07,5958,179223,12417,20015,12092,19623,9450,5256,24206,3640,23398,21431,8629,19066,320
208620,"Residential",-118.28,34.07,4734,88515,13731,771,14301,1677,13881,1339,14051,1193,12510,1212,12425,1424,246
208800,"Government",-118.28,34.06,6450,65238,9540,12282,7652,7425,7428,3878,1138,2854,1363,3910,3118,4650,15
208902,"Business",-118.27,34.06,2344,42471,7183,2754,3279,4696,390,4038,3369,3145,2946,3300,3521,3850,60
208903,"Business",-118.27,34.06,4125,47131,4407,3712,3444,4693,3564,4552,3502,3462,3222,3799,4683,4091,52
208903,"Residential",-118.27,34.06,4125,124994,16824,9017,10570,10831,9190,6700,15569,5874,13835,5642,14890,6052,46
209200,"Business",-118.26,34.06,1467,90732,11791,8227,10608,8011,7,9111,5433,6287,7994,9979,3668,9616,90
209300,"Residential",-118.27,34.05,3100,156178,25620,18286,9017,17213,0,10583,17434,9454,15517,9155,16401,7498,129
209401,"Residential",-118.28,34.06,3967,100058,14287,3293,13656,3518,14250,3641,14007,3275,12050,3074,11702,3305,72
209403,"Residential",-118.27,34.05,3480,110872,19161,13096,5637,12991,0,5902,14584,4876,12782,5047,12004,4792,54
209510,"Residential",-118.28,34.05,2681,67896,10155,1574,9641,1622,9855,1425,10387,1513,9350,1585,9145,1644,68
209820,"Business",-118.28,34.05,2708,7981,742,872,753,822,613,882,631,518,531,565,487,565,24
211120,"Residential",-118.29,34.07,5116,149857,19074,8658,18524,8796,18481,6699,23599,6085,13870,6154,13660,6257,105
211200,"Business",-118.3,34.07,6312,25455,2104,2529,2521,2758,2536,2701,1822,1793,1544,1834,1610,1703,38
211310,"Business",-118.3,34.07,4197,4802,412,466,443,271,267,288,321,883,317,374,372,388,16
211320,"Business",-118.29,34.07,3654,14185,1059,1383,973,1120,1605,1304,1272,1141,1000,1183,1014,1131,28
211410,"Business",-118.31,34.07,3470,27157,2210,2294,1944,2269,2409,2326,2426,2307,2083,2461,2195,2233,48
211500,"Residential",-118.31,34.07,4631,242794,45535,1504,45942,1403,42898,1496,35828,1472,27455,1448,36384,1429,757
211702,"Business",-118.31,34.07,8278,41559,3322,3437,4336,3939,3750,3746,3180,3451,2739,3148,3078,3433,64
211702,"Residential",-118.31,34.07,8278,268573,33740,7985,33727,7905,50787,9300,33254,9492,32887,8235,32392,8869,212
212100,"Business",-118.3,34.06,5321,76756,6778,7967,6932,7334,6492,6607,6044,5233,4719,7431,5388,5831,83
212202,"Business",-118.29,34.06,4111,16928,1456,1332,1311,1584,1424,1754,1439,1412,1375,1270,1261,1310,30
212203,"Business",-118.29,34.06,2876,15279,1112,1129,1087,1459,1320,1737,1030,1527,1154,1192,1230,1302,20
212306,"Residential",-118.29,34.06,3666,91398,1427,13791,1548,14709,0,15286,29,1691,14221,13766,1332,13598,114
212410,"Residential",-118.3,34.06,4264,126602,6022,10756,23750,10968,7251,10611,4948,0,15317,9256,15287,12436,48
212420,"Business",-118.3,34.06,3778,20659,1919,1579,1856,1654,1890,1676,1696,0,3465,1603,1635,1686,16
212420,"Residential",-118.3,34.06,3778,78979,1844,12117,1852,12663,2039,11546,1416,0,12922,10305,1406,10869,114
212500,"Business",-118.31,34.06,6125,111557,9326,8742,9933,9005,8264,7850,9040,96,15725,7775,12684,13117,89
212500,"Residential",-118.31,34.06,6125,164695,6057,28937,6333,21924,6266,21565,5063,0,24018,19064,5430,20038,148
212700,"Business",-118.32,34.06,6455,74984,6536,6748,7313,6862,7236,6253,4571,6563,4694,5136,7099,5973,118
212800,"Residential",-118.33,34.05,4914,137655,224,24939,302,26581,168,21902,131,19696,170,19478,90,23974,725
213100,"Residential",-118.31,34.05,2643,100333,1822,17007,1709,16449,1824,15360,1673,12545,1538,13025,1745,15636,325
213320,"Residential",-118.29,34.05,2743,70997,1034,11544,1015,11492,0,12438,6,924,11054,9672,1059,10759,209
214000,"Residential",-118.35,34.08,3734,198382,1336,36260,1112,36316,139,35336,13,26767,88,27907,47,33061,945
214100,"Residential",-118.34,34.07,3806,265038,50589,580,53074,778,47482,539,39127,484,30286,564,40881,654,889
214400,"Business",-118.36,34.08,2950,20274,2024,1683,1651,1786,1863,2020,1734,1544,1407,1265,1735,1562,64
214600,"Business",-118.37,34.07,2527,59031,5140,4767,5057,4786,4905,5327,4526,4610,4529,4535,5411,5438,140
214800,"Residential",-118.37,34.07,2544,112567,373,20065,356,20224,278,21077,211,16113,236,15320,278,18036,494
214900,"Residential",-118.38,34.07,5829,243208,8895,34479,5869,34419,5651,37311,5410,31665,5807,31453,8033,34216,546
215100,"Business",-118.35,34.06,5630,51515,5321,3951,3824,5716,4612,4668,4251,4224,3607,3820,3724,3797,90
216300,"Residential",-118.36,34.06,4653,228565,2786,40125,3020,42290,2546,36579,2853,29198,2614,28396,2483,35675,997
216400,"Business",-118.38,34.06,6774,35691,3312,2611,3261,2924,2795,3110,2543,3174,2639,2556,3592,3174,119
216800,"Residential",-118.37,34.06,3576,152908,26,29251,107,28638,11,27411,22,21124,112,19414,57,26735,737
216900,"Residential",-118.36,34.05,5382,211352,198,40547,515,40076,205,36117,73,30816,41,27499,166,35099,1219
217000,"Residential",-118.38,34.05,6726,261992,540,47503,493,48077,480,45559,434,39743,439,35325,495,42904,1250
218120,"Residential",-118.32,34.04,4588,126172,334,20770,308,20184,296,19815,232,17619,242,17864,9635,18873,425
218220,"Residential",-118.34,34.04,4469,155001,527,28239,587,29058,491,25044,546,23218,544,20262,539,25946,647
218300,"Residential",-118.35,34.04,5569,170499,1305,30895,289,31151,230,28376,312,26146,290,23528,283,27694,874
218500,"Residential",-118.35,34.04,3253,97002,76,17879,15,17680,7,16383,42,15129,4,13733,4,16050,547
218600,"Residential",-118.34,34.04,3742,132616,76,24268,216,23809,78,20962,3,21483,12,19665,38,22006,754
218800,"Business",-118.32,34.04,2821,7574,887,639,616,634,708,572,522,564,475,198,1156,603,29
219020,"Residential",-118.32,34.02,4362,120471,226,22201,28,21986,53,21107,9,18223,23,16485,8,20122,906
219300,"Residential",-118.33,34.03,3489,113877,63,19676,191,19760,79,20081,67,18283,65,17214,48,18350,572
219700,"Business",-118.35,34.03,3164,18879,1566,2892,1704,1413,1329,1366,1341,1301,1237,1440,1534,1756,139
219900,"Business",-118.36,34.03,5993,27451,3619,3592,2855,2099,1851,1483,1564,1920,2110,1912,2392,2054,96
220000,"Residential",-118.34,34.03,5165,163124,633,29855,124,28745,125,28194,90,25413,118,23502,162,26163,1041
221220,"Residential",-118.29,34.04,3553,80862,52,14257,42,14883,4,13976,83,52,11780,12102,53,13578,295
221301,"Business",-118.31,34.05,6069,37928,2953,4494,3847,3767,3670,2240,2088,4112,2747,2397,2579,3034,72
221301,"Residential",-118.31,34.05,6069,162347,1947,27596,1870,28231,1512,25983,1378,23740,1339,22466,1358,24927,274
221500,"Business",-118.3,34.04,5145,79289,7361,7245,7009,6196,6821,6357,6968,1301,10937,5824,6452,6818,64
221500,"Residential",-118.3,34.04,5145,150842,1441,25639,1996,24348,1553,23682,1485,6809,15769,22816,1794,23510,412
221600,"Business",-118.3,34.04,5036,96415,3335,3161,3538,20142,1643,4990,2276,1320,6031,34675,7589,7715,104
221710,"Residential",-118.29,34.04,4694,115146,7173,12115,7420,13704,6523,13456,6023,493,17629,11794,6144,12672,403
221820,"Residential",-118.29,34.03,3234,74855,294,10455,590,14001,0,12928,0,399,12322,11613,404,11849,164
222000,"Business",-118.31,34.02,7314,28180,2316,2720,2942,2450,2628,2128,2485,1911,1853,1739,2603,2405,84
222100,"Residential",-118.3,34.03,3738,123920,1180,21630,209,20643,350,18918,170,14,17415,23694,177,19520,482
222200,"Business",-118.3,34.03,3878,9493,801,981,997,767,825,729,644,0,1367,734,755,893,40
222200,"Residential",-118.3,34.03,3878,114688,19,21096,194,20559,46,20121,66,5,16414,16755,24,19389,412
222500,"Business",-118.3,34.02,4437,9097,863,848,992,741,863,699,608,5,1256,646,679,897,33
222600,"Residential",-118.3,34.02,5419,166813,196,26466,122,27221,67,26081,1260,8650,24138,25245,31,27336,631
224200,"Government",-118.28,34.04,3067,15461,1671,1363,1275,1178,241,1910,1191,1059,1020,1573,355,2625,19
224310,"Business",-118.28,34.04,2238,30805,2270,3361,2147,2787,2354,2930,2589,2012,1906,2158,3912,2379,40
224320,"Residential",-118.28,34.04,3293,86354,15023,141,14614,109,15129,119,14529,207,13310,148,12918,107,151
224600,"Residential",-118.27,34.02,3862,91387,15391,15925,370,15243,0,1629,14553,383,12573,1181,12960,1179,253
228210,"Business",-118.25,34.01,3404,7812,665,765,677,718,603,726,615,588,472,601,631,751,20
228210,"Residential",-118.25,34.01,3404,84694,14576,300,14617,225,15161,235,14532,313,12196,230,12104,205,434
228320,"Business",-118.26,34.01,3112,9454,749,345,1339,882,916,951,708,625,783,744,696,716,26
228410,"Business",-118.27,34.01,5280,22893,4900,1632,1706,1670,211,2328,1489,1610,1906,1728,1856,1857,72
228420,"Business",-118.27,34.01,2830,13426,1258,1173,960,1154,1153,1240,1231,1049,1133,1015,994,1066,27
228420,"Residential",-118.27,34.01,2830,72211,11633,0,12608,104,12385,12,12525,1,10767,87,12089,0,268
228500,"Residential",-118.27,34,4506,130354,22456,39,22471,4,21245,432,21651,116,19949,279,20777,935,538
228600,"Business",-118.26,34,4667,27443,2437,2440,2750,3006,2182,2592,2687,1901,1854,1787,1776,2031,80
228710,"Business",-118.25,34,4031,10893,864,918,926,1251,935,1008,827,907,791,792,806,868,26
228720,"Business",-118.25,34,4157,2913,230,263,210,252,199,254,236,252,265,256,222,274,25
228800,"Business",-118.24,34,5354,39974,2725,6526,4137,4018,2821,3319,2658,2693,2761,2665,2608,3043,93
228900,"Business",-118.24,33.99,3068,24619,1737,1864,1960,2494,2307,2510,1707,1972,1804,2107,2262,1895,123
229300,"Residential",-118.27,34,4961,131336,23118,303,23291,91,20258,104,22583,16,18802,97,22643,30,520
229410,"Business",-118.27,33.99,3274,23980,1791,1864,2026,1865,1810,2283,2149,2175,2051,2198,1857,1911,47
231100,"Residential",-118.28,34.01,1383,36014,3477,6206,4,6324,0,2644,3938,2383,2659,2308,3515,2556,65
231220,"Residential",-118.29,34.01,3518,108849,327,19934,299,19632,304,18422,246,16156,315,15788,291,17135,272
231300,"Residential",-118.3,34.01,4561,142489,190,26131,451,26032,91,24070,167,21254,159,21121,106,22717,743
231400,"Business",-118.31,34.01,4243,27752,2314,2271,2306,2415,2459,2434,2584,2327,2438,1865,2104,2235,42
231400,"Residential",-118.31,34.01,4243,129610,74,24431,54,22984,42,22368,47,19809,18,18875,20,20888,789
231500,"Residential",-118.31,34.01,4218,140235,587,26236,560,25424,489,22734,364,20638,406,18711,356,23730,1092
232200,"Residential",-118.3,34,3010,99539,236,17929,76,17657,59,18321,1199,14487,56,13909,56,15554,475
232700,"Business",-118.29,33.99,4614,154600,12765,12470,15895,15148,13015,11038,8763,12116,11510,12536,16183,13161,79
232700,"Residential",-118.29,33.99,4614,133336,311,22930,997,24214,481,21809,223,20817,312,20596,394,20252,681
232800,"Business",-118.28,33.99,4264,20855,1786,1732,1747,1795,1664,1945,1661,1810,1650,1765,1613,1687,74
234500,"Business",-118.32,34,5373,27838,2471,2295,2445,2364,2256,2393,2250,2501,1951,2384,2104,2424,112
234700,"Business",-118.33,33.99,3968,24187,1948,1960,1876,2075,2809,2133,1791,1823,2127,1814,1833,1998,104
234700,"Residential",-118.33,33.99,3968,124760,292,22074,254,21961,106,21082,544,19061,99,18187,298,20802,812
234900,"Residential",-118.33,33.98,7064,224727,2177,37524,2080,38667,1857,37337,1922,33881,1653,32269,1501,33859,619
235201,"Business",-118.32,33.97,2719,7511,708,569,1057,664,5,649,525,645,538,856,394,901,60
236100,"Business",-118.34,34.01,5172,64596,5563,5873,5695,5940,5204,5327,4624,4959,4559,5529,3863,7460,73
236100,"Residential",-118.34,34.01,5172,180953,1450,32072,1140,33116,1115,29798,1089,27622,794,23355,996,28406,521
236400,"Residential",-118.35,34.01,4193,188386,929,34604,958,34877,875,32457,955,26689,700,24218,877,30247,1044
237100,"Business",-118.29,33.99,6558,60921,4952,5400,3908,4286,4071,4494,5385,4977,4639,4630,4078,10101,131
237100,"Government",-118.29,33.99,6558,7854,373,384,780,955,932,780,487,680,525,598,705,655,16
237200,"Residential",-118.3,33.99,6071,185051,2644,31506,2664,31264,221,31154,158,28901,92,26965,185,29297,1244
237500,"Residential",-118.29,33.98,3673,99316,771,17795,926,18215,737,15489,786,15093,498,13285,399,15322,402
237710,"Business",-118.29,33.97,3883,21383,1959,1783,1812,1959,1768,1882,1666,1806,1686,1670,1681,1711,51
237800,"Business",-118.3,33.97,4217,21298,2106,1874,2251,1963,1696,1977,1508,1306,1430,1472,1758,1957,45
238200,"Residential",-118.3,33.96,5243,173831,31170,512,31643,512,30516,147,25453,100,23780,1433,28071,494,1240
238310,"Residential",-118.29,33.97,5281,151423,25490,236,27191,253,25957,198,23836,167,23769,214,23881,231,399
238400,"Residential",-118.31,33.96,4160,156373,29807,145,29522,198,12049,17945,9210,13002,20499,152,23740,104,1382
239200,"Residential",-118.27,33.99,6466,171489,28882,433,30496,910,28157,350,29338,286,24957,522,26918,240,887
239310,"Residential",-118.28,33.98,2629,57744,9688,21,10051,119,9219,58,9979,7,9569,4,9012,17,305
239320,"Residential",-118.27,33.98,2992,80041,12904,319,13951,67,12817,45,14546,23,13410,127,11828,4,444
239600,"Residential",-118.27,33.97,5167,144126,25097,627,25246,483,24070,528,23784,537,21470,439,21407,438,703
239800,"Residential",-118.26,33.96,7563,220217,36801,552,43354,418,36065,315,36418,379,30915,374,34404,222,1235
240010,"Business",-118.26,33.96,3536,16017,1223,1208,1236,1306,1429,1403,1400,1514,1203,1324,1252,1519,83
240020,"Business",-118.26,33.95,4262,11237,1014,1547,1001,1080,975,1040,951,1054,868,952,363,392,41
240200,"Residential",-118.28,33.96,5488,165769,30753,509,28544,414,27990,336,25304,225,25194,304,25746,450,923
240300,"Residential",-118.29,33.95,5945,177857,30158,483,29036,608,28600,666,27002,200,32560,253,28070,221,764
240700,"Residential",-118.26,33.95,5240,177006,30610,352,30818,289,28793,246,29183,380,25994,212,29881,248,1258
240900,"Business",-118.26,33.93,4678,21847,1625,2952,2445,2060,1641,1345,1147,1099,1258,1787,1885,2603,72
240900,"Residential",-118.26,33.93,4678,155359,27180,266,28515,344,26501,144,24874,115,22407,210,24587,216,934
241000,"Government",-118.26,33.93,5900,2691,211,177,258,192,202,107,446,189,123,102,190,494,15
241120,"Business",-118.28,33.93,5656,27878,2350,2154,2014,2461,2155,2596,2521,2606,2269,2266,2257,2229,73
242000,"Business",-118.25,33.94,3194,5234,575,509,525,465,1077,328,308,253,237,254,420,283,21
242100,"Residential",-118.23,33.95,2649,54636,12403,0,10383,31,8600,0,8688,0,7733,0,6798,0,23
261101,"Residential",-118.39,34.11,3823,655034,40707,96278,44701,93962,40615,73671,27665,48916,26239,53539,33928,74813,1906
261102,"Residential",-118.43,34.11,4217,979642,3645,204419,3736,196122,918,159799,1225,114756,670,123418,517,170417,1928
262100,"Residential",-118.45,34.1,3530,1011088,2106,219578,1990,215871,1322,163142,1250,101473,858,125367,1212,176919,1600
262303,"Residential",-118.49,34.07,3145,493836,1910,102326,2027,98498,2253,77337,1258,48077,1101,64931,1367,92751,1343
262500,"Government",-118.52,34.05,3523,28358,783,653,686,361,343,211,108,15,23285,97,203,1613,15
262601,"Residential",-118.56,34.08,3274,313272,730,63441,355,64423,122,51591,70,175,31045,41907,271,59142,787
262602,"Business",-118.55,34.05,6580,36893,4018,3638,4017,3400,469,3610,286,1406,4742,4918,3179,3210,38
262701,"Business",-118.54,34.04,3404,19540,2065,1953,1795,1794,0,1710,1330,1078,1065,3015,0,3735,22
262701,"Residential",-118.54,34.04,3404,211603,2594,37562,1864,38981,64,2183,30933,3455,23456,29831,33,40647,938
264301,"Residential",-118.46,34.05,4586,175242,27708,2524,25451,2855,26809,3145,28946,2528,24776,2452,25575,2473,344
265100,"Residential",-118.43,34.07,2557,387415,4909,73119,3024,74940,8659,56201,3851,38217,2684,46308,4541,70962,627
265304,"Residential",-118.45,34.07,3932,72230,1332,9435,1055,9155,1548,9461,1175,16425,1283,9357,1228,10776,93
265410,"Residential",-118.46,34.07,1334,102378,18829,270,19635,148,19061,105,16222,64,11853,26,16071,94,496
265510,"Residential",-118.44,34.06,3896,139823,6966,16533,7837,16145,5612,15565,5313,19660,6535,15450,6538,17669,217
265520,"Residential",-118.44,34.05,4243,165853,2721,27182,2455,27778,2457,25879,1849,24223,1690,23320,1869,24430,452
267401,"Business",-118.46,34.05,5581,32471,2202,1880,1737,1910,6495,3057,2357,2480,2285,2668,2719,2681,37
267501,"Residential",-118.46,34.04,5307,170402,29025,193,27571,198,29646,198,29666,178,26344,244,26869,270,389
267900,"Business",-118.42,34.05,5384,136871,13136,12581,13970,11442,13422,10544,9318,8900,8013,14510,10416,10619,95
269000,"Business",-118.4,34.04,4785,96735,11224,6420,15196,8635,5610,5257,3618,3249,3532,6832,11434,15728,37
269100,"Residential",-118.39,34.05,4620,234139,1577,38599,1498,46169,1317,39332,1264,32635,1386,31147,1181,38034,966
269300,"Business",-118.41,34.04,4080,13667,1287,1031,1184,1038,1179,1315,1182,1094,1066,1000,1086,1205,61
269600,"Residential",-118.38,34.04,6761,207892,125,36638,158,38016,142,35708,142,32976,266,29502,66,34153,596
269700,"Business",-118.39,34.04,4216,17883,1697,1609,1795,1636,1669,1394,1350,1257,1183,1323,1464,1506,84
269800,"Business",-118.4,34.03,3365,2159,138,136,160,157,261,177,120,253,158,207,170,222,15
269800,"Residential",-118.4,34.03,3365,128414,896,23085,775,22384,793,21930,609,19149,710,17419,677,19987,475
269902,"Business",-118.41,34.02,7251,28554,2850,2428,2569,2519,2607,2387,2105,2163,1651,1645,2314,3316,116
270100,"Residential",-118.4,34.03,4619,155322,2677,24367,2151,24919,2259,24231,1707,22108,1513,20467,1633,27290,270
270200,"Business",-118.38,34.03,2850,29216,2789,2508,2642,2335,2269,2274,1377,2566,3854,2474,2422,1706,118
270200,"Residential",-118.38,34.03,2850,79774,190,15058,19,14663,3,13282,0,12402,151,11189,32,12785,453
271300,"Business",-118.45,34.03,3004,17147,1370,1446,1473,1295,1361,1474,1468,1361,1299,1565,1491,1544,58
271701,"Residential",-118.42,34.03,5194,197753,35616,858,39398,1018,55,33355,909,27300,869,25514,827,32034,808
271802,"Business",-118.41,34.02,5972,23139,3663,1790,2530,2298,0,1994,2013,1739,1802,1727,1859,1724,63
272100,"Business",-118.44,34,4300,5393,556,561,490,499,740,379,360,357,339,366,375,371,40
272301,"Business",-118.42,34,3283,9907,854,910,797,915,64,853,790,729,726,1617,63,1589,21
272302,"Residential",-118.43,34,4422,129161,21241,1419,21919,1425,222,21450,1317,19616,953,18861,0,20738,354
273300,"Residential",-118.47,34,4173,131540,19220,3499,19547,3790,19166,3835,18155,1205,18986,3452,17145,3540,738
273500,"Business",-118.47,33.99,3041,31199,2527,3028,2638,3449,2505,2074,2317,2058,2607,2760,2501,2735,148
273500,"Government",-118.47,33.99,3041,14418,1450,1958,1665,1438,1167,964,1033,411,476,1351,1125,1380,17
273500,"Residential",-118.47,33.99,3041,99804,18123,1078,15405,976,15917,863,15341,700,15209,860,14394,938,699
273600,"Residential",-118.46,33.99,2469,95612,17525,82,17519,138,16474,82,14867,5,13319,66,15433,102,860
273700,"Residential",-118.45,34,2847,116003,21640,150,22616,131,19616,104,18132,96,15127,129,18083,179,834
273800,"Business",-118.45,33.99,3149,14961,1398,1263,1337,1406,1162,1141,1220,1039,1116,1268,1291,1320,75
273800,"Residential",-118.45,33.99,3149,124137,22548,545,21654,682,20982,502,18926,486,18069,475,18753,515,724
273900,"Business",-118.46,33.98,4152,21637,2164,1826,1891,1703,2023,1915,1722,1514,1395,1630,2186,1668,48
274100,"Residential",-118.45,33.99,2388,161397,17816,3617,18858,4238,17520,4110,28019,3753,16782,6353,32827,7504,549
275100,"Residential",-118.41,34,5895,182968,30883,719,37783,702,74,30047,16,24720,28652,810,27742,820,841
275200,"Residential",-118.42,34,4279,130640,21136,385,25825,493,77,22481,163,20325,11206,8275,11305,8969,478
275520,"Residential",-118.41,33.99,2711,59553,11445,0,11866,0,0,10219,0,9058,8277,0,8688,0,80
275601,"Residential",-118.41,33.99,3420,102986,17671,1178,17936,1412,3794,14028,3228,11375,14372,1195,15502,1295,761
276100,"Residential",-118.37,33.98,4461,213711,21021,9332,30244,12131,23323,18077,24808,8444,18804,8585,27368,11574,572
276400,"Business",-118.41,33.97,3918,68955,410,348,302,382,219,21360,8233,0,8943,8480,9505,10773,19
276602,"Government",-118.43,33.96,8091,21787,1991,2059,1895,4395,2055,1376,980,1059,719,1069,1616,2573,18
276602,"Residential",-118.43,33.96,8091,309325,36436,9203,36992,11366,37950,9118,43835,9478,41456,16382,44620,12489,607
277000,"Residential",-118.4,33.97,5459,292929,58571,489,60115,487,53269,416,38300,143,33959,352,46339,489,1931
277200,"Residential",-118.38,33.95,3743,89426,15005,1528,14133,2092,13039,3828,11705,1274,10815,2549,11606,1852,222
278000,"Residential",-118.4,33.96,2430,102540,20159,49,19205,25,17906,4,15439,4,13063,30,16582,74,702
278100,"Government",-118.45,33.96,2859,14072,1655,1504,1516,1145,1127,873,701,679,775,1122,1345,1630,20
278100,"Residential",-118.45,33.96,2859,141068,25438,1579,23950,1719,22358,1547,21381,1353,17286,1651,20943,1863,837
291110,"Residential",-118.29,33.92,3133,117110,20692,574,21080,699,19637,379,17870,475,16603,1018,17579,504,436
291120,"Business",-118.29,33.91,2282,32936,2231,2363,2384,3061,2920,2298,2083,2531,2743,3111,3776,3435,45
291130,"Residential",-118.29,33.9,3507,117340,22832,604,22877,522,18885,604,17106,5,15370,584,17450,501,817
291210,"Residential",-118.29,33.89,4961,132917,24112,496,25112,398,23201,365,20757,281,17388,267,20178,362,739
292000,"Business",-118.31,33.84,6621,189893,15440,16629,14567,13618,33,14127,30401,10044,9447,34005,75,31507,164
292000,"Residential",-118.31,33.84,6621,220567,8964,38527,2897,34027,2958,37,37920,365,30291,26727,7673,30181,910
