"caseid","age","gender","fulltime_emp","phys_challenge","sleep","homework","socializing"
"20160111151601",61,"Male","No answer","Has difficulty",420,0,495
"20161009160638",46,"Male","No answer","No difficulty",570,0,390
"20161009161970",30,"Female","Part time","No difficulty",405,0,499
"20160504161631",71,"Female","No answer","No difficulty",295,0,375
"20161211161085",85,"Male","No answer","No difficulty",765,0,485
"20160302162301",18,"Male","No answer","No difficulty",720,0,395
"20161009162163",52,"Female","Full time","No difficulty",717,0,499
"20161211161953",27,"Female","Part time","No difficulty",660,0,643
"20160505161277",43,"Female","Part time","No difficulty",480,0,530
"20160908160672",23,"Female","Full time","No difficulty",750,0,445
"20161010161149",74,"Female","No answer","No difficulty",528,0,462
"20160201161443",30,"Female","No answer","No difficulty",870,0,252
"20160707161213",21,"Female","Part time","No difficulty",420,0,160
"20160202160799",34,"Female","No answer","No difficulty",580,0,240
"20161210160702",50,"Female","Part time","No difficulty",565,0,167
"20161110162092",34,"Female","Part time","No difficulty",488,0,165
"20161211162407",61,"Male","Full time","No difficulty",495,0,279
"20161110160754",25,"Male","Full time","No difficulty",330,0,384
"20161210161902",80,"Female","No answer","Has difficulty",300,0,1020
"20160301162234",60,"Female","No answer","No difficulty",450,0,383
"20160201161693",51,"Male","Full time","No difficulty",510,0,403
"20160201161097",78,"Male","No answer","No difficulty",540,0,359
"20160301161325",16,"Female","No answer","Has difficulty",690,60,300
"20160111151181",16,"Female","Part time","No difficulty",410,110,70
"20160908161109",71,"Male","Full time","No difficulty",465,0,300
"20160908161485",62,"Male","Full time","No difficulty",590,0,435
"20160605162007",61,"Female","No answer","No difficulty",510,0,553
"20160202162057",76,"Female","No answer","Has difficulty",640,0,305
"20160302162354",34,"Male","Full time","No difficulty",515,0,150
"20161110161834",60,"Female","Full time","No difficulty",300,0,180
"20161009161194",69,"Female","No answer","Has difficulty",525,0,857
"20161211162058",26,"Male","Full time","No difficulty",540,0,120
"20160403160893",30,"Female","No answer","No difficulty",481,0,82
"20160112151558",43,"Female","Full time","No difficulty",780,0,180
"20160403162509",37,"Female","No answer","No difficulty",600,0,125
"20160112152128",15,"Male","No answer","No difficulty",915,0,435
"20160907161664",34,"Male","Full time","No difficulty",415,0,594
"20160705161533",51,"Female","No answer","Has difficulty",665,0,300
"20160807161987",78,"Female","No answer","Has difficulty",460,0,570
"20160112152023",43,"Female","Full time","No difficulty",435,0,289
"20160111151131",44,"Female","Full time","No difficulty",510,0,435
"20160302161357",39,"Female","Full time","No difficulty",500,0,0
"20160404161110",45,"Male","Full time","No difficulty",400,0,165
"20160604162139",41,"Male","Full time","No difficulty",335,0,85
"20160504161971",65,"Female","Part time","No difficulty",490,0,165
"20160302161850",70,"Male","No answer","No difficulty",525,0,570
"20161109161407",56,"Female","Full time","No difficulty",450,0,53
"20160202160857",33,"Male","Full time","No difficulty",405,0,219
"20160807161065",38,"Female","Full time","No difficulty",360,0,245
"20160504161048",60,"Male","Full time","No difficulty",448,0,306
"20160201161434",47,"Male","Full time","No difficulty",478,0,165
"20160112152198",60,"Female","Part time","No difficulty",570,0,55
"20160302161758",39,"Male","Full time","No difficulty",540,0,105
"20160302161346",49,"Female","Full time","No difficulty",390,0,180
"20160504160142",44,"Male","No answer","Has difficulty",620,0,500
"20160403160919",39,"Male","Full time","No difficulty",540,0,209
"20160504162461",61,"Male","Full time","No difficulty",450,0,258
"20160807161678",29,"Female","Part time","No difficulty",380,0,840
"20161212161694",62,"Female","No answer","Has difficulty",540,0,280
"20160706161133",64,"Female","No answer","No difficulty",350,0,415
"20160504161179",60,"Female","No answer","No difficulty",540,0,395
"20160908162373",56,"Male","Full time","No difficulty",230,0,60
"20160201161034",49,"Male","Full time","No difficulty",285,60,30
"20160605160664",57,"Female","Full time","No difficulty",570,0,570
"20161211160614",79,"Female","No answer","Has difficulty",480,0,330
"20160908161940",20,"Female","Part time","No difficulty",495,0,0
"20160605160678",57,"Male","Full time","No difficulty",398,0,268
"20160112150011",34,"Male","Full time","No difficulty",445,0,245
"20161009161876",74,"Female","Part time","No difficulty",555,0,570
"20160402161365",22,"Male","Part time","No difficulty",480,0,150
"20161211161046",64,"Female","No answer","No difficulty",420,0,430
"20160605161719",47,"Female","Full time","No difficulty",500,0,420
"20160403162495",47,"Male","Full time","No difficulty",345,0,125
"20160212151034",70,"Male","No answer","No difficulty",615,0,413
"20161009160700",22,"Male","Full time","Has difficulty",900,0,220
"20160908162472",65,"Male","No answer","Has difficulty",500,0,840
"20161009162174",45,"Female","Full time","No difficulty",750,0,150
"20161110160726",33,"Male","Full time","No difficulty",600,0,145
"20160505161201",68,"Female","No answer","No difficulty",631,0,150
"20160707162042",64,"Male","No answer","No difficulty",585,0,75
"20160302161345",49,"Female","Part time","No difficulty",720,0,130
"20161211160523",61,"Female","Part time","No difficulty",480,0,270
"20160112151587",43,"Female","No answer","No difficulty",642,0,280
"20160504162188",62,"Female","Full time","No difficulty",480,0,60
"20160706162318",27,"Female","Part time","No difficulty",780,0,284
"20160302162388",80,"Female","Part time","No difficulty",705,0,460
"20160908161716",30,"Female","Full time","No difficulty",660,0,330
"20161009160505",17,"Male","No answer","Has difficulty",510,13,345
"20161211162084",42,"Male","Full time","No difficulty",505,0,30
"20160112151756",35,"Female","Full time","No difficulty",743,0,180
"20160112150949",60,"Female","No answer","No difficulty",540,0,430
"20160605162013",75,"Male","No answer","No difficulty",606,0,255
"20161009162401",31,"Male","Full time","No difficulty",570,0,250
"20160303160655",85,"Female","No answer","Has difficulty",615,0,570
"20161009160617",62,"Female","Full time","No difficulty",390,0,90
"20160908161827",64,"Female","Part time","No difficulty",610,0,355
"20160808160554",80,"Female","No answer","No difficulty",580,0,490
"20161110160515",60,"Male","Full time","No difficulty",630,0,155
"20160908161450",32,"Male","Full time","No difficulty",780,0,360
"20160201162001",72,"Male","No answer","No difficulty",540,0,422
"20160706162076",45,"Male","Full time","No difficulty",380,0,280
"20160112152493",34,"Female","Full time","No difficulty",270,0,150
"20160704161624",49,"Female","Full time","No difficulty",310,0,85
"20160302162493",57,"Female","Full time","No difficulty",360,0,496
"20160112152052",37,"Male","Full time","No difficulty",650,0,150
"20160604161219",32,"Male","Full time","No difficulty",240,0,30
"20160707161163",74,"Female","No answer","No difficulty",480,0,125
"20160112150570",22,"Female","No answer","No difficulty",670,0,30
"20161211162315",55,"Male","Full time","No difficulty",265,0,140
"20160112150685",76,"Female","No answer","Has difficulty",450,0,250
"20161211162077",65,"Male","No answer","Has difficulty",540,0,732
"20160505161064",53,"Male","Full time","No difficulty",325,0,135
"20160806161650",50,"Male","Full time","No difficulty",470,0,100
"20160504160761",17,"Male","Part time","No difficulty",427,0,65
"20161109161980",51,"Female","Full time","No difficulty",470,0,10
"20160908162121",15,"Female","No answer","No difficulty",390,30,330
"20161008161432",24,"Female","Full time","No difficulty",488,0,45
"20160403161791",49,"Female","No answer","Has difficulty",420,0,400
"20160202161325",33,"Female","No answer","Has difficulty",820,0,400
"20160504161720",59,"Male","Full time","No difficulty",540,0,210
"20160605160734",61,"Female","Full time","No difficulty",550,0,560
"20161211160527",67,"Female","No answer","No difficulty",619,0,523
"20160505161665",69,"Male","Part time","No difficulty",540,0,575
"20160202161201",42,"Male","Full time","No difficulty",540,0,740
"20160807162121",26,"Female","No answer","No difficulty",670,0,180
"20160605161058",80,"Female","No answer","No difficulty",450,30,366
"20160503161790",16,"Male","Part time","No difficulty",748,0,60
"20160403160512",57,"Male","Full time","No difficulty",510,0,265
"20161009160756",36,"Female","Part time","No difficulty",545,0,90
"20161009160555",60,"Female","Part time","No difficulty",465,0,110
"20160212152047",57,"Female","No answer","No difficulty",480,0,330
"20160402161257",42,"Male","Full time","Has difficulty",539,0,446
"20161109160695",22,"Female","Part time","No difficulty",714,150,315
"20161009160735",56,"Female","Full time","No difficulty",585,0,398
"20160201161050",30,"Male","Full time","No difficulty",660,0,423
"20161009162194",32,"Male","Part time","No difficulty",240,980,125
"20160101160769",50,"Female","Full time","No difficulty",645,0,385
"20160806161574",45,"Female","Full time","No difficulty",500,0,157
"20160504161622",52,"Male","Full time","No difficulty",412,0,0
"20160808160657",80,"Male","No answer","No difficulty",555,0,180
"20160908161584",85,"Female","No answer","Has difficulty",590,0,295
"20161109161090",48,"Male","Full time","No difficulty",450,0,130
"20160403160918",56,"Male","No answer","No difficulty",510,0,195
"20160503161339",45,"Female","Full time","No difficulty",570,0,352
"20160112150804",51,"Male","Full time","No difficulty",285,0,150
"20160806161962",52,"Male","Full time","No difficulty",383,0,330
"20160504161038",71,"Male","No answer","No difficulty",533,0,510
"20160505160880",72,"Female","No answer","No difficulty",495,0,160
"20160302161882",63,"Female","No answer","No difficulty",600,0,465
"20160201161745",33,"Female","No answer","No difficulty",510,0,190
"20161211162243",49,"Male","Full time","No difficulty",330,0,422
"20160504160797",20,"Male","No answer","No difficulty",715,0,200
"20161211161365",25,"Female","No answer","No difficulty",470,0,360
"20160705162382",35,"Male","Full time","No difficulty",446,0,15
"20160907160682",67,"Female","No answer","No difficulty",600,0,600
"20161211161169",44,"Female","Full time","No difficulty",490,0,60
"20160403160968",57,"Male","Full time","No difficulty",676,0,145
"20160403161059",52,"Male","Full time","No difficulty",450,0,125
"20160908161675",36,"Male","Full time","No difficulty",520,0,458
"20160302161895",48,"Male","Full time","No difficulty",360,0,60
"20160706161489",62,"Female","No answer","No difficulty",570,0,315
"20160503161918",60,"Female","Part time","No difficulty",360,0,394
"20161009161545",67,"Female","Part time","No difficulty",550,0,210
"20161008161870",24,"Male","Full time","No difficulty",660,0,180
"20160403160601",32,"Female","Full time","No difficulty",508,0,526
"20160303161325",18,"Female","Part time","No difficulty",345,410,30
"20161110161361",46,"Male","Full time","No difficulty",555,0,205
"20160808162306",20,"Male","No answer","No difficulty",675,0,480
"20161211160766",71,"Female","No answer","No difficulty",615,0,215
"20161010161476",75,"Female","No answer","No difficulty",345,0,766
"20160706160560",41,"Male","Full time","No difficulty",685,0,30
"20160806160081",61,"Female","No answer","No difficulty",510,0,143
"20160908162102",33,"Female","No answer","Has difficulty",445,0,75
"20161008162320",42,"Male","Full time","No difficulty",480,0,90
"20160706161228",36,"Female","No answer","No difficulty",565,0,185
"20160706162245",78,"Female","No answer","No difficulty",510,0,230
"20160112151568",42,"Female","Full time","No difficulty",600,0,445
"20160505162407",65,"Female","Part time","No difficulty",480,0,360
"20160908160740",85,"Female","No answer","Has difficulty",844,0,339
"20160201161910",49,"Female","No answer","No difficulty",540,0,60
"20160604162255",56,"Female","Full time","No difficulty",475,0,210
"20161110161725",20,"Male","No answer","No difficulty",540,0,310
"20160202161841",74,"Female","No answer","No difficulty",540,0,351
"20160211151633",59,"Male","No answer","Has difficulty",648,0,730
"20160302161396",29,"Female","Full time","No difficulty",480,0,10
"20160302161022",80,"Female","No answer","No difficulty",730,0,385
"20161111160683",79,"Female","No answer","Has difficulty",625,0,577
"20161009161871",58,"Male","Full time","No difficulty",420,0,278
"20160403161588",42,"Female","Full time","No difficulty",480,0,118
"20160908160768",27,"Female","No answer","No difficulty",570,0,455
"20161110161240",60,"Female","Full time","No difficulty",625,0,100
"20161110161161",52,"Male","Full time","No difficulty",540,0,255
"20160908162301",80,"Male","Full time","No difficulty",610,0,145
"20160504161410",69,"Female","No answer","No difficulty",480,0,115
"20160302162316",39,"Female","Full time","Has difficulty",420,0,130
"20160403160004",52,"Female","No answer","No difficulty",540,0,35
"20161010162266",40,"Male","Full time","No difficulty",420,0,330
"20160807160724",47,"Male","Full time","No difficulty",330,0,230
"20160908160777",58,"Male","Full time","No difficulty",525,0,134
"20160201162313",41,"Male","Full time","No difficulty",415,0,60
"20160302160586",36,"Male","Full time","No difficulty",510,0,95
"20160402162238",45,"Male","Full time","No difficulty",465,0,210
"20160302160128",58,"Female","Full time","No difficulty",450,0,255
"20160202161445",66,"Male","No answer","No difficulty",600,0,675
"20160202160702",48,"Female","Full time","No difficulty",420,120,100
"20161211161310",64,"Male","Full time","No difficulty",595,0,305
"20160111152248",17,"Female","Part time","No difficulty",480,0,390
"20160301162470",44,"Male","Full time","No difficulty",465,0,300
"20160706160800",54,"Female","Full time","No difficulty",645,0,120
"20160504161302",62,"Male","No answer","No difficulty",600,0,720
"20160503161431",52,"Male","Full time","No difficulty",685,0,90
"20161009161088",72,"Female","Part time","No difficulty",420,0,90
"20160604161954",45,"Female","No answer","No difficulty",373,0,297
"20161110161048",74,"Female","No answer","Has difficulty",315,0,675
"20160503162249",54,"Male","No answer","Has difficulty",753,0,349
"20161212162426",28,"Male","Full time","No difficulty",402,0,20
"20160201161994",30,"Female","Full time","Has difficulty",850,0,120
"20161008161268",63,"Female","Part time","No difficulty",450,0,395
"20160908161831",85,"Female","No answer","No difficulty",550,0,225
"20160807162498",37,"Female","Part time","No difficulty",460,0,0
"20160504161227",59,"Male","Full time","No difficulty",450,0,15
"20160808160557",26,"Female","Part time","No difficulty",512,0,43
"20160504162434",48,"Male","Full time","No difficulty",421,0,0
"20160303162032",77,"Female","Part time","Has difficulty",415,0,150
"20160404161334",66,"Female","No answer","No difficulty",530,0,240
"20160302161059",39,"Female","Full time","No difficulty",570,0,570
"20160806162191",59,"Female","No answer","No difficulty",540,0,390
"20160606162101",28,"Female","Part time","No difficulty",540,0,100
"20160302162091",68,"Female","No answer","No difficulty",480,0,270
"20160301161197",22,"Female","No answer","No difficulty",330,570,0
"20160212150511",69,"Female","No answer","Has difficulty",545,0,725
"20160503160552",34,"Male","Full time","No difficulty",524,0,210
"20160201161763",77,"Male","Part time","Has difficulty",480,0,319
"20160112150113",59,"Female","Full time","No difficulty",255,0,180
"20160707162044",63,"Female","No answer","No difficulty",430,0,570
"20160302160694",19,"Female","Part time","No difficulty",480,0,455
"20161212160523",67,"Male","No answer","No difficulty",290,0,660
"20161009161221",17,"Male","No answer","Has difficulty",720,0,400
"20160212151921",47,"Male","Full time","No difficulty",480,0,495
"20160101161086",26,"Female","No answer","No difficulty",525,0,225
"20160201162050",19,"Male","Full time","No difficulty",695,0,90
"20160605161637",65,"Male","Part time","No difficulty",405,0,0
"20160808160972",80,"Female","No answer","No difficulty",450,0,158
"20160807161119",71,"Male","Full time","No difficulty",600,0,555
"20160112151135",61,"Female","No answer","No difficulty",459,0,412
"20160403162241",77,"Female","No answer","No difficulty",536,0,645
"20160101161141",68,"Male","No answer","Has difficulty",358,0,570
"20160112151502",47,"Male","No answer","Has difficulty",509,0,862
"20160605162476",52,"Male","Full time","No difficulty",475,0,495
"20160201161493",78,"Male","No answer","No difficulty",850,0,360
"20160605162377",40,"Male","Full time","No difficulty",410,0,245
"20160302162248",69,"Female","No answer","No difficulty",510,0,570
"20160807161400",37,"Female","Full time","No difficulty",362,0,122
"20160908160592",25,"Male","Full time","No difficulty",570,0,478
"20160604161014",69,"Female","No answer","Has difficulty",570,0,799
"20160807161309",66,"Male","No answer","No difficulty",600,0,350
"20160908161600",36,"Female","No answer","No difficulty",565,0,210
"20160706161330",36,"Male","Part time","No difficulty",580,0,225
"20160112151892",28,"Female","Full time","No difficulty",380,0,210
"20161008160787",61,"Male","Full time","No difficulty",390,0,130
"20161211162089",41,"Female","Full time","No difficulty",520,0,550
"20160302161144",58,"Male","No answer","Has difficulty",360,0,815
"20161211162260",37,"Male","No answer","No difficulty",533,0,420
"20160605162482",36,"Male","Full time","No difficulty",390,0,95
"20160707160931",40,"Female","Part time","No difficulty",360,0,60
"20160112152266",61,"Male","Full time","No difficulty",285,0,150
"20160908160591",46,"Male","Full time","No difficulty",800,0,120
"20160806161636",56,"Male","Full time","No difficulty",390,0,135
"20160706161146",48,"Male","Full time","No difficulty",540,0,627
"20160403160922",30,"Female","Part time","No difficulty",510,0,210
"20160111150625",80,"Male","Full time","No difficulty",627,0,465
"20160111151865",64,"Female","Full time","No difficulty",510,0,750
"20160403161766",73,"Female","Part time","No difficulty",560,0,130
"20161009162189",67,"Female","No answer","No difficulty",600,0,150
"20160404160145",19,"Female","No answer","No difficulty",358,150,110
"20160403160834",29,"Female","No answer","No difficulty",660,150,206
"20160403162212",52,"Female","Full time","No difficulty",390,0,246
"20160202161603",70,"Female","No answer","No difficulty",608,0,345
"20160807160022",25,"Female","Full time","No difficulty",463,0,0
"20160301160785",56,"Male","Full time","No difficulty",360,0,245
"20160806160614",33,"Female","Part time","No difficulty",550,0,118
"20160504160995",26,"Female","Full time","No difficulty",315,0,0
"20160605161662",29,"Male","Full time","No difficulty",450,0,354
"20160807162491",77,"Male","No answer","No difficulty",375,0,457
"20161212161693",22,"Male","No answer","No difficulty",420,0,683
"20160908162476",67,"Female","No answer","Has difficulty",450,0,430
"20160605161238",62,"Female","Full time","No difficulty",360,0,362
"20160403161119",39,"Female","Part time","No difficulty",537,0,31
"20160202162140",31,"Female","Full time","No difficulty",418,0,90
"20160112150573",44,"Male","Full time","No difficulty",720,0,165
"20160112150653",44,"Female","Full time","No difficulty",450,0,173
"20160605161917",66,"Female","Part time","No difficulty",510,0,366
"20160201162060",54,"Female","Full time","No difficulty",440,0,45
"20161109161655",17,"Female","No answer","No difficulty",643,90,471
"20160605162378",36,"Male","Part time","No difficulty",660,0,275
"20160807160729",38,"Female","Part time","No difficulty",628,0,175
"20160706161949",47,"Female","Full time","No difficulty",412,0,330
"20160201161835",26,"Female","Full time","No difficulty",450,0,120
"20160112152339",55,"Male","No answer","Has difficulty",720,0,685
"20160605161766",60,"Male","No answer","Has difficulty",660,0,569
"20160403160976",47,"Female","Full time","No difficulty",723,0,0
"20160111152007",68,"Male","No answer","No difficulty",450,0,475
"20160101161762",29,"Female","Full time","No difficulty",540,0,135
"20160606160075",32,"Male","Part time","No difficulty",900,0,320
"20160404161805",74,"Male","No answer","No difficulty",726,0,225
"20160302162363",67,"Female","No answer","No difficulty",630,0,490
"20161110161526",24,"Male","Full time","No difficulty",435,0,161
"20160403161206",72,"Male","No answer","No difficulty",590,0,606
"20161211161635",59,"Female","No answer","No difficulty",600,0,384
"20160505162105",70,"Female","No answer","No difficulty",540,0,150
"20161210162472",60,"Male","Full time","No difficulty",515,0,120
"20160707160769",48,"Female","Full time","No difficulty",568,0,215
"20160807160965",66,"Female","No answer","No difficulty",570,0,180
"20160111151471",15,"Female","No answer","No difficulty",1010,0,120
"20160605161082",49,"Female","No answer","No difficulty",510,0,315
"20160807161224",78,"Female","No answer","No difficulty",480,0,868
"20160302161806",27,"Female","Full time","No difficulty",520,0,210
"20160908160896",69,"Male","No answer","No difficulty",600,0,390
"20160302160522",51,"Female","Full time","No difficulty",570,0,395
"20160112151428",50,"Male","Full time","No difficulty",520,420,18
"20161211160535",50,"Male","No answer","No difficulty",540,0,375
"20161009161910",61,"Male","Full time","No difficulty",660,0,545
"20160403162220",43,"Female","Full time","No difficulty",560,0,240
"20161210161596",52,"Female","Part time","No difficulty",390,0,270
"20160706161014",46,"Female","Part time","No difficulty",545,0,360
"20160201161250",42,"Male","Full time","No difficulty",540,0,370
"20160101161276",67,"Female","No answer","No difficulty",515,0,430
"20160403160699",71,"Female","No answer","Has difficulty",630,0,380
"20161010160095",45,"Male","Full time","No difficulty",430,0,150
"20160807160088",80,"Female","No answer","No difficulty",600,0,470
"20160808161235",85,"Male","No answer","Has difficulty",720,0,165
"20160908161281",74,"Female","No answer","Has difficulty",390,0,870
"20160403161475",38,"Female","No answer","No difficulty",355,0,135
"20160605161625",77,"Female","No answer","No difficulty",480,0,450
"20161010160551",34,"Male","Full time","No difficulty",450,0,183
"20161110161703",66,"Female","No answer","No difficulty",420,0,355
"20161008162329",39,"Male","Full time","No difficulty",540,0,395
"20160504161924",64,"Female","Full time","No difficulty",440,0,215
"20160201161659",17,"Male","Part time","No difficulty",555,150,40
"20160605161086",19,"Male","Part time","No difficulty",370,150,0
"20161010160968",62,"Male","Full time","No difficulty",420,0,150
"20160605162084",39,"Male","Full time","No difficulty",510,0,90
"20160806162212",42,"Female","No answer","No difficulty",515,0,60
"20160605162219",78,"Female","No answer","Has difficulty",480,0,720
"20160112150552",36,"Female","Full time","No difficulty",417,0,190
"20160201160526",54,"Male","Full time","No difficulty",450,0,65
"20160201162246",17,"Male","No answer","No difficulty",645,60,330
"20161110162028",26,"Male","Full time","No difficulty",420,0,123
"20160201161486",62,"Female","Full time","No difficulty",480,0,204
"20160112152410",33,"Female","Full time","No difficulty",390,0,15
"20160201160123",38,"Male","Full time","No difficulty",538,0,35
"20160706161121",67,"Female","No answer","No difficulty",480,0,595
"20160807161741",50,"Female","No answer","No difficulty",598,0,302
"20160808161232",85,"Female","No answer","Has difficulty",530,0,413
"20160606162506",35,"Male","Full time","No difficulty",450,0,180
"20160504161584",40,"Female","Full time","No difficulty",355,0,300
"20160112151119",80,"Female","No answer","Has difficulty",510,0,415
"20160112152262",31,"Female","Full time","No difficulty",420,0,210
"20160112152011",85,"Male","No answer","Has difficulty",645,0,570
"20160201160712",60,"Male","No answer","No difficulty",415,0,960
"20160404161915",43,"Female","Part time","No difficulty",450,0,570
"20160907160023",53,"Male","Full time","No difficulty",720,0,260
"20160907161538",69,"Male","No answer","No difficulty",330,0,180
"20160504161807",80,"Male","No answer","Has difficulty",659,0,581
"20161210162466",35,"Female","Full time","No difficulty",465,0,92
"20160807161901",41,"Male","Full time","No difficulty",495,0,115
"20160302161712",75,"Female","No answer","No difficulty",680,0,155
"20160402162397",31,"Female","No answer","No difficulty",450,0,0
"20160808161004",80,"Female","No answer","Has difficulty",510,0,825
"20160707162437",43,"Female","Full time","No difficulty",563,0,130
"20160101161158",80,"Male","No answer","No difficulty",595,0,430
"20160605160657",20,"Male","Part time","No difficulty",434,0,395
"20160706162044",35,"Female","Part time","No difficulty",450,0,55
"20161009161867",58,"Female","No answer","No difficulty",480,0,180
"20160202161010",48,"Female","Full time","No difficulty",460,0,210
"20160404161355",39,"Male","Full time","No difficulty",210,0,415
"20161010160858",51,"Male","Full time","No difficulty",625,0,0
"20160504162055",50,"Female","Full time","No difficulty",300,0,217
"20160302160040",74,"Male","Part time","No difficulty",525,0,460
"20160808162021",80,"Male","No answer","No difficulty",420,0,790
"20160504162503",43,"Female","No answer","No difficulty",540,120,0
"20160808162432",63,"Male","Full time","No difficulty",720,0,280
"20160909161228",73,"Male","Full time","No difficulty",630,0,215
"20160908160056",80,"Male","No answer","Has difficulty",660,0,600
"20160201161236",85,"Female","No answer","Has difficulty",580,0,207
"20160605162543",31,"Female","Full time","No difficulty",720,0,540
"20160705161298",29,"Female","Part time","No difficulty",630,0,385
"20160403162469",54,"Female","No answer","No difficulty",730,0,247
"20161110160821",76,"Male","No answer","Has difficulty",480,0,565
"20160201161406",32,"Male","Full time","No difficulty",540,0,270
"20160112152105",45,"Female","Full time","No difficulty",415,0,90
"20160202161121",17,"Male","Part time","No difficulty",570,0,380
"20161210162328",59,"Female","No answer","No difficulty",480,0,880
"20160101161508",33,"Male","Full time","No difficulty",540,0,195
"20160504161841",38,"Female","Full time","No difficulty",590,0,180
"20160908161273",85,"Female","No answer","Has difficulty",495,0,180
"20160403161322",56,"Female","Full time","No difficulty",690,0,120
"20160604162089",45,"Male","Full time","No difficulty",395,0,60
"20160909162004",40,"Male","Full time","No difficulty",785,0,395
"20160112151782",57,"Female","No answer","No difficulty",860,0,195
"20160807160571",39,"Female","Full time","No difficulty",515,0,300
"20160908160599",75,"Male","Full time","No difficulty",330,0,0
"20160312151435",42,"Male","Full time","No difficulty",369,0,180
"20161009162137",65,"Female","No answer","No difficulty",480,0,505
"20161211161415",45,"Female","Full time","No difficulty",650,0,450
"20161110161306",27,"Female","Full time","No difficulty",525,0,40
"20160706161941",47,"Female","No answer","No difficulty",450,0,205
"20160202160520",60,"Male","Full time","No difficulty",505,0,315
"20160403160011",33,"Male","Full time","No difficulty",360,0,223
"20160201161823",62,"Female","Full time","No difficulty",340,0,20
"20160908162441",70,"Female","No answer","No difficulty",720,0,460
"20160504161097",32,"Female","Part time","No difficulty",885,0,60
"20160404161704",42,"Female","Part time","No difficulty",280,0,270
"20160807161320",72,"Male","No answer","No difficulty",420,0,370
"20160201160980",66,"Female","No answer","Has difficulty",0,0,305
"20160909160574",54,"Female","Part time","No difficulty",660,0,210
"20160604162073",65,"Male","Part time","No difficulty",520,0,300
"20161009161413",25,"Female","Full time","No difficulty",461,0,210
"20160706162218",36,"Female","No answer","No difficulty",590,0,0
"20160907160118",56,"Male","No answer","No difficulty",690,0,512
"20160808160647",63,"Female","Full time","No difficulty",475,0,210
"20160807161376",30,"Female","No answer","No difficulty",345,365,10
"20161211160772",49,"Male","No answer","No difficulty",330,0,200
"20161009161787",30,"Female","Full time","No difficulty",420,0,466
"20161211161960",42,"Female","No answer","No difficulty",575,0,60
"20161210161125",38,"Male","Full time","No difficulty",455,0,115
"20161210161924",49,"Male","Full time","No difficulty",600,0,660
"20161110161036",43,"Female","No answer","No difficulty",568,0,120
"20160201161748",16,"Female","No answer","No difficulty",330,205,273
"20160404160612",68,"Male","Part time","No difficulty",377,0,345
"20160908161184",62,"Male","No answer","Has difficulty",735,0,195
"20161110161518",37,"Female","Part time","No difficulty",500,0,99
"20161009161033",27,"Female","Full time","No difficulty",510,0,90
"20160112150052",73,"Female","No answer","No difficulty",545,0,585
"20160807161429",72,"Male","No answer","No difficulty",390,0,535
"20160404161428",78,"Male","No answer","Has difficulty",160,0,360
"20160201161349",40,"Female","No answer","Has difficulty",675,0,90
"20160706161075",76,"Female","No answer","No difficulty",500,0,215
"20160112150592",44,"Female","Full time","No difficulty",610,0,410
"20160705161209",43,"Female","Full time","No difficulty",375,0,285
"20161211162427",42,"Male","Full time","No difficulty",480,0,660
"20160112150033",62,"Female","Full time","No difficulty",360,0,320
"20160201161585",34,"Female","Full time","No difficulty",600,0,405
"20160201160568",19,"Male","Part time","No difficulty",720,0,130
"20161110162244",73,"Female","Part time","No difficulty",690,0,495
"20160504161102",19,"Female","No answer","No difficulty",510,0,518
"20160302161457",44,"Male","Full time","No difficulty",420,0,250
"20160112151695",58,"Female","Full time","No difficulty",455,0,683
"20160605161099",33,"Female","Full time","No difficulty",655,0,120
"20161111160684",66,"Female","No answer","No difficulty",745,0,480
"20161110161010",71,"Female","No answer","Has difficulty",525,0,330
"20161210161983",52,"Male","Full time","No difficulty",332,0,60
"20161211160981",48,"Male","Part time","No difficulty",356,0,0
"20161110161658",67,"Male","No answer","No difficulty",520,0,510
"20160403162088",51,"Female","Full time","No difficulty",505,0,240
"20160201162493",16,"Female","No answer","No difficulty",415,120,260
"20160908161463",68,"Female","No answer","No difficulty",330,0,600
"20160504162531",39,"Male","Full time","No difficulty",430,0,270
"20160302160696",80,"Female","No answer","Has difficulty",525,0,707
"20160112151555",30,"Male","Full time","No difficulty",465,0,355
"20160908160838",35,"Male","Full time","No difficulty",390,0,90
"20160111152046",28,"Male","No answer","Has difficulty",180,0,0
"20160908161205",24,"Female","Full time","No difficulty",540,0,100
"20160807160893",39,"Female","Full time","No difficulty",540,0,285
"20160504161600",41,"Male","Full time","No difficulty",540,0,60
"20161211161684",77,"Female","No answer","No difficulty",629,0,475
"20161211161918",34,"Male","Full time","No difficulty",420,0,130
"20160403160092",40,"Female","Full time","No difficulty",560,0,75
"20160403160518",42,"Female","Full time","No difficulty",589,0,60
"20160201161576",39,"Female","No answer","No difficulty",470,0,60
"20160504161396",44,"Female","Full time","No difficulty",510,0,255
"20160606161657",33,"Female","Full time","No difficulty",652,0,105
"20161110160944",42,"Female","No answer","No difficulty",570,0,240
"20160503160938",85,"Female","No answer","Has difficulty",760,0,315
"20161009161255",61,"Female","Full time","No difficulty",515,0,98
"20160201160788",75,"Female","No answer","Has difficulty",568,0,535
"20160212151953",63,"Female","No answer","Has difficulty",420,0,855
"20160706160917",29,"Female","Full time","No difficulty",600,0,145
"20160504162242",75,"Female","No answer","No difficulty",450,0,220
