"caseid","age","gender","fulltime_emp","phys_challenge","sleep","homework","socializing"
"20161009160621",32,"Female","No answer","No difficulty",680,0,265
"20161010160107",15,"Male","No answer","No difficulty",561,35,197
"20160505161976",59,"Female","No answer","Has difficulty",420,0,630
"20161211161469",45,"Male","Full time","No difficulty",360,0,0
"20160502160809",35,"Female","No answer","No difficulty",519,0,60
"20160101160578",68,"Male","No answer","Has difficulty",480,0,959
"20160808160971",21,"Male","Full time","No difficulty",480,0,494
"20160908161030",45,"Male","Full time","No difficulty",690,0,225
"20160202162085",55,"Male","Full time","No difficulty",600,0,220
"20160202162155",47,"Female","No answer","Has difficulty",540,0,805
"20160111151911",40,"Female","No answer","No difficulty",420,0,100
"20160908162288",48,"Female","Full time","No difficulty",585,0,320
"20160402161941",37,"Female","Full time","Has difficulty",510,0,220
"20161009160009",55,"Female","No answer","Has difficulty",690,0,450
"20160504162517",65,"Female","No answer","No difficulty",450,0,455
"20160807161204",69,"Male","No answer","No difficulty",460,0,930
"20160504161342",34,"Male","Full time","No difficulty",450,0,330
"20161211160941",61,"Male","Full time","No difficulty",360,0,85
"20160605161821",85,"Female","No answer","No difficulty",465,0,505
"20160201161072",46,"Female","Full time","No difficulty",390,0,249
"20161110161093",23,"Female","Full time","No difficulty",720,0,405
"20160111150822",36,"Female","Full time","No difficulty",502,0,154
"20160112151491",52,"Male","Full time","No difficulty",480,0,335
"20160908160705",72,"Female","No answer","No difficulty",477,0,194
"20160302161298",52,"Male","Full time","No difficulty",430,0,273
"20160402162435",15,"Male","No answer","No difficulty",480,0,825
"20160201161393",26,"Female","Part time","No difficulty",485,0,120
"20160404160664",30,"Female","Full time","No difficulty",170,0,120
"20160111151902",64,"Male","Part time","No difficulty",240,0,800
"20160112152395",67,"Male","Full time","Has difficulty",384,0,162
"20161110161362",57,"Male","No answer","No difficulty",814,0,90
"20160706160588",41,"Female","Full time","No difficulty",425,0,300
"20160706160587",19,"Male","No answer","No difficulty",599,0,831
"20160403161106",77,"Female","No answer","Has difficulty",570,0,537
"20161009161384",30,"Male","Full time","No difficulty",440,0,32
"20161109161418",66,"Male","Full time","No difficulty",420,0,78
"20160605160812",56,"Male","Full time","No difficulty",360,0,230
"20160212151574",29,"Female","Full time","No difficulty",590,0,80
"20161009161572",63,"Female","Part time","No difficulty",470,0,388
"20160706161036",28,"Female","Full time","No difficulty",475,0,0
"20160706162427",37,"Male","Full time","No difficulty",710,0,490
"20160112150727",48,"Female","Part time","No difficulty",390,0,513
"20160706161165",34,"Male","Full time","No difficulty",480,0,390
"20160403162334",68,"Female","No answer","Has difficulty",510,0,490
"20160112152012",50,"Male","Full time","No difficulty",410,0,555
"20160604162272",69,"Male","No answer","No difficulty",495,0,525
"20160112150932",28,"Female","Part time","Has difficulty",550,0,105
"20160202161088",42,"Male","Full time","No difficulty",465,0,180
"20160302162322",78,"Female","No answer","No difficulty",600,0,480
"20160908162014",60,"Male","Part time","No difficulty",462,0,120
"20160112150014",42,"Male","Full time","No difficulty",485,0,315
"20160201161901",79,"Female","Part time","No difficulty",465,0,270
"20160111151103",40,"Female","Full time","No difficulty",476,0,90
"20161009160177",53,"Female","Part time","No difficulty",653,0,190
"20160403161233",85,"Female","No answer","No difficulty",630,0,185
"20160201161427",56,"Female","Full time","No difficulty",305,0,210
"20160112152129",16,"Female","Part time","No difficulty",640,0,190
"20160201160891",44,"Male","Full time","No difficulty",440,0,454
"20160302161434",52,"Male","Full time","No difficulty",450,0,155
"20161110161021",45,"Female","Full time","No difficulty",420,0,288
"20161111160831",85,"Female","No answer","Has difficulty",375,0,600
"20161211161556",60,"Female","No answer","Has difficulty",600,0,390
"20160707162181",64,"Male","Full time","No difficulty",361,0,55
"20160201161731",25,"Female","Full time","No difficulty",600,0,145
"20161008160112",49,"Male","Part time","No difficulty",420,0,610
"20161009161590",85,"Male","Part time","Has difficulty",530,0,433
"20161010162227",35,"Male","Full time","No difficulty",630,0,120
"20160907162171",67,"Male","No answer","Has difficulty",480,0,910
"20160605161362",58,"Male","Full time","No difficulty",390,0,311
"20160111151153",40,"Male","Full time","No difficulty",550,0,60
"20160112152335",80,"Female","No answer","No difficulty",420,0,528
"20160603162390",35,"Male","Full time","No difficulty",620,0,275
"20160101161816",60,"Female","No answer","Has difficulty",540,0,305
"20161211160014",37,"Female","No answer","No difficulty",510,0,570
"20161009162277",38,"Female","No answer","No difficulty",580,0,500
"20161110162215",64,"Male","Part time","Has difficulty",510,0,667
"20160201161155",73,"Female","No answer","No difficulty",510,0,375
"20161211162012",53,"Male","Full time","No difficulty",630,0,420
"20160908162163",63,"Male","Full time","No difficulty",495,0,300
"20160807162129",17,"Male","No answer","No difficulty",820,0,355
"20160706161293",25,"Male","No answer","No difficulty",388,0,408
"20160707161377",32,"Female","Full time","No difficulty",570,0,180
"20161111160859",65,"Male","No answer","No difficulty",540,0,575
"20160112152323",70,"Male","No answer","Has difficulty",480,0,930
"20161210161780",21,"Male","No answer","No difficulty",330,0,1016
"20160806162309",59,"Male","Full time","No difficulty",195,0,118
"20160908161289",42,"Female","Full time","No difficulty",480,0,470
"20161009162257",63,"Female","No answer","No difficulty",630,0,450
"20160605162065",20,"Male","Part time","Has difficulty",780,0,640
"20160401161936",63,"Female","Part time","No difficulty",450,0,173
"20161008161261",37,"Male","Part time","No difficulty",913,0,120
"20160403161051",26,"Male","Part time","No difficulty",630,0,30
"20160504160131",50,"Male","No answer","No difficulty",300,0,311
"20160908160907",62,"Male","Part time","No difficulty",642,0,30
"20160707161777",38,"Female","No answer","Has difficulty",592,0,148
"20161009162211",46,"Male","Full time","No difficulty",390,0,135
"20160302161724",36,"Female","No answer","No difficulty",165,0,40
"20160403162345",72,"Male","No answer","No difficulty",600,0,573
"20160504161771",42,"Male","Full time","No difficulty",450,0,150
"20160706160804",21,"Male","No answer","No difficulty",598,90,417
"20160808161909",39,"Male","Full time","No difficulty",415,0,15
"20160605161932",61,"Female","No answer","No difficulty",411,0,120
"20160504161011",41,"Female","Full time","No difficulty",540,0,60
"20160605162419",21,"Female","No answer","No difficulty",645,0,555
"20160806162040",66,"Male","No answer","No difficulty",570,0,530
"20160403160874",62,"Female","Full time","No difficulty",343,0,385
"20160504162247",49,"Male","Full time","No difficulty",390,0,75
"20161211161078",66,"Female","No answer","No difficulty",565,0,470
"20160201161402",50,"Female","Full time","No difficulty",510,0,255
"20160806161257",49,"Male","No answer","No difficulty",420,0,330
"20161110161622",62,"Male","Full time","No difficulty",510,0,281
"20160404161822",51,"Male","No answer","No difficulty",480,0,287
"20161210162409",26,"Male","No answer","No difficulty",655,0,60
"20160112151487",58,"Male","Full time","No difficulty",630,0,395
"20160504162060",71,"Female","No answer","No difficulty",450,0,375
"20160504161656",68,"Female","Full time","No difficulty",475,0,240
"20160403161910",45,"Female","Full time","No difficulty",495,60,146
"20160302162058",48,"Female","No answer","Has difficulty",870,0,250
"20160111151898",49,"Male","Full time","No difficulty",420,0,82
"20160706160722",80,"Female","No answer","No difficulty",480,0,535
"20160605162375",73,"Male","No answer","No difficulty",480,0,375
"20160503161214",33,"Male","Full time","No difficulty",590,0,60
"20160201160994",65,"Female","No answer","Has difficulty",405,0,640
"20160808161274",40,"Male","Full time","No difficulty",385,0,240
"20160707162315",41,"Male","Full time","No difficulty",605,0,340
"20160908161610",35,"Male","Full time","No difficulty",590,0,405
"20160604160925",21,"Male","No answer","No difficulty",500,0,565
"20160706161745",64,"Female","Full time","No difficulty",690,0,640
"20160605160529",85,"Female","No answer","Has difficulty",570,0,450
"20160212151980",22,"Male","Full time","No difficulty",420,0,130
"20161211161676",80,"Female","Part time","Has difficulty",564,0,180
"20160504161124",31,"Female","Full time","No difficulty",480,0,545
"20160706162066",33,"Female","Full time","No difficulty",705,0,235
"20160706162120",23,"Female","No answer","No difficulty",600,0,68
"20160504162129",39,"Male","Full time","No difficulty",510,0,285
"20160112151287",26,"Male","Full time","No difficulty",420,0,205
"20161010160972",23,"Male","Full time","No difficulty",450,90,110
"20160201161282",45,"Male","Full time","No difficulty",510,0,165
"20161009160532",66,"Female","Full time","No difficulty",465,0,90
"20160504161435",16,"Female","No answer","No difficulty",720,10,445
"20160605161154",48,"Male","Full time","No difficulty",540,0,485
"20160807162037",69,"Male","No answer","No difficulty",450,0,280
"20160302161660",69,"Female","No answer","No difficulty",668,0,120
"20161009161769",50,"Male","Full time","No difficulty",180,0,90
"20160605162463",62,"Female","Part time","No difficulty",330,0,503
"20160807161344",30,"Male","Full time","No difficulty",450,0,175
"20160101161511",27,"Male","No answer","No difficulty",565,90,545
"20161110162321",55,"Male","Full time","No difficulty",690,0,290
"20160301162182",36,"Female","Full time","No difficulty",375,0,40
"20160403162385",62,"Female","Full time","No difficulty",489,0,125
"20160402160587",24,"Female","Full time","No difficulty",785,0,95
"20161110161801",69,"Male","No answer","No difficulty",480,0,185
"20160705161540",48,"Female","Full time","No difficulty",295,0,110
"20160504161020",66,"Male","Part time","Has difficulty",1015,0,205
"20160503161958",36,"Female","Part time","No difficulty",450,0,0
"20160706160127",32,"Male","No answer","No difficulty",522,0,517
"20160605160715",33,"Male","Full time","No difficulty",590,0,130
"20160605160592",17,"Female","No answer","No difficulty",825,0,173
"20160706160055",61,"Female","Part time","No difficulty",420,0,110
"20160504162451",59,"Female","No answer","No difficulty",375,0,280
"20160403162254",76,"Female","No answer","No difficulty",600,0,90
"20160908161698",24,"Female","No answer","No difficulty",645,0,280
"20160604162002",74,"Male","Full time","No difficulty",415,0,30
"20161211160551",74,"Male","No answer","No difficulty",450,0,450
"20160101161907",57,"Female","No answer","Has difficulty",930,0,355
"20160605160987",68,"Male","No answer","Has difficulty",267,0,775
"20160807162385",32,"Female","Full time","No difficulty",450,0,200
"20160201161264",33,"Female","Full time","No difficulty",510,0,75
"20160403161934",32,"Female","No answer","No difficulty",540,0,70
"20160806162355",41,"Female","Part time","Has difficulty",612,0,312
"20160201161843",70,"Female","No answer","No difficulty",800,0,240
"20160706161946",68,"Female","Part time","No difficulty",435,0,112
"20160605161328",64,"Male","No answer","No difficulty",650,0,675
"20160112152476",68,"Male","No answer","Has difficulty",540,0,685
"20160706162038",36,"Male","Full time","No difficulty",450,0,92
"20161111160116",38,"Male","Full time","No difficulty",465,0,108
"20161009161522",25,"Female","Full time","No difficulty",580,0,115
"20161010161767",23,"Female","Full time","No difficulty",200,0,250
"20160505160538",61,"Female","Full time","Has difficulty",544,0,80
"20160301160728",22,"Female","Full time","No difficulty",300,0,155
"20160201161599",73,"Female","Part time","No difficulty",493,0,315
"20160505162310",63,"Male","Full time","No difficulty",455,0,540
"20161110161037",37,"Male","Full time","No difficulty",455,0,180
"20160202162126",74,"Male","No answer","No difficulty",500,0,258
"20161110162012",80,"Male","No answer","No difficulty",600,0,245
"20161211161666",60,"Female","Full time","No difficulty",660,0,300
"20160402161764",48,"Female","Full time","No difficulty",630,0,345
"20160112152516",43,"Female","Full time","No difficulty",599,0,417
"20160908160912",76,"Male","No answer","No difficulty",420,0,710
"20160504161288",77,"Male","No answer","No difficulty",630,0,540
"20160403162397",30,"Female","No answer","No difficulty",320,0,60
"20161009162275",52,"Female","Part time","No difficulty",480,0,265
"20160706161586",69,"Female","No answer","No difficulty",553,0,523
"20160101161372",51,"Female","No answer","No difficulty",600,0,240
"20160202160993",41,"Male","Full time","No difficulty",480,0,165
"20160807162546",26,"Female","No answer","No difficulty",600,0,269
"20160806160763",17,"Female","No answer","No difficulty",695,0,120
"20160403162375",16,"Female","Part time","No difficulty",585,0,420
"20160112152183",50,"Male","Full time","No difficulty",455,0,60
"20160111151139",28,"Female","Full time","No difficulty",430,0,150
"20160605162322",33,"Female","Part time","No difficulty",620,0,180
"20160908161575",61,"Female","Full time","No difficulty",720,0,185
"20160908161387",61,"Male","No answer","Has difficulty",1005,0,390
"20160202161735",44,"Female","Full time","No difficulty",774,0,465
"20160706161809",46,"Male","Full time","No difficulty",525,0,170
"20161110161672",75,"Female","Part time","No difficulty",495,0,400
"20160909160639",60,"Female","Full time","No difficulty",475,0,247
"20161009160084",32,"Female","Full time","No difficulty",454,0,0
"20160404160051",27,"Female","Full time","No difficulty",475,0,180
"20160111151993",61,"Female","No answer","No difficulty",510,0,150
"20160403160899",31,"Male","Full time","No difficulty",535,0,300
"20161009160004",42,"Female","No answer","No difficulty",525,0,0
"20161010162452",40,"Female","Full time","No difficulty",540,0,0
"20161010162362",66,"Male","Part time","No difficulty",185,0,0
"20160808161101",68,"Male","Part time","No difficulty",450,0,175
"20160301161742",47,"Female","Part time","No difficulty",420,0,96
"20160605161046",66,"Female","Full time","No difficulty",570,0,132
"20160504161496",65,"Female","Part time","No difficulty",549,0,120
"20161009162394",59,"Male","Full time","No difficulty",600,0,485
"20160202161245",28,"Female","Part time","No difficulty",690,0,180
"20160908162276",63,"Female","Full time","No difficulty",450,0,250
"20160605161144",69,"Male","Part time","Has difficulty",540,0,550
"20160908161033",25,"Female","Full time","No difficulty",390,0,420
"20160403161943",23,"Female","Full time","No difficulty",345,0,245
"20160908161183",65,"Female","No answer","Has difficulty",480,0,800
"20160504160092",80,"Female","No answer","No difficulty",570,0,300
"20160112152103",58,"Female","Full time","No difficulty",590,0,385
"20161009161544",57,"Male","Part time","No difficulty",540,0,300
"20160112150838",65,"Female","No answer","No difficulty",540,0,617
"20160101160632",26,"Male","Full time","No difficulty",535,0,425
"20160705160659",56,"Male","Full time","No difficulty",600,0,542
"20160202160991",60,"Male","No answer","No difficulty",570,0,560
"20160401161610",55,"Female","Part time","No difficulty",540,180,420
"20161211160596",85,"Female","No answer","Has difficulty",575,0,696
"20160706162406",71,"Female","No answer","No difficulty",450,0,545
"20160504162489",79,"Female","No answer","No difficulty",480,0,390
"20161110161690",42,"Female","Full time","No difficulty",440,0,650
"20160403161508",41,"Female","Full time","No difficulty",215,0,30
"20160706160089",67,"Female","No answer","No difficulty",510,0,0
"20160604160736",51,"Female","No answer","No difficulty",780,0,60
"20160101161850",33,"Female","Full time","No difficulty",480,0,75
"20160505161037",55,"Male","No answer","No difficulty",540,0,450
"20161109160808",30,"Male","Full time","No difficulty",505,0,60
"20161210160025",63,"Female","Part time","No difficulty",420,0,500
"20160202161560",38,"Female","Full time","No difficulty",405,0,55
"20160201161941",27,"Male","Full time","No difficulty",375,0,190
"20160112151391",74,"Male","No answer","Has difficulty",540,0,855
"20160807161941",36,"Male","Full time","No difficulty",465,0,40
"20160112151492",80,"Male","No answer","No difficulty",474,0,340
"20160807161909",38,"Female","Full time","No difficulty",620,0,140
"20160807161655",41,"Male","No answer","Has difficulty",690,0,570
"20160112152479",23,"Male","Full time","No difficulty",555,0,120
"20160112152427",51,"Female","No answer","No difficulty",420,0,0
"20160706160547",80,"Female","No answer","No difficulty",585,0,385
"20161212161997",33,"Male","Full time","No difficulty",435,0,315
"20161110160097",43,"Male","Full time","No difficulty",592,0,60
"20160705161123",48,"Male","Part time","No difficulty",540,0,240
"20160706162239",36,"Female","Full time","No difficulty",540,0,90
"20160908160716",31,"Male","Full time","No difficulty",483,0,353
"20160201162385",62,"Female","No answer","Has difficulty",324,0,115
"20161211161244",38,"Female","Full time","No difficulty",545,0,180
"20160504161637",50,"Female","Full time","No difficulty",495,0,50
"20160101161675",36,"Female","Full time","No difficulty",495,0,736
"20160403161480",55,"Female","Full time","No difficulty",480,0,360
"20160302161511",55,"Female","Full time","No difficulty",460,0,160
"20161009162235",67,"Female","Part time","No difficulty",480,0,180
"20160202160878",43,"Male","Full time","No difficulty",505,0,172
"20161109161999",80,"Female","No answer","No difficulty",0,0,1330
"20161009162053",35,"Female","No answer","No difficulty",660,0,420
"20161211161773",58,"Female","Part time","No difficulty",625,0,430
"20160303162074",30,"Male","Full time","No difficulty",725,0,270
"20160807160621",69,"Female","Part time","No difficulty",510,0,464
"20160605161332",36,"Female","Full time","No difficulty",554,0,30
"20160302160669",26,"Female","Full time","No difficulty",435,0,0
"20160808161798",27,"Female","Full time","No difficulty",540,0,260
"20160403160681",42,"Female","Full time","No difficulty",480,0,128
"20160504160564",74,"Female","No answer","No difficulty",450,0,585
"20160302160621",57,"Female","No answer","No difficulty",395,0,150
"20160806161963",27,"Male","Full time","No difficulty",355,0,95
"20160908162442",77,"Female","No answer","No difficulty",525,0,509
"20160112151251",17,"Female","Part time","No difficulty",680,0,180
"20160112150750",28,"Male","Full time","No difficulty",480,0,75
"20160202161540",71,"Female","No answer","No difficulty",860,0,540
"20160504160777",85,"Female","No answer","No difficulty",555,0,660
"20160403161213",29,"Female","Part time","No difficulty",595,0,200
"20160201161139",66,"Female","No answer","No difficulty",474,0,250
"20161110160679",66,"Male","No answer","No difficulty",490,0,167
"20160605161422",47,"Male","Full time","No difficulty",480,0,167
"20160908160689",46,"Male","Full time","No difficulty",600,0,325
"20160302161173",80,"Female","Full time","No difficulty",593,0,150
"20160603160018",48,"Female","Full time","No difficulty",530,0,20
"20160807161485",28,"Male","Full time","No difficulty",485,0,395
"20160706161859",47,"Male","Full time","No difficulty",380,0,165
"20160202161645",57,"Female","Full time","No difficulty",445,0,281
"20160403160979",29,"Male","Full time","No difficulty",535,0,60
"20161211160739",43,"Female","Full time","No difficulty",373,0,285
"20160604162178",28,"Female","No answer","No difficulty",627,0,118
"20160706162392",23,"Male","No answer","No difficulty",630,0,180
"20161210161630",55,"Male","Full time","No difficulty",448,0,243
"20161010161223",18,"Female","No answer","No difficulty",510,0,470
"20160807161496",67,"Female","No answer","Has difficulty",750,0,450
"20160212151936",47,"Male","Full time","No difficulty",585,0,208
"20160111151783",30,"Male","Full time","No difficulty",360,0,125
"20160202162395",48,"Male","No answer","No difficulty",493,0,610
"20160908162497",45,"Male","Full time","No difficulty",568,0,78
"20160706162193",36,"Female","Full time","Has difficulty",530,0,0
"20160112152058",18,"Male","Part time","No difficulty",540,0,483
"20160706161443",53,"Female","No answer","No difficulty",500,0,140
"20161008162406",26,"Male","Full time","No difficulty",590,0,240
"20160101161873",76,"Female","No answer","No difficulty",505,0,195
"20160403160879",38,"Female","Full time","No difficulty",480,0,294
"20160706162423",43,"Male","No answer","No difficulty",520,0,660
"20161111161371",69,"Female","No answer","No difficulty",585,0,520
"20160112151580",77,"Female","No answer","Has difficulty",867,0,420
"20160908162042",41,"Female","Full time","No difficulty",438,0,160
"20160605160833",22,"Male","Part time","No difficulty",660,0,35
"20160301162249",52,"Female","Full time","No difficulty",515,0,80
"20160605161182",80,"Male","Full time","No difficulty",480,0,335
"20160403162154",63,"Female","Full time","No difficulty",525,0,240
"20161110161820",26,"Female","Part time","No difficulty",625,0,180
"20161009161036",29,"Female","Full time","No difficulty",375,0,135
"20161109161304",42,"Female","No answer","No difficulty",660,0,420
"20160201160059",43,"Female","No answer","No difficulty",445,0,162
"20160403161942",68,"Female","No answer","No difficulty",714,0,190
"20160302162240",74,"Female","No answer","Has difficulty",600,0,540
"20160201162398",59,"Female","Full time","No difficulty",570,0,280
"20161010160799",66,"Male","No answer","Has difficulty",533,0,310
"20160807161687",39,"Female","Full time","No difficulty",590,0,426
"20160403161885",42,"Female","No answer","Has difficulty",708,0,703
"20160505160709",68,"Female","No answer","No difficulty",535,0,335
"20160504161899",45,"Male","Full time","No difficulty",390,0,187
"20160807161017",44,"Female","Full time","No difficulty",330,0,80
"20160504162499",80,"Female","No answer","Has difficulty",570,0,500
"20161110161893",79,"Female","No answer","No difficulty",660,0,450
"20160201161404",59,"Female","No answer","No difficulty",660,0,550
"20160806160623",44,"Male","Full time","No difficulty",465,0,230
"20160705161135",15,"Male","No answer","Has difficulty",730,0,0
"20161109161599",46,"Female","Part time","No difficulty",405,420,120
"20160504161290",80,"Male","No answer","No difficulty",480,0,258
"20160201161084",74,"Female","Part time","No difficulty",575,0,105
"20160504160624",60,"Male","Full time","No difficulty",390,0,150
"20160404161891",75,"Female","No answer","No difficulty",720,0,190
"20160707161357",33,"Male","Full time","No difficulty",600,0,190
"20160909161504",38,"Male","Full time","No difficulty",365,0,0
"20160112150173",30,"Male","No answer","No difficulty",538,0,185
"20161110162361",75,"Female","No answer","No difficulty",688,0,295
"20160605161984",57,"Male","Full time","Has difficulty",605,0,0
"20161110161870",85,"Female","No answer","Has difficulty",690,0,275
"20161110160626",16,"Female","No answer","No difficulty",755,0,60
"20160212150866",66,"Male","No answer","No difficulty",601,0,150
"20160605160960",76,"Male","Full time","No difficulty",420,0,255
"20160302160883",61,"Female","No answer","No difficulty",480,0,615
"20161110161338",46,"Male","Full time","No difficulty",600,0,130
"20160807161178",46,"Male","Full time","No difficulty",558,0,120
"20161009161128",64,"Female","Full time","No difficulty",395,0,295
"20160606161426",85,"Female","Part time","No difficulty",500,0,0
"20160907161432",37,"Female","Full time","No difficulty",630,0,485
"20160112150884",52,"Male","Full time","No difficulty",600,0,670
"20160504161605",52,"Female","Full time","No difficulty",420,0,100
"20160403160531",45,"Male","Full time","No difficulty",512,0,187
"20160201161065",26,"Female","No answer","No difficulty",625,0,270
"20160605161223",35,"Male","Full time","No difficulty",530,0,220
"20160807161823",70,"Female","No answer","No difficulty",540,0,475
"20160705162217",59,"Female","No answer","No difficulty",445,0,180
"20160112151121",37,"Female","Full time","No difficulty",420,0,140
"20160908162307",53,"Male","Full time","No difficulty",570,0,135
"20160908162076",30,"Male","Full time","No difficulty",780,0,150
"20160505161166",17,"Male","No answer","No difficulty",840,120,300
"20160604161001",16,"Male","No answer","No difficulty",690,0,299
"20160605160525",37,"Female","Full time","No difficulty",494,0,30
"20160111151400",29,"Female","No answer","No difficulty",300,0,705
"20160807161330",17,"Female","No answer","No difficulty",840,0,503
"20160908160600",47,"Male","Full time","No difficulty",465,0,455
"20160807161117",59,"Male","Full time","No difficulty",120,0,0
"20160503161762",61,"Female","Full time","No difficulty",600,0,230
"20161009160983",85,"Female","No answer","Has difficulty",660,0,360
"20160706161185",61,"Male","No answer","No difficulty",540,0,810
"20160302161787",67,"Female","No answer","No difficulty",885,0,254
"20160705162242",37,"Male","Full time","No difficulty",570,0,30
"20160605161447",77,"Female","No answer","No difficulty",510,0,390
"20160504162105",59,"Female","Full time","No difficulty",180,0,85
"20161111161380",71,"Male","No answer","No difficulty",580,0,360
"20160302161690",18,"Female","Part time","No difficulty",600,30,125
"20160908160151",51,"Male","No answer","No difficulty",553,0,553
"20160201161929",70,"Female","No answer","Has difficulty",690,0,360
"20160302160730",26,"Female","Full time","No difficulty",470,0,90
"20160504161059",38,"Female","Full time","No difficulty",415,0,343
"20161211161974",64,"Male","Full time","Has difficulty",470,0,195
"20160504160767",51,"Male","Full time","No difficulty",820,0,330
"20161009161456",22,"Male","Full time","No difficulty",445,0,5
"20160604160778",36,"Female","Full time","No difficulty",780,0,195
"20160302160656",35,"Male","Full time","No difficulty",435,0,195
"20161110160694",64,"Male","No answer","No difficulty",570,0,671
"20160403162246",50,"Male","Full time","No difficulty",537,0,455
"20160302161116",57,"Female","Full time","No difficulty",660,0,340
"20160201161654",45,"Female","Full time","No difficulty",1160,0,90
"20160605160721",25,"Male","Full time","No difficulty",885,0,10
"20160706162302",37,"Female","Full time","No difficulty",480,0,417
"20161211161530",36,"Male","Part time","No difficulty",508,0,540
"20160101162200",47,"Male","Full time","No difficulty",495,0,30
"20160605161681",30,"Male","Full time","No difficulty",593,0,360
"20160807162089",34,"Female","Part time","No difficulty",368,0,110
"20160605161763",52,"Female","Full time","No difficulty",480,0,30
"20160201162293",34,"Female","Full time","No difficulty",550,0,60
"20160605160544",63,"Female","No answer","No difficulty",420,0,60
"20160302160102",29,"Female","No answer","No difficulty",710,0,205
"20161211161345",34,"Male","Full time","No difficulty",555,0,405
"20161212161655",52,"Female","Part time","No difficulty",375,0,373
"20161211161391",85,"Male","No answer","No difficulty",540,0,420
"20160707161862",61,"Male","Part time","No difficulty",600,0,540
"20160807162082",28,"Female","Full time","No difficulty",590,0,120
"20160504161725",39,"Female","Full time","No difficulty",346,0,443
"20160807160693",79,"Female","No answer","Has difficulty",640,0,700
"20160604161103",27,"Female","Full time","No difficulty",435,0,435
"20160112151872",54,"Female","Full time","No difficulty",450,0,90
"20160403162185",30,"Male","Full time","No difficulty",450,0,30
"20160504162181",57,"Female","No answer","No difficulty",450,0,315
"20160201160142",36,"Male","Part time","No difficulty",703,0,435
"20160112152333",15,"Female","No answer","No difficulty",433,165,335
"20161010161646",63,"Male","Part time","No difficulty",480,0,500
"20161109160675",26,"Female","Full time","No difficulty",600,0,390
"20160202161326",61,"Female","No answer","No difficulty",510,0,260
"20160807160959",41,"Female","Part time","Has difficulty",690,0,585
"20160504161339",36,"Female","No answer","No difficulty",600,0,295
"20160301162368",60,"Female","No answer","No difficulty",690,0,600
"20160402161142",53,"Male","Part time","No difficulty",587,0,360
"20160111150651",31,"Male","Full time","No difficulty",405,0,249
"20160112150070",50,"Male","Full time","No difficulty",480,0,387
"20160603161110",54,"Male","Full time","No difficulty",367,0,412
"20161010162406",29,"Female","Full time","No difficulty",540,0,40
"20160112151683",56,"Female","Full time","No difficulty",390,0,20
"20160302161342",66,"Male","Full time","No difficulty",320,0,75
"20160807162314",48,"Female","Full time","No difficulty",510,0,302
"20161110160774",69,"Female","No answer","No difficulty",420,0,825
"20161009162313",57,"Female","Full time","No difficulty",615,0,150
"20160302161717",73,"Female","Part time","No difficulty",525,0,435
"20160504160635",57,"Female","No answer","No difficulty",510,0,355
"20160302160576",19,"Male","Full time","No difficulty",694,0,30
"20160112152189",73,"Male","Part time","No difficulty",570,0,474
"20160504160840",31,"Female","Full time","No difficulty",555,0,0
"20161110161651",26,"Male","Full time","No difficulty",480,0,140
"20160605162338",56,"Male","Full time","No difficulty",570,0,270
"20161008160996",66,"Female","No answer","No difficulty",600,0,425
"20160201161111",29,"Female","Full time","No difficulty",630,0,0
"20160212151303",64,"Female","Part time","No difficulty",390,0,305
"20160605160621",41,"Male","Full time","No difficulty",720,0,230
"20160201161755",34,"Female","Full time","No difficulty",470,0,0
"20160201160145",62,"Female","No answer","Has difficulty",898,0,405
"20160302160926",20,"Male","No answer","No difficulty",1100,0,270
"20160212151319",34,"Female","Full time","No difficulty",605,150,150
"20160605161814",51,"Female","Full time","No difficulty",603,0,475
"20160403160794",22,"Female","No answer","No difficulty",480,0,175
"20160908160622",33,"Female","Full time","No difficulty",250,0,155
"20160201161440",25,"Male","Full time","No difficulty",505,0,310
"20160808161948",53,"Female","No answer","Has difficulty",540,0,465
"20161009160885",25,"Male","Full time","No difficulty",450,0,810
"20161009162166",15,"Female","No answer","No difficulty",705,0,245
"20160908161455",22,"Male","Full time","No difficulty",300,0,505
"20160805162324",28,"Female","Full time","No difficulty",525,0,100
"20161009162342",69,"Female","No answer","No difficulty",460,0,320
"20160112152195",37,"Female","Part time","No difficulty",540,0,60
"20161009160933",47,"Male","Part time","No difficulty",460,150,0
"20160303161203",85,"Female","No answer","Has difficulty",570,0,410
"20161110161442",62,"Female","No answer","No difficulty",585,0,75
"20160201162441",55,"Female","Full time","No difficulty",495,0,102
"20161211162375",55,"Female","Full time","No difficulty",545,0,120
"20161211160853",68,"Female","Part time","No difficulty",450,0,600
"20160112150823",45,"Female","No answer","Has difficulty",780,0,345
"20160112152210",85,"Female","No answer","No difficulty",525,0,770
"20160706160649",53,"Female","No answer","No difficulty",390,0,80
"20161110160586",37,"Male","Full time","No difficulty",390,0,150
"20160504160107",37,"Female","Full time","No difficulty",725,0,270
"20161009162202",79,"Female","Part time","No difficulty",750,0,165
"20160707161818",52,"Female","Full time","No difficulty",575,0,410
"20160504162031",53,"Female","Part time","No difficulty",480,0,285
"20160201161986",75,"Male","No answer","No difficulty",247,0,171
"20161009161361",54,"Male","Full time","No difficulty",475,0,75
"20160807162230",77,"Male","No answer","No difficulty",478,0,30
"20160808161517",50,"Male","Full time","No difficulty",428,0,140
