"caseid","state","age","gender","citizen","marital_stat","veteran","active_armedforces","emp_status","multi_jobs","work_class","retired","fulltime_emp","hours_worked","fam_income","household_size","household_kids","household_child","phys_challenge","travel","phone","volunteer","religion","sports","social","food","gov_civic","household","pro_services","purchasing","education","work","care_nonhousehold","care_household","household_chores","personal_care","sleep","groom","health_related","eating","class","homework","socializing"
"20160403161910","North Carolina",45,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Full time",40,"$75,000 to $99,999",1,0,"No","No difficulty",80,0,0,0,0,146,40,0,0,0,60,60,485,1,0,28,540,495,45,0,40,0,60,146
"20160302162058","Alabama",48,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$20,000 to $24,999",2,0,"No","Has difficulty",0,0,0,0,0,250,30,0,0,0,0,0,0,0,0,10,1150,870,0,280,30,0,0,250
"20160111151898","Wisconsin",49,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",72,"$60,000 to $74,999",4,2,"Yes","No difficulty",90,0,0,0,0,82,35,0,0,0,0,0,755,23,0,10,445,420,25,0,35,0,0,82
"20160706160722","Maine",80,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$12,500 to $14,999",1,0,"No","No difficulty",40,0,0,0,0,535,45,0,0,0,0,0,0,0,0,280,540,480,60,0,45,0,0,535
"20160605162375","California",73,"Male","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$150,000 and over",2,0,"No","No difficulty",30,0,0,0,0,375,135,0,0,0,150,0,0,0,0,240,510,480,30,0,135,0,0,375
"20160503161214","Illinois",33,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Self-employed, incorporated","No answer","Full time",50,"$150,000 and over",3,1,"Yes","No difficulty",20,0,0,0,0,60,30,0,0,0,0,0,680,0,0,60,590,590,0,0,30,0,0,60
"20160201160994","Michigan",65,"Female","Native, born abroad","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$15,000 to $19,999",1,0,"No","Has difficulty",0,0,0,0,0,640,75,0,0,0,0,0,0,0,0,120,605,405,165,35,75,0,0,640
"20160808161274","North Carolina",40,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$60,000 to $74,999",3,1,"Yes","No difficulty",105,0,0,0,0,240,30,0,0,0,10,0,375,0,20,235,425,385,40,0,30,0,0,240
"20160707162315","Florida",41,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","Yes","Government, state","No answer","Full time",70,"$50,000 to $59,999",4,2,"Yes","No difficulty",115,0,0,70,0,340,70,0,0,0,100,0,0,0,110,0,635,605,30,0,70,0,0,340
"20160908161610","Washington",35,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",44,"$75,000 to $99,999",3,1,"Yes","No difficulty",120,0,0,0,0,405,30,0,0,0,0,0,0,0,0,295,590,590,0,0,30,0,0,405
"20160604160925","New Jersey",21,"Male","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$12,500 to $14,999",5,2,"Yes","No difficulty",0,0,0,0,25,565,60,0,0,0,0,0,0,0,100,120,570,500,70,0,60,0,0,565
"20160706161745","Texas",64,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",46,"$60,000 to $74,999",2,0,"No","No difficulty",25,0,0,0,0,640,45,0,0,0,0,0,0,0,0,30,700,690,10,0,45,0,0,640
"20160605160529","Pennsylvania",85,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$20,000 to $24,999",1,0,"No","Has difficulty",35,0,0,60,0,450,80,0,0,40,0,0,0,175,0,0,600,570,30,0,80,0,0,450
"20160212151980","California",22,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$75,000 to $99,999",4,0,"No","No difficulty",95,0,0,0,120,130,30,0,0,0,0,0,525,0,0,0,540,420,120,0,30,0,0,130
"20161211161676","New York",80,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Part time",10,"$150,000 and over",2,0,"No","Has difficulty",151,25,0,0,0,180,60,0,0,117,20,0,125,0,0,5,757,564,144,49,60,0,0,180
"20160504161124","Minnesota",31,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$150,000 and over",2,0,"No","No difficulty",110,0,0,0,0,545,50,0,0,0,15,0,0,0,0,180,540,480,60,0,50,0,0,545
"20160706162066","Maine",33,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, state","No answer","Full time",40,"$75,000 to $99,999",3,1,"Yes","No difficulty",55,0,0,0,0,235,30,0,0,0,5,0,0,10,275,110,720,705,0,0,30,0,0,235
"20160706162120","California",23,"Female","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$100,000 to $149,999",3,1,"Yes","No difficulty",10,0,0,0,210,68,75,0,0,0,45,0,0,0,143,287,602,600,2,0,75,0,0,68
"20160504162129","Kentucky",39,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",50,"$100,000 to $149,999",4,1,"Yes","No difficulty",70,0,0,0,0,285,20,0,0,0,0,0,0,0,15,540,510,510,0,0,20,0,0,285
"20160112151287","Texas",26,"Male","Foreign born, not US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$15,000 to $19,999",4,2,"Yes","No difficulty",200,0,0,0,0,205,60,0,0,0,0,0,445,20,0,0,510,420,90,0,60,0,0,205
"20161010160972","Florida",23,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",42,"$5,000 to $7,499",2,0,"No","No difficulty",135,0,0,0,0,110,25,0,0,0,0,90,585,10,0,15,470,450,20,0,25,0,90,110
"20160201161282","Texas",45,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, state","No answer","Full time",40,"$150,000 and over",4,2,"Yes","No difficulty",85,0,0,0,50,165,45,0,0,0,0,0,420,0,45,30,540,510,30,0,45,0,0,165
"20161009160532","Pennsylvania",66,"Female","Foreign born, US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$35,000 to $39,999",5,1,"Yes","No difficulty",75,0,0,15,0,90,70,0,0,0,0,0,435,0,0,220,535,465,70,0,70,0,0,90
"20160504161435","Pennsylvania",16,"Female","Native, Born in USA","Never married","No answer","No","Unemployed, Looking","No answer","No answer","No answer","No answer",NA,"$25,000 to $29,999",2,1,"Yes","No difficulty",70,0,0,0,60,445,15,0,0,0,0,10,0,30,0,0,810,720,90,0,15,0,10,445
"20160605161154","Louisiana",48,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","Yes","Private, for profit","No answer","Full time",56,"$150,000 and over",5,1,"Yes","No difficulty",140,0,0,0,0,485,105,0,0,0,0,0,0,0,10,120,580,540,40,0,105,0,0,485
"20160807162037","Texas",69,"Male","Native, Born in USA","Widowed","Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$30,000 to $34,999",1,0,"No","No difficulty",0,0,0,0,0,280,45,0,360,0,0,0,0,0,0,225,530,450,80,0,45,0,0,280
"20160302161660","South Carolina",69,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$30,000 to $34,999",2,0,"No","No difficulty",50,30,0,90,0,120,72,0,0,30,60,0,0,0,0,215,773,668,100,5,72,0,0,120
"20161009161769","New Jersey",50,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$60,000 to $74,999",1,0,"No","No difficulty",100,185,0,0,0,90,100,0,0,0,20,0,590,0,0,120,235,180,55,0,100,0,0,90
"20160605162463","Massachusetts",62,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",30,"$150,000 and over",3,0,"No","No difficulty",47,0,0,0,0,503,60,0,0,90,210,0,0,5,0,195,330,330,0,0,60,0,0,503
"20160807161344","Virginia",30,"Male","Foreign born, not US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$100,000 to $149,999",2,0,"No","No difficulty",55,0,0,0,45,175,120,0,0,0,0,0,475,0,0,0,450,450,0,0,120,0,0,175
"20160101161511","District of Columbia",27,"Male","Native, Born in USA","Never married","Non-Veteran","No","Unemployed, Looking","No answer","No answer","No answer","No answer",NA,"$30,000 to $34,999",1,0,"No","No difficulty",0,20,0,0,90,545,10,0,0,0,0,190,0,0,0,10,570,565,5,0,10,100,90,545
"20161110162321","Virginia",55,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",NA,"$50,000 to $59,999",3,1,"Yes","No difficulty",55,0,0,0,0,290,45,0,0,0,135,0,0,0,0,60,855,690,165,0,45,0,0,290
"20160301162182","Utah",36,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Government, local","No answer","Full time",65,"$50,000 to $59,999",1,0,"No","No difficulty",116,0,0,0,120,40,64,0,0,0,0,0,650,0,0,5,445,375,70,0,64,0,0,40
"20160403162385","Mississippi",62,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$20,000 to $24,999",1,0,"No","No difficulty",85,0,0,0,0,125,45,0,0,0,0,0,453,0,0,60,672,489,183,0,45,0,0,125
"20160402160587","North Carolina",24,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Full time",40,"$15,000 to $19,999",1,0,"No","No difficulty",50,0,0,0,0,95,15,0,0,0,30,0,0,360,0,105,785,785,0,0,15,0,0,95
"20161110161801","Texas",69,"Male","Native, Born in USA","Married","Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"Less than $5,000",2,0,"No","No difficulty",83,0,0,0,0,185,80,0,0,0,20,0,0,0,0,552,510,480,30,0,80,0,0,185
"20160705161540","California",48,"Female","Foreign born, US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$100,000 to $149,999",4,0,"No","No difficulty",33,0,0,0,0,110,105,0,0,0,20,0,477,0,0,315,380,295,85,0,105,0,0,110
"20160504161020","Florida",66,"Male","Native, Born in USA","Separated","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",NA,"$20,000 to $24,999",1,0,"No","Has difficulty",43,0,0,0,0,205,30,0,0,1,2,0,0,0,0,109,1050,1015,5,30,30,0,0,205
"20160503161958","Michigan",36,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",30,"$20,000 to $24,999",4,3,"Yes","No difficulty",20,0,0,0,0,0,10,0,0,0,0,0,900,0,0,60,450,450,0,0,10,0,0,0
"20160706160127","Florida",32,"Male","Foreign born, US citizen","Married","Non-Veteran","No","Unemployed, Looking","No answer","No answer","No answer","No answer",NA,"$50,000 to $59,999",4,2,"Yes","No difficulty",85,0,0,0,0,517,0,0,0,0,0,0,0,0,296,20,522,522,0,0,0,0,0,517
"20160605160715","Oklahoma",33,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",72,"$60,000 to $74,999",3,1,"Yes","No difficulty",65,0,0,0,0,130,70,0,0,0,0,0,450,0,95,10,620,590,30,0,70,0,0,130
"20160605160592","Massachusetts",17,"Female","Foreign born, not US citizen","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$35,000 to $39,999",5,1,"Yes","No difficulty",7,0,0,0,0,173,30,0,0,0,0,0,45,15,0,285,885,825,60,0,30,0,0,173
"20160706160055","Georgia",61,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",10,"$25,000 to $29,999",1,0,"No","No difficulty",120,180,0,0,0,110,0,0,0,0,0,0,370,0,0,180,480,420,60,0,0,0,0,110
"20160504162451","Nevada",59,"Female","Foreign born, US citizen","Divored","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$30,000 to $34,999",1,0,"No","No difficulty",120,0,15,0,90,280,30,0,0,0,5,0,0,10,0,420,470,375,95,0,30,0,0,280
"20160403162254","Texas",76,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$30,000 to $34,999",1,0,"No","No difficulty",65,0,0,0,0,90,150,0,0,0,0,0,0,0,0,450,685,600,85,0,150,0,0,90
"20160908161698","South Carolina",24,"Female","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$15,000 to $19,999",3,1,"Yes","No difficulty",80,0,0,0,0,280,5,0,0,0,115,0,0,0,185,40,735,645,90,0,5,0,0,280
"20160604162002","Texas",74,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","Yes","Private, for profit","No answer","Full time",60,"$60,000 to $74,999",2,0,"No","No difficulty",78,0,0,0,0,30,60,0,0,0,0,0,837,0,0,0,435,415,20,0,60,0,0,30
"20161211160551","Virginia",74,"Male","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$100,000 to $149,999",2,0,"No","No difficulty",50,0,65,0,75,450,160,0,0,0,40,0,0,0,0,120,480,450,30,0,160,0,0,450
"20160101161907","Texas",57,"Female","Native, Born in USA","Separated","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"Less than $5,000",1,0,"No","Has difficulty",60,0,0,0,0,355,30,0,0,0,60,0,0,0,0,5,930,930,0,0,30,0,0,355
"20160605160987","Michigan",68,"Male","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$40,000 to $49,999",3,0,"No","Has difficulty",135,0,0,0,0,775,30,0,0,0,30,0,0,3,0,185,282,267,15,0,30,0,0,775
"20160807162385","Washington",32,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$100,000 to $149,999",1,0,"No","No difficulty",90,0,0,0,0,200,185,0,0,0,0,0,425,0,0,30,510,450,60,0,185,0,0,200
"20160201161264","Minnesota",33,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",50,"$100,000 to $149,999",2,0,"No","No difficulty",35,0,0,0,15,75,145,0,0,0,15,0,510,0,0,30,615,510,105,0,145,0,0,75
"20160403161934","Pennsylvania",32,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$40,000 to $49,999",4,2,"Yes","No difficulty",80,0,0,0,60,70,50,0,0,0,75,0,0,0,230,290,585,540,45,0,50,0,0,70
"20160806162355","New York",41,"Female","Foreign born, US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",25,"$25,000 to $29,999",4,0,"No","Has difficulty",39,0,0,0,0,312,15,0,0,0,35,0,0,0,0,382,657,612,45,0,15,0,0,312
"20160201161843","Minnesota",70,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$12,500 to $14,999",1,0,"No","No difficulty",20,0,0,60,0,240,65,0,0,0,0,0,0,0,0,105,950,800,150,0,65,0,0,240
"20160706161946","Illinois",68,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",NA,"$15,000 to $19,999",1,0,"No","No difficulty",221,0,0,100,0,112,130,0,0,0,5,0,432,0,0,0,440,435,5,0,130,0,0,112
"20160605161328","West Virginia",64,"Male","Native, Born in USA","Divored","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$30,000 to $34,999",1,0,"No","No difficulty",60,0,0,0,0,675,15,0,0,0,0,0,0,0,0,0,690,650,40,0,15,0,0,675
"20160112152476","California",68,"Male","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$40,000 to $49,999",1,0,"No","Has difficulty",60,0,0,0,0,685,150,0,0,0,5,0,0,0,0,0,540,540,0,0,150,0,0,685
"20160706162038","New York",36,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",45,"$100,000 to $149,999",4,2,"Yes","No difficulty",47,0,0,0,0,92,85,0,0,0,0,0,565,0,110,60,481,450,31,0,85,0,0,92
"20161111160116","Missori",38,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","Yes","Government, local","No answer","Full time",50,"$50,000 to $59,999",5,3,"Yes","No difficulty",74,0,0,0,0,108,42,0,0,0,0,0,610,0,0,81,525,465,60,0,42,0,0,108
"20161009161522","Illinois",25,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",60,"$60,000 to $74,999",1,0,"No","No difficulty",85,0,0,0,180,115,150,0,0,0,120,0,0,0,0,90,700,580,120,0,150,0,0,115
"20161010161767","Florida",23,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",38,"Less than $5,000",3,0,"No","No difficulty",30,6,0,0,0,250,0,0,0,0,0,0,932,0,0,22,200,200,0,0,0,0,0,250
"20160505160538","New York",61,"Female","Native, Born in USA","Never married","Veteran","No","Employed","No","Private, for profit","No answer","Full time",37,"$50,000 to $59,999",3,1,"Yes","Has difficulty",56,0,0,0,0,80,140,0,0,0,60,0,550,0,0,0,554,544,10,0,140,0,0,80
"20160301160728","Texas",22,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","Yes","Private, for profit","No answer","Full time",53,"$150,000 and over",4,1,"Yes","No difficulty",155,0,0,0,0,155,60,0,0,0,10,0,620,0,0,0,440,300,140,0,60,0,0,155
"20160201161599","Texas",73,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Part time",3,"$75,000 to $99,999",1,0,"No","No difficulty",120,90,120,0,0,315,30,0,15,0,0,0,90,0,0,47,523,493,30,0,30,0,0,315
"20160505162310","Illinois",63,"Male","Foreign born, US citizen","Married","Non-Veteran","No","Employed","No","Self-employed, incorporated","No answer","Full time",40,"$100,000 to $149,999",2,0,"No","No difficulty",120,0,0,150,0,540,30,0,0,0,0,0,15,0,0,15,570,455,115,0,30,0,0,540
"20161110161037","Nebraska",37,"Male","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",45,"$100,000 to $149,999",3,1,"Yes","No difficulty",90,0,0,0,30,180,30,0,0,0,0,0,564,0,31,30,485,455,30,0,30,0,0,180
"20160202162126","Florida",74,"Male","Foreign born, US citizen","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$100,000 to $149,999",5,1,"Yes","No difficulty",0,0,0,0,0,258,30,0,0,0,0,0,0,0,0,0,1152,500,47,605,30,0,0,258
"20161110162012","Florida",80,"Male","Foreign born, US citizen","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$20,000 to $24,999",2,0,"No","No difficulty",40,0,0,0,120,245,60,0,0,0,60,0,0,0,45,270,600,600,0,0,60,0,0,245
"20161211161666","Georgia",60,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",NA,"$5,000 to $7,499",1,0,"No","No difficulty",0,0,0,0,280,300,30,0,0,0,0,0,0,0,0,150,680,660,20,0,30,0,0,300
"20160402161764","Louisiana",48,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$30,000 to $34,999",2,0,"No","No difficulty",20,0,0,0,0,345,0,0,0,0,30,0,0,0,0,355,690,630,60,0,0,0,0,345
"20160112152516","Oregon",43,"Female","Native, born abroad","Separated","Non-Veteran","No","Employed","No","Self-employed, unincorporated","No answer","Full time",40,"$75,000 to $99,999",2,1,"Yes","No difficulty",162,0,0,0,0,417,5,0,0,0,0,0,124,0,40,68,624,599,25,0,5,0,0,417
"20160908160912","Ohio",76,"Male","Native, Born in USA","Widowed","Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$25,000 to $29,999",1,0,"No","No difficulty",80,20,0,0,75,710,30,45,0,30,0,0,0,0,0,0,450,420,30,0,30,0,0,710
"20160504161288","Maryland",77,"Male","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$15,000 to $19,999",1,0,"No","No difficulty",75,0,0,0,0,540,15,0,0,140,20,0,0,0,0,0,650,630,20,0,15,0,0,540
"20160403162397","Tennessee",30,"Female","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"Less than $5,000",7,5,"Yes","No difficulty",230,0,0,0,0,60,65,0,0,0,60,0,0,1,704,0,320,320,0,0,65,0,0,60
"20161009162275","Michigan",52,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Part time",30,"$150,000 and over",3,1,"Yes","No difficulty",200,0,0,0,60,265,95,0,0,0,50,0,0,30,0,260,480,480,0,0,95,0,0,265
"20160706161586","Indiana",69,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$20,000 to $24,999",1,0,"No","No difficulty",148,0,0,0,0,523,20,0,0,0,0,0,0,9,0,28,712,553,159,0,20,0,0,523
"20160101161372","California",51,"Female","Native, Born in USA","Married","Non-Veteran","No","Unemployed, Looking","No answer","No answer","No answer","No answer",NA,"$5,000 to $7,499",1,0,"No","No difficulty",20,0,0,0,0,240,30,0,0,0,60,0,300,0,0,130,660,600,60,0,30,0,0,240
"20160202160993","Maine",41,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$75,000 to $99,999",4,2,"Yes","No difficulty",150,0,0,0,0,165,90,0,0,0,0,0,465,0,60,0,510,480,30,0,90,0,0,165
"20160807162546","Texas",26,"Female","Native, Born in USA","Never married","Non-Veteran","No","Unemployed, Looking","No answer","No answer","No answer","No answer",NA,"$5,000 to $7,499",1,0,"No","No difficulty",16,0,0,0,60,269,165,0,0,0,120,0,0,0,0,120,630,600,30,0,165,0,0,269
"20160806160763","Texas",17,"Female","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$25,000 to $29,999",5,2,"Yes","No difficulty",80,0,0,0,120,120,120,0,0,0,180,0,0,0,5,0,815,695,120,0,120,0,0,120
"20160403162375","Florida",16,"Female","Native, Born in USA","Never married","No answer","No","Employed","No","Private, for profit","No answer","Part time",20,"$75,000 to $99,999",5,3,"Yes","No difficulty",63,0,0,0,0,420,10,0,0,0,10,255,0,2,0,60,620,585,35,0,10,255,0,420
"20160112152183","Tennessee",50,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","Yes","Self-employed, unincorporated","No answer","Full time",51,"$100,000 to $149,999",3,1,"Yes","No difficulty",150,0,0,0,0,60,0,0,0,0,0,0,735,0,0,0,495,455,40,0,0,0,0,60
"20160111151139","California",28,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$35,000 to $39,999",9,4,"Yes","No difficulty",35,0,0,20,30,150,85,0,0,0,30,0,450,0,60,30,550,430,120,0,85,0,0,150
"20160605162322","New York",33,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",25,"$7,500 to $9,999",3,2,"Yes","No difficulty",180,0,0,0,0,180,105,0,0,0,120,0,0,0,145,30,680,620,60,0,105,0,0,180
"20160908161575","Ohio",61,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$30,000 to $34,999",1,0,"No","No difficulty",70,0,0,165,60,185,45,0,0,0,45,0,0,0,0,120,750,720,30,0,45,0,0,185
"20160908161387","Louisiana",61,"Male","Native, Born in USA","Never married","Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"Less than $5,000",1,0,"No","Has difficulty",0,0,0,0,0,390,45,0,0,0,0,0,0,0,0,0,1005,1005,0,0,45,0,0,390
"20160202161735","Virginia",44,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Government, local","No answer","Full time",45,"$75,000 to $99,999",1,0,"No","No difficulty",6,90,0,0,0,465,35,0,0,0,0,0,0,0,0,40,804,774,30,0,35,0,0,465
"20160706161809","California",46,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, local","No answer","Full time",60,"$100,000 to $149,999",6,4,"Yes","No difficulty",50,0,0,0,0,170,75,0,0,0,0,0,325,0,45,170,565,525,40,0,75,0,0,170
"20161110161672","Massachusetts",75,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",5,"$40,000 to $49,999",1,0,"No","No difficulty",95,0,0,0,0,400,200,0,0,0,80,0,45,0,0,80,510,495,15,0,200,0,0,400
"20160909160639","California",60,"Female","Foreign born, US citizen","Widowed","Non-Veteran","No","Employed","No","Government, state","No answer","Full time",40,"$50,000 to $59,999",1,0,"No","No difficulty",35,0,0,0,60,247,30,0,0,0,0,0,450,0,0,20,580,475,105,0,30,0,0,247
"20161009160084","Tennessee",32,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","Yes","Private, for profit","No answer","Full time",70,"$30,000 to $34,999",3,0,"No","No difficulty",22,0,0,0,0,0,15,0,0,0,0,0,759,0,0,100,544,454,90,0,15,0,0,0
"20160404160051","California",27,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Government, state","No answer","Full time",40,"$75,000 to $99,999",2,0,"No","No difficulty",85,0,0,0,0,180,30,0,0,0,0,0,510,0,0,85,550,475,75,0,30,0,0,180
"20160111151993","Illinois",61,"Female","Native, born abroad","Married","Non-Veteran","No","Unemployed, Looking","No answer","No answer","No answer","No answer",NA,"$75,000 to $99,999",3,1,"Yes","No difficulty",42,0,0,0,0,150,70,0,0,0,105,0,0,0,306,197,570,510,60,0,70,0,0,150
"20160403160899","North Carolina",31,"Male","Foreign born, not US citizen","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$40,000 to $49,999",2,0,"No","No difficulty",225,0,0,0,0,300,45,0,0,0,210,0,0,0,0,65,595,535,60,0,45,0,0,300
"20161009160004","Tennessee",42,"Female","Native, Born in USA","Divored","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$100,000 to $149,999",4,3,"Yes","No difficulty",160,20,120,0,0,0,65,0,0,10,25,0,0,0,220,215,605,525,80,0,65,0,0,0
"20161010162452","South Carolina",40,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",50,"$100,000 to $149,999",3,1,"Yes","No difficulty",565,0,0,90,0,0,140,0,0,0,45,0,0,0,20,20,560,540,20,0,140,0,0,0
"20161010162362","Hawaii",66,"Male","Native, Born in USA","Never married","Veteran","No","Employed","No","Private, for profit","No answer","Part time",17,"$15,000 to $19,999",1,0,"No","No difficulty",45,0,0,0,0,0,120,0,0,0,0,0,1060,0,0,0,215,185,30,0,120,0,0,0
"20160808161101","Illinois",68,"Male","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",23,"$40,000 to $49,999",1,0,"No","No difficulty",75,0,0,0,45,175,170,0,60,0,30,0,325,0,0,60,500,450,50,0,170,0,0,175
