"caseid","state","age","gender","citizen","marital_stat","veteran","active_armedforces","emp_status","multi_jobs","work_class","retired","fulltime_emp","hours_worked","fam_income","household_size","household_kids","household_child","phys_challenge","travel","phone","volunteer","religion","sports","social","food","gov_civic","household","pro_services","purchasing","education","work","care_nonhousehold","care_household","household_chores","personal_care","sleep","groom","health_related","eating","class","homework","socializing"
"20160112151124","Ohio",32,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",45,"$100,000 to $149,999",2,0,"No","No difficulty",16,0,0,0,0,487,120,0,0,0,60,0,60,0,0,267,430,420,10,0,120,0,0,487
"20161211161299","Colorado",16,"Female","Native, Born in USA","Never married","No answer","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$75,000 to $99,999",7,2,"Yes","No difficulty",30,0,0,0,0,210,70,0,0,0,0,520,0,0,20,0,590,525,65,0,70,310,210,210
"20160806161548","Florida",50,"Female","Foreign born, US citizen","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$40,000 to $49,999",3,0,"No","No difficulty",105,0,0,0,0,60,70,0,0,0,0,0,540,0,0,285,380,305,75,0,70,0,0,60
"20161009161734","Washington",74,"Male","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"Less than $5,000",5,1,"Yes","No difficulty",0,0,0,0,0,480,120,0,0,0,0,0,0,0,0,55,785,720,65,0,120,0,0,480
"20160112151504","California",43,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$150,000 and over",3,1,"Yes","No difficulty",60,0,0,0,0,330,90,0,0,0,180,0,0,0,0,240,540,510,30,0,90,0,0,330
"20161210162284","Mississippi",67,"Male","Native, Born in USA","Divored","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$30,000 to $34,999",1,0,"No","No difficulty",0,0,0,0,0,715,35,0,0,0,0,0,0,0,0,90,600,600,0,0,35,0,0,715
"20160111151601","Tennessee",61,"Male","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$40,000 to $49,999",1,0,"No","Has difficulty",0,0,0,0,0,495,60,0,0,90,0,0,0,0,0,375,420,420,0,0,60,0,0,495
"20161009160638","Pennsylvania",46,"Male","Foreign born, not US citizen","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$150,000 and over",4,1,"Yes","No difficulty",35,60,0,0,0,390,90,0,0,0,165,0,0,0,0,85,615,570,45,0,90,0,0,390
"20161009161970","South Carolina",30,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","Yes","Private, for profit","No answer","Part time",24,"$20,000 to $24,999",2,1,"Yes","No difficulty",45,0,0,0,0,499,0,0,0,0,0,0,404,0,61,0,431,405,21,5,0,0,0,499
"20160504161631","Washington",71,"Female","Foreign born, not US citizen","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$50,000 to $59,999",1,0,"No","No difficulty",30,75,0,0,120,375,215,0,0,10,30,0,0,0,0,155,430,295,135,0,215,0,0,375
"20161211161085","Pennsylvania",85,"Male","Native, Born in USA","Widowed","Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$35,000 to $39,999",1,0,"No","No difficulty",0,40,0,0,0,485,60,0,0,0,0,0,0,0,0,30,765,765,0,0,60,0,0,485
"20160302162301","Florida",18,"Male","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$60,000 to $74,999",3,0,"No","No difficulty",65,0,0,0,0,395,30,0,0,180,0,0,0,0,0,50,720,720,0,0,30,0,0,395
"20161009162163","Florida",52,"Female","Native, Born in Territory","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$40,000 to $49,999",1,0,"No","No difficulty",10,15,0,0,0,499,15,0,0,0,0,0,3,0,0,135,763,717,45,1,15,0,0,499
"20161211161953","Washington",27,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",32,"$35,000 to $39,999",3,0,"No","No difficulty",8,0,0,0,0,643,23,0,0,0,10,0,0,0,0,45,711,660,50,1,23,0,0,643
"20160505161277","Oregon",43,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Self-employed, unincorporated","No answer","Part time",25,"$50,000 to $59,999",3,2,"Yes","No difficulty",64,0,0,0,0,530,20,0,0,3,0,0,307,0,6,0,510,480,30,0,20,0,0,530
"20160908160672","Washington",23,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Government, state","No answer","Full time",40,"$20,000 to $24,999",1,0,"No","No difficulty",10,0,0,0,0,445,60,0,0,0,60,0,0,0,0,105,760,750,10,0,60,0,0,445
"20161010161149","Wyoming",74,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$20,000 to $24,999",1,0,"No","No difficulty",62,15,0,0,0,462,50,0,0,0,40,0,0,3,0,160,648,528,120,0,50,0,0,462
"20160201161443","Pennsylvania",30,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$75,000 to $99,999",3,1,"Yes","No difficulty",48,0,0,0,0,252,155,0,0,0,25,0,0,0,0,0,960,870,90,0,155,0,0,252
"20160707161213","Virginia",21,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",20,"$100,000 to $149,999",2,0,"No","No difficulty",60,0,0,0,0,160,160,0,0,0,45,0,450,20,0,0,545,420,125,0,160,0,0,160
"20160202160799","Michigan",34,"Female","Native, Born in USA","Never married","Non-Veteran","No","Unemployed, Looking","No answer","No answer","No answer","No answer",NA,"$50,000 to $59,999",3,0,"No","No difficulty",80,20,0,0,0,240,135,0,0,118,90,0,60,2,0,20,675,580,95,0,135,0,0,240
"20161210160702","Colorado",50,"Female","Native, born abroad","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",24,"$35,000 to $39,999",4,2,"Yes","No difficulty",31,60,0,0,0,167,59,0,0,0,15,0,452,0,1,70,585,565,20,0,59,0,0,167
"20161110162092","Michigan",34,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Part time",5,"$50,000 to $59,999",4,2,"Yes","No difficulty",50,0,0,0,0,165,80,0,0,0,90,0,0,0,7,450,508,488,20,0,80,0,0,165
"20161211162407","Pennsylvania",61,"Male","Native, Born in USA","Widowed","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",45,"$150,000 and over",1,0,"No","No difficulty",397,0,0,0,0,279,127,0,0,0,52,0,0,0,0,40,545,495,50,0,101,0,0,279
"20161110160754","Iowa",25,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$60,000 to $74,999",3,1,"Yes","No difficulty",55,0,0,0,0,384,45,0,30,0,0,0,448,0,62,57,359,330,29,0,45,0,0,384
"20161210161902","Massachusetts",80,"Female","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$7,500 to $9,999",1,0,"No","Has difficulty",0,0,0,0,0,1020,60,0,0,0,0,0,0,0,0,60,300,300,0,0,60,0,0,1020
"20160301162234","Michigan",60,"Female","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$35,000 to $39,999",4,1,"Yes","No difficulty",155,98,0,0,0,383,60,0,0,105,11,0,0,0,0,103,525,450,75,0,60,0,0,383
"20160201161693","Kansas",51,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",45,"$75,000 to $99,999",1,0,"No","No difficulty",0,0,0,0,0,403,30,0,0,0,0,0,233,0,0,264,510,510,0,0,30,0,0,403
"20160201161097","Florida",78,"Male","Native, Born in USA","Married","Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$150,000 and over",2,0,"No","No difficulty",111,0,0,0,40,359,170,0,3,0,130,0,0,0,0,17,610,540,70,0,130,0,0,359
"20160301161325","California",16,"Female","Native, Born in USA","Never married","No answer","No","Unemployed, Looking","No answer","No answer","No answer","No answer",NA,"$12,500 to $14,999",4,1,"Yes","Has difficulty",21,138,0,0,0,300,20,0,0,0,90,60,60,1,0,0,750,690,60,0,20,0,60,300
"20160111151181","Wisconsin",16,"Female","Native, Born in USA","Never married","No answer","No","Employed","No","Private, for profit","No answer","Part time",8,"$75,000 to $99,999",5,1,"Yes","No difficulty",110,0,105,0,60,70,65,0,0,0,0,545,0,0,0,5,480,410,70,0,65,435,110,70
"20160908161109","Texas",71,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",60,"$150,000 and over",2,0,"No","No difficulty",80,0,0,0,220,300,110,0,0,0,85,0,30,0,0,110,505,465,40,0,110,0,0,300
"20160908161485","Tennessee",62,"Male","Native, Born in USA","Married","Veteran","No","Employed","No","Self-employed, incorporated","No answer","Full time",36,"$20,000 to $24,999",3,1,"Yes","No difficulty",35,0,0,10,0,435,75,0,0,0,40,0,0,0,90,105,650,590,60,0,75,0,0,435
"20160605162007","New Mexico",61,"Female","Native, Born in USA","Divored","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$25,000 to $29,999",1,0,"No","No difficulty",90,0,0,0,0,553,90,0,0,0,60,0,0,0,0,62,585,510,75,0,90,0,0,553
"20160202162057","Illinois",76,"Female","Foreign born, US citizen","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$15,000 to $19,999",1,0,"No","Has difficulty",60,0,0,0,60,305,80,0,0,0,0,0,0,0,0,265,670,640,30,0,80,0,0,305
"20160302162354","Wisconsin",34,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Self-employed, incorporated","No answer","Full time",60,"$75,000 to $99,999",5,3,"Yes","No difficulty",190,0,0,0,0,150,75,0,0,0,0,0,420,0,90,0,515,515,0,0,75,0,0,150
"20161110161834","Tennessee",60,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Full time",40,"$100,000 to $149,999",2,0,"No","No difficulty",0,0,0,0,0,180,135,0,0,0,0,0,300,0,0,525,300,300,0,0,135,0,0,180
"20161009161194","Alabama",69,"Female","Native, Born in USA","Divored","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$10,000 to $12,499",1,0,"No","Has difficulty",2,0,0,0,0,857,20,0,0,0,0,0,0,0,0,12,549,525,20,4,20,0,0,857
