"timestamp","calories","sat_fat","sodium","sugar","carbs","total_fat","healthy_level","serving_size","ingredients","name","salty_sweet"
2013-10-21 17:59:00,70,0,0,15,17,0,"Neither healthy nor unhealthy",2,"fruit, water, sugar","mixed fruit del monte","Sweet"
2013-09-16 20:57:00,190,4,150,3,6,16,"Slightly healthy",1,"Roasted peanuts, sugar, palm oil","Skippy peanut butter","Salty"
2013-10-03 22:48:00,190,3,150,3,7,16,"Neither healthy nor unhealthy",1,"Roasted peanuts,","Peanut butter","Sweet"
2013-10-26 15:22:00,150,2,250,1,13,10,"Slightly Unhealthy",1,"Milk, corn, niacin","Cheetos","Salty"
2013-10-08 09:04:00,70,0,85,16,16,1,"Neither healthy nor unhealthy",1,"sugar corn wheat","Apple jaks","Sweet"
2013-10-10 10:01:00,150,1,180,1,18,8,"Neither healthy nor unhealthy",1,"whole corn, vegetable oil, corn","Doritos","Salty"
2013-09-27 16:35:00,160,2,140,14,25,7,"Neither healthy nor unhealthy",1,"Sugar, un bleached enriched flour , cobalamin oil","Oreos","Sweet"
2013-10-10 09:39:00,130,1,190,3,24,4,"Neither healthy nor unhealthy",1,"dried potatoes, corn starch, corn oil","baked lays sour cream and onion","Salty"
2013-10-21 18:09:00,113,3,12,13,15,5,"Neither healthy nor unhealthy",2,"sugar, peanuts, flavors","marzipan chocolate","Sweet"
2013-09-27 09:47:00,160,3,160,4,18,9,"Neither healthy nor unhealthy",13,"Unbleached enriched flour, Niacin, reduced iron.","Rita bits","Salty"
2013-10-23 16:14:00,200,70,120,21,29,8,"Slightly Unhealthy",1,"1.sugar 2.strawberry 3.syrup","gansito","Sweet"
2013-09-26 09:51:00,120,0,200,2,21,0,"Slightly Unhealthy",10,"Dehydrated potatoes modified foodStarch corn oil","Baked ruffles original","Salty"
2013-09-16 12:35:00,250,6,5,4,3,6,"Neither healthy nor unhealthy",2,"toasted rice flavoringpaml oil","rice crispy","Sweet"
2013-10-02 09:17:00,100,5,0,14,22,1,"Unhealthy",3,"Sugar vegetable, sorbitol humectant, modified food starch","Mamba","Sweet"
2013-10-02 09:38:00,160,2,250,0,0,11,"Unhealthy",20,"enriched corn meal,ferrous sulfate, niacin","cheetos","Salty"
2013-10-05 21:23:00,190,0,230,17,46,1,"Healthy",20,"whole grain wheat , raisins, wheat bran","raisin bran","Sweet"
2013-10-30 18:00:00,170,1,85,26,33,2,"Neither healthy nor unhealthy",1,"Low fat milkSugar Strawberries","Yoplait yogurt","Sweet"
2013-10-26 16:57:00,40,0,390,1,2,1,"Neither healthy nor unhealthy",1,"Water,dextrose,salt","Premium deli ham smoked","Salty"
2013-10-07 20:28:00,190,4,830,1,9,7,"Neither healthy nor unhealthy",1,"wheat flour,reduced iron,salt","ramen soup","Salty"
2014-01-22 19:19:00,95,0,2,19,25,0,"Healthy",1,"Water, proteins, vitamins","Apple","Sweet"
2013-10-05 15:13:00,150,1,5,18,34,1,"Unhealthy",5,"corn syrup,wheat flour,sugarsugar","sour punch twist","Sweet"
2013-11-10 16:25:00,150,0,3,39,0,0,"Unhealthy",1,"Carbonated water sugar caramel","Coca cola","Sweet"
2013-09-28 20:54:00,140,1,290,1,20,5,"Slightly healthy",5,"enriched floor,wheat floor,soybean oil","gardettos","Salty"
2013-10-31 07:02:00,170,5,180,9,25,3,"Neither healthy nor unhealthy",1,"Whole Grain Wheat, Sugar, Rice Flour, Rice Bran and/or Canola Oil","Cinnamon Toast Crunch","Sweet"
2013-10-10 09:52:00,200,1,210,13,42,2,"Unhealthy",1,"Brownie mix, corn starch, salt","Brownie","Sweet"
2013-10-10 08:33:00,130,5,85,9,26,3,"Slightly healthy",1,"Wheat flour, naicin, reduced iron","Quaker Cereal Bars","Sweet"
2013-10-04 09:31:00,70,0,55,19,19,0,"Neither healthy nor unhealthy",4,"WATER, HIGH FRUCTOSE CORN SYRUP, CITRIC ACID","Brisk melon strawbery","Sweet"
2013-10-18 11:01:00,14,0,0,2,0,49,"Slightly Unhealthy",1,"sugartamarind pulpcorn syrup","pulparindo","Salty"
2013-10-05 15:09:00,140,2,50,19,30,2,"Neither healthy nor unhealthy",4,"corn syrup,sugar,palm oiloil","laffy taffy","Sweet"
2013-11-01 23:34:00,140,0,45,39,39,0,"Unhealthy",2,"carbonated water, high fructose corn syrup , caramel color","coca - cola","Sweet"
2013-10-13 19:11:00,130,1,140,18,27,2,"Slightly Unhealthy",1,"sugar, popcorn; corn syrup solids","the popcorn factory","Sweet"
2013-10-02 17:18:00,90,1,85,8,18,2,"Neither healthy nor unhealthy",1,"Cereal whole grain wheat sugar","Cereal bar","Sweet"
2013-10-02 17:35:00,180,2,260,0,20,80,"Slightly Unhealthy",1,NA,"Cheez it's","Salty"
2013-10-24 19:48:00,150,3,420,0,17,8,"Unhealthy",4,"corn,oil,chili powder","takis","Salty"
2013-10-24 19:30:00,290,2,2,2,36,14,"Unhealthy",1,"Corn vegetable oil, Salt, Cheddar cheese","Munchies","Salty"
2013-10-10 09:25:00,240,4,150,15,34,11,"Slightly Unhealthy",1,"Enriched flour and bleached wheat flour, niacin, reduced iron","Mini sandwich cremes","Sweet"
2013-09-15 07:11:00,150,2,300,1,13,10,"Unhealthy",1,"Enriched corn meal, vegetable oil, flaming hot seasoning","Hot Cheetos Puffs","Salty"
2013-10-23 21:51:00,50,0,15,11,12,0,"Healthy",1,"WaterSugar Skim Milk Powder","Yakult","Sweet"
2013-09-27 12:03:00,140,2,90,10,29,4,"Unhealthy",1,"Chicory root extract, semi sweetener, chocolate chips","Fiber One","Sweet"
2013-10-14 20:06:00,60,0,0,16,16,0,"Slightly healthy",3,"Sugar, fructose, citric acis","Kool-Aid","Sweet"
2013-11-05 16:30:00,45,6,30,28,32,10,"Slightly Unhealthy",1,"Sugar,chocolate,skim milk","m&m's","Sweet"
2013-09-27 15:10:00,100,0,10,24,25,0,"Slightly Unhealthy",3,"Filtered water, high fructose, corn syrup","Arizona","Sweet"
2013-10-05 19:16:00,40,0,15,9,10,0,"Healthy",1,"water , high fructose corn syrup , citric acid","icesticks","Sweet"
2013-10-06 22:22:00,100,5,75,8,19,20,"Slightly healthy",1,"Granola, brown sugar, crispy rice","granola bars","Sweet"
2013-11-02 10:11:00,150,3,95,22,0,7,"Slightly Unhealthy",1,"enriched flour, bleached wear flour,niacin","mini sandwich cremes","Sweet"
2013-10-17 17:29:00,120,2,390,1,21,3,"Neither healthy nor unhealthy",3,"Enriched,sodium,flour","Saladitas gamesa","Salty"
2013-10-03 06:42:00,160,3,110,11,22,8,"Unhealthy",4,"unblrached enriched flour,niaciin,reduced iron","chips ahoy","Sweet"
2013-10-22 09:43:00,0,1,160,0,16,160,"Slightly Unhealthy",1,"Corn, corn oil, salt","Fritos","Salty"
2013-10-14 09:59:00,150,2,230,0,18,9,"Neither healthy nor unhealthy",1,"corn, vegetable oil, canola","doritos","Salty"
2013-10-03 15:11:00,65,0,1,13,17,0,"Slightly healthy",1,NA,"Apple","Sweet"
2013-10-03 22:16:00,80,3,190,0,1,6,"Neither healthy nor unhealthy",1,"Parurizied milk, cheese cultures, salt","Stringsters","Salty"
2013-10-13 12:14:00,130,3,150,13,13,5,"Slightly healthy",16,"cow","milk","Sweet"
2013-10-10 08:18:00,60,0,15,14,15,0,"Neither healthy nor unhealthy",2,"Apple juice, Malic Acid, Citric acid","Apple berry juice","Sweet"
2013-10-10 08:25:00,160,2,160,0,16,10,"Slightly Unhealthy",1,"Corn,corn oil, salt","Fritos brand","Salty"
2013-10-14 20:14:00,120,0,105,9,27,0,"Neither healthy nor unhealthy",1,"Milled corn, sugar, soluble corn fiber","Corn Pops","Sweet"
2013-10-03 22:07:00,190,7,200,18,28,7,"Neither healthy nor unhealthy",9,"Yogurt coating, juice, yogurt powder","Yogurt pretzels","Sweet"
2013-09-27 16:04:00,330,7,1290,1,42,15,"Slightly Unhealthy",1,"enriched wheat flour, salt, dried green peas","cup noodles","Salty"
2013-10-10 10:09:00,150,0,40,40,40,0,"Unhealthy",1,"carbonated watersugarcaramel color","pepsi","Sweet"
2013-11-01 16:16:00,290,110,110,77,77,38,"Slightly Unhealthy",1,"Carbonated water,high fructose,corn syrup","Cherry soda","Sweet"
2013-09-30 07:39:00,220,1,130,29,35,2,"Healthy",1,"apple juice,banana puree,strawberry puree","naked","Sweet"
2013-10-04 22:55:00,250,10,180,16,28,15,"Neither healthy nor unhealthy",1,"Sugar, flower, riboflavin","Donuts","Sweet"
2013-10-16 14:29:00,160,2,290,1,15,10,"Neither healthy nor unhealthy",3,"Enriched corn meal","Cheetos","Sweet"
2013-10-02 21:18:00,190,4,830,1,26,7,"Slightly healthy",2,"Salt, sugar , enriched wheat flour","Ramen noodle soup","Salty"
2013-10-17 11:17:00,140,0,110,3,23,4,"Healthy",1,"Enriched Yellow Corn, Sunflower Oil, and Sugar","Popcorners","Salty"
2013-10-28 16:58:00,25,45,46,59,67,6,"Neither healthy nor unhealthy",1,"Sucrose,corn syrup,water","Centrum","Sweet"
2013-10-01 16:42:00,250,9,150,20,33,12,"Unhealthy",1,"milk, cream, sugar","Chocolate Lovers Big Bipper Icecream Cone","Sweet"
2013-10-12 13:24:00,60,0,40,10,11,1,"Neither healthy nor unhealthy",1,"cultured grade a low fat milk,  water,  sugar","danimals smoothie","Sweet"
2013-10-17 17:27:00,130,0,0,29,33,0,"Healthy",2,"cranberries, sugar, refined sunflower oil is used as  processing aid","dried cranberries","Sweet"
2013-09-22 14:29:00,150,5,130,1,16,25,"Unhealthy",3,"Patatoes , Vegetable Oil , Jalepeno Seasoning","Kettle Cooked Jalapeno","Salty"
2013-10-08 08:44:00,0,6,35,27,29,9,"Slightly healthy",1,"milk chocolate sugar coca butter","chocolat","Sweet"
2013-10-10 09:44:00,270,4,240,23,41,11,"Unhealthy",1,"Sugar, flour, salt","Oreo","Sweet"
2013-10-20 13:48:00,60,2,45,8,12,2,"Neither healthy nor unhealthy",3,"Corn agrupacií_n, sugar, milk","nips coffee","Sweet"
2013-09-14 09:56:00,180,6,790,0,1,16,"Neither healthy nor unhealthy",1,"Pork with ham, salt water modified potatoe","Spam","Salty"
2013-10-03 09:26:00,140,0,0,38,65,0,"Unhealthy",1,"Water, high fructose corn syrup, citric acid","Sprite","Sweet"
2013-10-04 17:04:00,160,2,290,1,14,11,"Unhealthy",1,"ebruched corn meal, vegetable oil, cheese seasoning","chetto cheese puffs","Salty"
2013-10-24 19:23:00,120,0,220,3,23,2,"Neither healthy nor unhealthy",3,"Enriched wheat flour,malted barley flour,niacin","Golden pride hot dogs","Sweet"
2013-10-22 18:09:00,160,2,260,0,13,11,"Unhealthy",1,"enriched corn meal, niacin, thiamin mononitrate","cheetos plamin hot Limon","Salty"
2013-10-10 08:32:00,200,2,260,19,35,0,"Neither healthy nor unhealthy",1,NA,"Pop tarts","Sweet"
2013-10-08 08:36:00,200,14,35,27,29,9,"Unhealthy",1,"Vitamin A vitamin C calcium","Lanmontahne","Sweet"
2013-10-28 21:46:00,160,15,250,0,13,11,"Slightly Unhealthy",1,"corn meal, ferrous sulfate, niacin","cheetos","Salty"
2013-10-12 12:06:00,90,1,105,8,17,2,"Slightly Unhealthy",1,"Toasted rice cereal, marshmellow, fructose","rice crispy treats","Sweet"
2013-10-22 18:04:00,150,1,180,1,18,8,"Unhealthy",1,"maltodextrin,corn, vegetable oil","doritos cool ranch","Salty"
2013-10-10 09:10:00,160,2,310,1,18,9,"Slightly Unhealthy",1,"enriched corn meal, vegetable oil, sugar","chesters","Sweet"
2013-10-21 19:39:00,160,4,130,11,23,6,"Slightly healthy",5,"Brown Sugar,Palm Oil and Cocoa","Emperador Cookies","Sweet"
2013-11-01 20:47:00,26,0,0,21,0,0,"Healthy",1,"water sugar gelatin","gelatin snack","Sweet"
2013-10-02 17:20:00,190,3,350,5,24,80,"Neither healthy nor unhealthy",1,"Enriched flour iron thiamin monotrate","Cracker sandwiches","Salty"
2013-10-10 08:05:00,210,5,150,21,24,13,"Neither healthy nor unhealthy",1,"Milk chocolate,peanuts,sugar","Reese's","Sweet"
2013-10-26 23:15:00,210,4,110,25,30,10,"Unhealthy",1,"Milk chocolate, skim milk, lactose","Snickers Almond Chocolate Bar","Sweet"
2013-10-29 06:46:00,190,2,190,12,34,5,"Slightly Unhealthy",2,"Enriched flour, wheat, reduced iron","Pop tarts hot fudge sundae","Sweet"
2013-10-29 07:02:00,80,2,160,12,14,3,"Neither healthy nor unhealthy",1,"Protein chocolate milk choclate","Nestlí© hot choclate","Sweet"
2013-10-01 21:08:00,140,45,140,39,39,0,"Slightly Unhealthy",5,"carbonated water, high fructose corn syrup, caramel color","Coca-Cola","Sweet"
2013-10-24 10:03:00,110,1,50,19,22,2,"Slightly healthy",2,"skim milk, milk, sugar","yoplait frozen yogurt","Sweet"
2013-10-29 21:39:00,170,2,55,18,30,4,"Unhealthy",1,"Sugar Wheat flowerStrawberry purí©e","Sponch","Sweet"
2013-09-30 09:47:00,170,2,370,1,21,9,"Neither healthy nor unhealthy",1,"Enriched corn meal, ferrous sulfate, niacin","Funyuns","Salty"
2013-10-10 09:52:00,6,6,7,80,55,5,"Neither healthy nor unhealthy",20,"juciyjuciy","snadwich cookies","Salty"
2013-09-28 12:58:00,110,0,15,24,27,0,"Healthy",8,"filtered waterconcentrated orange juicetricalcium phosphate","orange juice","Sweet"
2013-09-27 17:25:00,350,3,780,2,43,18,"Unhealthy",13,"enriched corn meal,vegetable oil,saltsalt","funyuns flamin hot","Salty"
2013-09-26 09:08:00,250,25,490,1,28,14,"Slightly Unhealthy",1,"Enriched corn meal, ferrous sulfate, niacin","Hot fries","Salty"
2014-01-10 14:12:00,62,0,2,15,16,0,"Healthy",1,"grape","grape","Sweet"
2013-09-26 20:03:00,110,1,115,13,20,3,"Slightly Unhealthy",1,"Water, nonfat milk, sugar","Snack Pudding","Sweet"
2013-10-25 10:41:00,210,6,20,28,29,10,"Neither healthy nor unhealthy",1,"sugar, cocoa butter, unsweetenedchocolate","milk Chocolate","Sweet"
2013-09-24 21:22:00,150,3,65,13,22,50,"Unhealthy",1,"Sugar,corn syrup,wheat flour","Star Crunch","Sweet"
2013-09-29 16:12:00,230,7,0,10,17,19,"Neither healthy nor unhealthy",1,"Dark chocolate , sugar, cocoa butter","Dark chocolate almonds","Sweet"
2013-11-02 15:40:00,150,70,0,0,20,0,"Slightly Unhealthy",1,"Corn,masa,flour","Takis","Salty"
2013-10-02 11:00:00,320,3,500,1,30,22,"Neither healthy nor unhealthy",1,"Enriched corn meal, ferrous sulfate, niacin","Hoy Cheetos","Salty"
2013-10-10 08:09:00,5,0,0,0,1,0,"Neither healthy nor unhealthy",1,"Sorbitol,gum base,xylitol","Trident","Sweet"
2013-10-06 13:41:00,200,0,0,53,53,0,"Neither healthy nor unhealthy",2,"Pure maple syrup","Pure maple syrup","Sweet"
2013-10-10 09:47:00,200,19,19,50,18,200,"Neither healthy nor unhealthy",1,"0chocolate,chip,flourflour","brownie","Salty"
2013-09-16 20:52:00,120,0,135,0,19,4,"Slightly healthy",1,"Enriched unbleached wheat flour, water, yeast","Pita bite crackers","Salty"
2013-09-29 18:00:00,80,1,105,1,10,4,"Slightly Unhealthy",1,"Wheat flour, vegtable oil,sugar","Ritz","Salty"
2013-10-29 21:04:00,80,0,150,21,21,0,"Slightly healthy",12,"water, fructose corn syrup, 0.5 citric acid","powerade","Sweet"
2013-10-18 11:17:00,3,7,8,6,6,8,"Neither healthy nor unhealthy",4,"water","powerade","Sweet"
2013-10-10 10:18:00,150,3,420,0,17,8,"Unhealthy",4,"corn masa floursoybeaniodized salt","takis","Salty"
2013-10-18 06:45:00,10,4,3,14,11,7,"Slightly healthy",1,"water gelatin suger","gelatin","Sweet"
2013-10-02 09:19:00,160,15,250,0,13,11,"Slightly Unhealthy",1,"Corn meal, sulfate, niacin","Cheetos crunchy flying hot","Salty"
2013-10-05 15:20:00,100,1,75,7,17,4,"Neither healthy nor unhealthy",2,"enriched bleached flour,niacib,reduced iron","pecan spinwheels","Sweet"
2013-10-22 19:59:00,140,10,180,3,44,120,"Slightly Unhealthy",2,"potatoes, vegetables,cheder","chips","Sweet"
2013-09-30 08:41:00,660,15,1449,8,40,41,"Neither healthy nor unhealthy",1,"bacon, sourdough buns, tomatoes","Sourdough Jack Melt (jack in the box)","Salty"
2013-09-30 22:53:00,110,0,45,10,20,3,"Healthy",1,"stone ground whole wheat flour dried cane syrupbrown rice syrup","fig bar","Sweet"
2013-10-10 08:15:00,2,0,0,2,2,0,"Neither healthy nor unhealthy",4,"gum base, dextrose, and corn syrup","winter fresh bubble gum","Sweet"
2013-09-30 21:25:00,420,5,350,30,69,14,"Slightly Unhealthy",1,"enriched flour, wheat flour, niacin, reduced iron","pop tarts","Sweet"
2013-10-20 13:59:00,130,0,210,2,21,4,"Slightly Unhealthy",2,"enriched wheat flour, niacinamide, reduced iron","snack mix","Sweet"
2013-09-29 15:45:00,140,0,75,11,23,4,"Neither healthy nor unhealthy",2,"Wheat Flour, Eggs, Butter(Milk)","Magic Melt Rosquillos","Sweet"
2013-09-27 16:15:00,0,0,110,0,0,0,"Unhealthy",1,"water, red pepper , salt","tapatio","Salty"
2013-09-24 09:20:00,140,2,90,10,29,4,"Unhealthy",1,"Chicory root extract, semisweet chocolate chips,& while grain oats","Fiber 1 bar","Sweet"
2013-10-13 12:19:00,180,100,160,21,21,0,"Slightly healthy",5,"punch, water,sugar","gatorade","Sweet"
2013-10-22 14:21:00,150,4,380,3,10,9,"Neither healthy nor unhealthy",2,"Ham, Water, contains less than 2% of sodium lactate","Lunchables","Salty"
2013-10-26 19:05:00,170,0,0,10,28,1,"Neither healthy nor unhealthy",1,"corn flour,  sugar, whole grain oat flour","honey comb cereal","Sweet"
2013-10-04 16:45:00,50,0,200,0,2,5,"Neither healthy nor unhealthy",1,"Water, Spinach, Sunflower Oil","Spinach Dip","Salty"
2013-10-27 13:33:00,210,6,20,28,29,10,"Slightly Unhealthy",1,"Milk chocolate, sugar, cocoa butter , unsweetened chocolate, skim milk","Milk chocolate","Sweet"
2013-10-10 10:07:00,130,1,180,2,20,5,"Unhealthy",1,"cornmealpotato flakessunflower oil","baked fries","Salty"
2013-10-03 22:19:00,40,0,10,10,10,0,"Neither healthy nor unhealthy",1,"Filtered water, cane juice, natural flavors","Steaz","Sweet"
2013-09-14 18:03:00,200,1,330,1,30,8,"Unhealthy",1,"Enriched Corn Meal , Ferrous Sulfate , Niacin","Baked Hot Cheetos","Salty"
2013-11-01 23:17:00,125,4,50,0,0,5,"Slightly Unhealthy",2,"wheat flour, sugar, corn syrup","choco pie","Sweet"
2013-10-05 23:08:00,0,0,110,0,0,0,"Neither healthy nor unhealthy",1,"water, red peppers, thoughts","Tapatio","Salty"
2013-10-14 12:08:00,140,0,620,0,16,70,"Unhealthy",1,"enriched flour , iron,salt","sabritones","Salty"
2013-10-24 16:09:00,140,1,240,0,18,7,"Neither healthy nor unhealthy",1,"Corn meal ferrous sulfate niacin","Funyuns","Salty"
2013-10-17 21:17:00,270,6,100,40,41,9,"Neither healthy nor unhealthy",1,"cream, sugar, non fat dry milk","yogurt","Sweet"
2013-09-26 20:44:00,180,3,120,13,30,6,"Slightly healthy",1,"gronola, whole grain wheat soybeans","big chewy granola bars","Sweet"
2013-10-01 16:05:00,140,15,280,1,16,8,"Unhealthy",1,"Corn meal, ferrous, sulfate","Chips( hot fries)","Salty"
2013-10-15 20:37:00,290,3,370,2,29,18,"Unhealthy",1,"potatoes vegetable oil lemon seasoning","Lemon lays","Salty"
2013-09-23 06:45:00,120,0,0,23,29,0,"Healthy",1,"Apple juice,mango juice,orange juice","naked","Sweet"
2013-11-03 22:41:00,190,1,160,12,29,6,"Slightly healthy",1,"Whole Grain oats, sugar, canola oil","Nature Valley granola bars","Sweet"
2013-10-04 20:38:00,160,2,250,0,13,11,"Unhealthy",5,"Enriched corn meal,sulfate,niacin","cheetos flamin hot","Salty"
2013-09-16 19:37:00,120,4,170,0,16,5,"Unhealthy",1,"Wheat Flour, Vegetable Shortening,(Fully Hydrogenated Coconut and Palm Oils)","Sky Flakes","Salty"
2013-10-12 14:37:00,160,1,55,4,8,14,"Neither healthy nor unhealthy",1,"Non-GMO sun flower kernels, sugar, sunflower oil","sun flower honey roasted all natural kernels","Salty"
2013-10-26 18:58:00,330,7,170,23,50,12,"Neither healthy nor unhealthy",1,"wheat flour, sugar, chocolate liquor","pocky","Sweet"
2013-10-08 08:53:00,160,10,290,1,13,16,"Unhealthy",1,"Vitamin A vitamin C calcium","Cheetos cheddar jalapeí±o","Salty"
2013-10-02 11:59:00,120,0,15,26,26,0,"Slightly Unhealthy",2,"Vitamin C vitamin A iron","Apple juice","Sweet"
2013-10-11 14:58:00,0,0,120,8,21,4,"Healthy",1,"whole wheat flour, enriched flour, canola oil","berly bears crackers","Sweet"
2013-10-10 12:47:00,130,1,190,3,24,4,"Unhealthy",1,"0","Backed lays","Salty"
2013-10-10 08:03:00,200,1,330,1,30,8,"Slightly Unhealthy",1,"Enriched Corn Meal Sulfate, Niacin, Thiamin Mononitrate","Hot Cheetos Baked","Salty"
2013-10-10 09:28:00,110,0,75,11,12,6,"Unhealthy",1,"Milk chocolate sugar","Tootsie roll","Sweet"
2013-09-14 10:05:00,190,0,4,17,41,0,"Slightly Unhealthy",1,"Corn syrup, sugar, gelatin","Sour worms","Salty"
2013-10-10 09:41:00,210,2,320,3,27,9,"Neither healthy nor unhealthy",1,"whole corn, whole wheat, brown rice flour","sun chips harvest cheddar","Salty"
2013-10-10 10:15:00,240,4,150,15,34,11,"Neither healthy nor unhealthy",1,"enriched flour,  bleached wheat flour,  niacin","grandma's mini sandwiches cremes","Sweet"
2013-09-30 08:51:00,70,0,15,19,19,0,"Unhealthy",10,"water , high fructose corn syrup , less than 2% adcorbic acid","Kool-Aid Jammers","Sweet"
2013-10-09 22:57:00,50,0,120,13,13,13,"Slightly Unhealthy",1,"carbon nitrogen .water .surose","monster m-3","Sweet"
2013-10-08 09:00:00,160,8,200,0,16,8,"Slightly Unhealthy",1,"maiz aces vegia","doritos","Salty"
2013-09-17 20:09:00,160,0,70,43,43,0,"Unhealthy",1,"carbonated water , high fructose syrup , citric acid","crush (orange)","Sweet"
2013-09-21 16:20:00,190,4,170,6,14,12,"Slightly healthy",1,"peanuts, corn syrup, honey","Nature valley","Salty"
2013-10-02 18:05:00,150,2,160,24,25,3,"Healthy",1,"0low-fat sugarcocoa process with alkali","nesquik","Sweet"
2013-10-03 09:53:00,200,0,65,55,55,0,"Slightly Unhealthy",1,"Water high fructose corn syrup caramel color","Coca cola","Sweet"
2013-10-10 10:02:00,160,2,250,0,13,11,"Unhealthy",1,"Enriched corn mealFerrous sulfateNiacin","Cheetos Flaming Hot crunchy","Salty"
2013-10-25 07:10:00,170,25,140,12,20,9,"Neither healthy nor unhealthy",2,"Roasted peanuts, corn syrup, high maltose, sugar ,","Nature valley","Salty"
2013-10-10 08:34:00,150,3,420,0,17,12,"Neither healthy nor unhealthy",4,"hot chili pepper,lime corn snack","takis","Salty"
2013-09-27 15:58:00,200,2,100,32,37,5,"Slightly Unhealthy",1,"brewed Starbucks coffee, reduced fat, milk","starbucks frappuccino","Sweet"
2013-11-01 23:06:00,8,0,35,27,27,0,"Slightly Unhealthy",1,"filtered water, high fructose corn syrup, apple juice concentrate","applelicious","Sweet"
2013-10-10 09:44:00,120,0,5,5,3,1,"Neither healthy nor unhealthy",1,"unions, rings, buttermilkbuttermilk","funyuns","Salty"
2013-10-10 09:57:00,170,2,370,1,21,70,"Unhealthy",1,"Enriched corn meal, vegetable oil, salt","Funyuns","Salty"
2013-10-08 20:16:00,140,1,210,0,16,8,"Unhealthy",9,"corn, vegetable oil , salt","Doritos","Salty"
2013-10-23 19:24:00,90,2,80,6,11,5,"Neither healthy nor unhealthy",4,"enriched wheat flower, niacin, reduced iron","chocolate chip cookies","Sweet"
2013-10-10 08:21:00,80,0,150,21,22,0,"Unhealthy",6,"Niacin vitamin B6 vitamin B12","Power radar","Salty"
2013-10-10 19:57:00,220,1,15,2,40,3,"Neither healthy nor unhealthy",1,"semolina, durum flour,  egg yolks","egg noodles","Sweet"
2013-10-10 09:12:00,120,0,15,30,0,0,"Neither healthy nor unhealthy",2,"Filtered waterGrapeSugar","Langer grape drink","Sweet"
2013-11-06 21:31:00,0,0,0,0,0,0,"Healthy",1,"Nothing","Water","Sweet"
2013-10-02 09:15:00,57,25,120,13,32,11,"Slightly Unhealthy",1,"Flour, wheat, reduced iron","Raspberry cookies","Sweet"
2013-10-08 18:47:00,200,20,0,1,1,31,"Unhealthy",1,"Vitamin A vitamin C calcium","Pecan","Salty"
2013-10-01 21:38:00,154,3,27,15,21,7,"Slightly healthy",2,"Sugar, Wheat Flour, Palm Oil","Biscotto","Sweet"
2013-11-04 16:24:00,162,1,0,1,6,14,"Healthy",1,"Almonds","Almonds","Sweet"
2013-09-18 19:24:00,130,1,95,8,20,35,"Slightly healthy",1,"whole wheat flour, enriched flour, thiamine","whole grain jungle crackers","Sweet"
2013-10-10 10:06:00,200,5,90,11,28,8,"Neither healthy nor unhealthy",2,"whole grain, brown sugar, canola oil","harvest crunch","Sweet"
2013-10-02 09:22:00,150,0,40,40,40,0,"Unhealthy",1,"Sugar, carbonated water , caramel color","Pepsi","Sweet"
2013-10-18 11:11:00,160,8,0,0,0,1,"Unhealthy",2,"0","Hot cheetes","Sweet"
2013-10-02 08:50:00,160,8,250,0,13,11,"Unhealthy",4,"Fat carbohydrate protein","Cheetos Crunchy Flamin Hot","Salty"
2013-10-10 08:40:00,130,1,65,10,28,35,"Neither healthy nor unhealthy",1,"Whole grain billed cars","Fiber one","Sweet"
2013-10-05 22:54:00,260,2,580,6,47,4,"Neither healthy nor unhealthy",1,"cheese sauce, milk fat, milk protein","macaroni and cheese","Sweet"
2013-10-02 09:16:00,50,0,0,13,13,0,"Neither healthy nor unhealthy",3,"water, lemon, sugar","vitamin water","Sweet"
2013-10-10 09:54:00,150,1,170,13,28,35,"Slightly Unhealthy",1,"Toasted rice cereal, marshmallow, corn syrup","Rice Krispies Treats","Sweet"
2013-10-27 13:39:00,170,2,110,1,4,16,"Slightly Unhealthy",1,"Sunflower seed kernels, oil, salt","Sun flower seeds","Salty"
2013-12-20 13:02:00,105,0,1,14,27,0,"Healthy",1,"banana","banana","Sweet"
2013-10-10 08:37:00,160,2,290,1,15,10,"Unhealthy",1,"Corn meal , sun flower oil  , cheddar cheese","Cheese Cheetos","Salty"
2013-10-23 21:34:00,80,1,50,9,20,5,"Healthy",1,"MarshmallowCorn SyrupRice","Cirspy Rice Treat","Sweet"
2013-10-15 15:58:00,130,0,10,29,31,0,"Neither healthy nor unhealthy",1,"Raisins","Raisins","Sweet"
2013-10-29 19:44:00,160,4,550,1,32,24,"Neither healthy nor unhealthy",1,"corn, vegtable oil, ferrous sulfate","cheetos xxxtra hot","Salty"
2013-10-24 17:53:00,68,0,45,39,39,58,"Slightly Unhealthy",6,"carbonated waterhigh fructose corn syrupcaramel color","Coca-Cola","Sweet"
2013-09-26 13:57:00,240,2,200,26,41,8,"Healthy",1,"Wheat flour, niacin, reduced iron","Banana cake","Sweet"
2013-10-03 22:44:00,130,0,240,0,19,5,"Neither healthy nor unhealthy",5,"Wheat flour, flour, niacin","La choy","Salty"
2013-09-17 19:58:00,160,15,260,0,13,9,"Unhealthy",1,"Enriched corn, vegetable oil, flamin hot seasoning","Hot cheetos","Sweet"
2013-10-30 06:55:00,420,4,350,30,69,14,"Slightly Unhealthy",1,"enriches flour , sugar , soybean","pop tarts brown sugar cinnamon","Sweet"
2013-10-09 08:43:00,150,0,20,19,34,0,"Unhealthy",1,"Vitamin A vitamin C calcium","Gummy bears","Salty"
