Date,City,CO,NO2,SO2,O3,PM2.5,PM10,Type
2024-05-03 16:00:00+00:00,Delhi,927.0,65.8,25.1,41.0,60.8,222.6,Industrial
2024-03-28 00:00:00+00:00,Delhi,287.0,12.4,15.7,53.0,42.0,122.0,Industrial
2024-05-02 15:00:00+00:00,Delhi,539.0,33.1,15.8,103.0,53.2,254.3,Industrial
2024-02-17 17:00:00+00:00,Delhi,1599.0,64.1,48.0,23.0,81.3,123.9,Industrial
2024-05-12 14:00:00+00:00,Delhi,750.0,45.8,23.5,106.0,63.1,167.6,Industrial
2024-06-14 00:00:00+00:00,Delhi,185.0,9.2,6.3,79.0,59.0,275.7,Industrial
2024-12-31 17:00:00+00:00,Delhi,2400.0,76.5,64.1,21.0,204.0,206.8,Industrial
2024-01-10 06:00:00+00:00,Delhi,1038.0,15.6,30.5,111.0,81.3,117.3,Industrial
2024-11-16 17:00:00+00:00,Delhi,831.0,43.4,28.2,64.0,128.1,136.0,Industrial
2024-03-11 11:00:00+00:00,Delhi,587.0,28.1,26.7,182.0,42.4,78.7,Industrial
2024-11-21 21:00:00+00:00,Delhi,1328.0,76.0,35.3,10.0,156.5,160.2,Industrial
2024-09-22 21:00:00+00:00,Delhi,934.0,48.6,19.9,33.0,64.0,99.4,Industrial
2024-07-26 16:00:00+00:00,Delhi,1432.0,108.5,46.7,24.0,91.3,133.2,Industrial
2024-02-27 01:00:00+00:00,Delhi,652.0,28.0,26.3,39.0,44.2,72.2,Industrial
2024-01-10 05:00:00+00:00,Delhi,1070.0,17.5,29.3,92.0,81.0,116.9,Industrial
2024-09-03 21:00:00+00:00,Delhi,424.0,24.7,18.7,41.0,31.0,44.6,Industrial
2024-05-07 07:00:00+00:00,Delhi,414.0,6.1,27.1,261.0,60.1,167.6,Industrial
2024-08-05 05:00:00+00:00,Delhi,251.0,8.3,15.3,94.0,19.7,27.9,Industrial
2024-05-01 03:00:00+00:00,Delhi,326.0,12.3,12.0,104.0,102.2,439.6,Industrial
2024-05-06 11:00:00+00:00,Delhi,225.0,4.1,7.0,160.0,25.9,129.9,Industrial
2024-07-21 08:00:00+00:00,Delhi,312.0,6.6,24.5,198.0,57.3,82.4,Industrial
2024-11-21 11:00:00+00:00,Delhi,790.0,49.0,34.4,129.0,48.7,50.5,Industrial
2024-01-10 23:00:00+00:00,Delhi,972.0,13.0,16.7,54.0,84.8,122.0,Industrial
2024-11-25 19:00:00+00:00,Delhi,714.0,34.8,23.3,43.0,92.7,96.4,Industrial
2024-02-29 10:00:00+00:00,Delhi,314.0,7.6,13.0,144.0,25.8,62.2,Industrial
2024-11-08 05:00:00+00:00,Delhi,1444.0,31.6,51.4,166.0,143.0,244.0,Industrial
2024-10-03 00:00:00+00:00,Delhi,503.0,20.6,11.2,39.0,42.1,91.5,Industrial
2024-07-31 12:00:00+00:00,Delhi,623.0,39.1,18.5,95.0,62.9,111.1,Industrial
2024-02-13 23:00:00+00:00,Delhi,952.0,15.5,22.9,66.0,98.3,141.6,Industrial
2024-04-17 06:00:00+00:00,Delhi,247.0,4.3,13.0,162.0,26.8,90.6,Industrial
2024-10-30 22:00:00+00:00,Delhi,744.0,42.0,23.4,39.0,77.8,149.5,Industrial
2024-09-27 00:00:00+00:00,Delhi,377.0,20.0,20.0,38.0,22.8,32.6,Industrial
2024-07-06 01:00:00+00:00,Delhi,315.0,14.3,18.6,72.0,12.1,17.1,Industrial
2024-12-20 22:00:00+00:00,Delhi,979.0,19.6,36.9,50.0,115.9,116.9,Industrial
2024-12-07 15:00:00+00:00,Delhi,962.0,156.0,116.5,8.0,185.8,187.7,Industrial
2024-10-21 04:00:00+00:00,Delhi,1070.0,38.1,37.2,115.0,92.9,152.7,Industrial
2024-08-24 16:00:00+00:00,Delhi,1130.0,81.0,35.5,22.0,71.0,101.3,Industrial
2024-03-28 06:00:00+00:00,Delhi,462.0,15.4,28.8,176.0,48.4,141.1,Industrial
2024-06-21 06:00:00+00:00,Delhi,303.0,8.5,30.5,190.0,68.7,314.8,Industrial
2024-10-30 09:00:00+00:00,Delhi,439.0,12.4,35.9,262.0,46.2,92.4,Industrial
2024-03-05 23:00:00+00:00,Delhi,417.0,10.2,14.9,57.0,45.9,90.3,Industrial
2024-08-06 09:00:00+00:00,Delhi,282.0,8.3,24.4,165.0,25.7,38.3,Industrial
2024-12-27 08:00:00+00:00,Delhi,567.0,31.4,21.5,79.0,91.5,93.8,Industrial
2024-07-22 22:00:00+00:00,Delhi,461.0,28.7,17.1,44.0,35.0,52.6,Industrial
2024-03-13 09:00:00+00:00,Delhi,305.0,6.5,19.1,168.0,27.8,72.2,Industrial
2024-01-27 23:00:00+00:00,Delhi,1472.0,40.9,39.7,21.0,82.7,125.3,Industrial
2024-03-15 07:00:00+00:00,Delhi,246.0,5.4,13.9,134.0,19.6,72.4,Industrial
2024-07-19 18:00:00+00:00,Delhi,623.0,45.5,25.3,30.0,39.2,63.6,Industrial
2024-07-13 22:00:00+00:00,Delhi,1161.0,84.1,25.9,0.0,84.8,197.9,Industrial
2024-05-25 17:00:00+00:00,Delhi,567.0,28.1,16.3,100.0,62.9,290.6,Industrial
2024-12-14 20:00:00+00:00,Delhi,781.0,24.3,22.5,53.0,52.9,53.1,Industrial
2024-08-11 05:00:00+00:00,Delhi,512.0,27.4,40.0,87.0,35.0,49.8,Industrial
2024-04-30 13:00:00+00:00,Delhi,379.0,24.8,11.0,125.0,23.2,105.0,Industrial
2024-02-14 01:00:00+00:00,Delhi,1176.0,24.0,23.6,49.0,87.8,126.2,Industrial
2024-02-14 22:00:00+00:00,Delhi,1008.0,14.3,21.2,69.0,64.0,98.0,Industrial
2024-02-01 22:00:00+00:00,Delhi,716.0,22.6,23.7,39.0,60.5,89.9,Industrial
2024-08-01 02:00:00+00:00,Delhi,376.0,26.5,23.0,49.0,30.9,46.8,Industrial
2024-10-21 16:00:00+00:00,Delhi,1997.0,105.3,54.9,31.0,125.7,204.4,Industrial
2024-10-06 03:00:00+00:00,Delhi,1278.0,58.9,30.4,84.0,63.1,148.1,Industrial
2024-10-13 11:00:00+00:00,Delhi,799.0,51.9,27.5,162.0,28.7,55.5,Industrial
2024-05-14 01:00:00+00:00,Delhi,489.0,31.4,17.5,64.0,32.9,65.4,Industrial
2024-04-29 08:00:00+00:00,Delhi,286.0,5.6,21.8,231.0,32.7,104.1,Industrial
2024-08-08 20:00:00+00:00,Delhi,709.0,53.0,29.0,23.0,44.1,62.6,Industrial
2024-07-10 17:00:00+00:00,Delhi,1272.0,90.7,32.3,21.0,92.2,137.4,Industrial
2024-12-09 08:00:00+00:00,Delhi,593.0,14.6,49.1,165.0,54.1,56.0,Industrial
2024-02-23 23:00:00+00:00,Delhi,535.0,15.5,12.1,42.0,35.5,60.8,Industrial
2024-10-03 06:00:00+00:00,Delhi,467.0,10.8,24.5,199.0,43.9,98.5,Industrial
2024-10-06 20:00:00+00:00,Delhi,564.0,29.5,16.3,45.0,39.3,105.7,Industrial
2024-03-04 18:00:00+00:00,Delhi,581.0,29.9,17.4,42.0,38.4,97.8,Industrial
2024-06-20 08:00:00+00:00,Delhi,250.0,6.8,23.0,178.0,43.4,128.1,Industrial
2024-04-25 00:00:00+00:00,Delhi,443.0,23.1,14.9,52.0,36.0,54.1,Industrial
2024-02-11 18:00:00+00:00,Delhi,1579.0,61.1,40.3,37.0,92.9,133.2,Industrial
2024-07-08 01:00:00+00:00,Delhi,344.0,17.0,16.8,67.0,28.8,48.2,Industrial
2024-05-27 07:00:00+00:00,Delhi,383.0,5.4,25.8,301.0,41.1,81.5,Industrial
2024-03-21 06:00:00+00:00,Delhi,451.0,10.0,27.7,143.0,77.8,244.9,Industrial
2024-07-28 23:00:00+00:00,Delhi,414.0,23.8,18.1,37.0,28.3,43.5,Industrial
2024-04-12 10:00:00+00:00,Delhi,273.0,6.6,15.8,201.0,30.4,82.4,Industrial
2024-09-06 00:00:00+00:00,Delhi,510.0,22.3,30.3,53.0,36.9,52.7,Industrial
2024-04-02 00:00:00+00:00,Delhi,327.0,12.8,13.4,68.0,30.6,71.7,Industrial
2024-08-01 18:00:00+00:00,Delhi,908.0,62.8,38.5,41.0,56.5,81.5,Industrial
2024-12-20 18:00:00+00:00,Delhi,1234.0,37.6,38.7,52.0,125.7,126.7,Industrial
2024-04-11 12:00:00+00:00,Delhi,391.0,19.7,15.0,146.0,35.0,88.9,Industrial
2024-02-17 14:00:00+00:00,Delhi,1103.0,54.2,31.8,55.0,63.3,95.7,Industrial
2024-03-24 03:00:00+00:00,Delhi,1259.0,57.8,28.4,48.0,71.9,172.3,Industrial
2024-03-08 15:00:00+00:00,Delhi,865.0,53.5,23.8,42.0,47.5,117.1,Industrial
2024-12-21 03:00:00+00:00,Delhi,1823.0,40.2,51.9,30.0,144.8,145.8,Industrial
2024-04-20 06:00:00+00:00,Delhi,193.0,3.6,7.7,136.0,33.4,311.1,Industrial
2024-04-17 20:00:00+00:00,Delhi,313.0,14.3,7.7,83.0,34.2,134.1,Industrial
2024-01-04 08:00:00+00:00,Delhi,1361.0,14.7,43.0,179.0,95.5,140.6,Industrial
2024-08-24 10:00:00+00:00,Delhi,332.0,9.2,22.6,177.0,31.3,44.9,Industrial
2024-05-27 12:00:00+00:00,Delhi,317.0,13.1,9.2,167.0,23.9,109.9,Industrial
2024-10-12 17:00:00+00:00,Delhi,1528.0,82.5,49.1,27.0,77.3,139.7,Industrial
2024-08-25 18:00:00+00:00,Delhi,404.0,23.0,20.0,64.0,24.8,35.9,Industrial
2024-05-15 04:00:00+00:00,Delhi,689.0,27.6,20.5,160.0,51.7,130.9,Industrial
2024-07-01 19:00:00+00:00,Delhi,668.0,47.9,25.0,49.0,54.0,123.4,Industrial
2024-07-20 12:00:00+00:00,Delhi,369.0,16.4,23.7,173.0,57.0,85.2,Industrial
2024-09-22 13:00:00+00:00,Delhi,947.0,57.8,27.8,115.0,64.0,95.2,Industrial
2024-07-26 14:00:00+00:00,Delhi,886.0,69.0,34.1,92.0,66.8,98.0,Industrial
2024-09-02 04:00:00+00:00,Delhi,391.0,16.8,23.3,102.0,32.6,47.1,Industrial
2024-07-28 21:00:00+00:00,Delhi,470.0,29.7,19.3,40.0,30.7,45.4,Industrial
2024-09-03 00:00:00+00:00,Delhi,289.0,12.4,16.1,63.0,27.5,39.7,Industrial
2024-01-28 20:00:00+00:00,Delhi,1058.0,20.8,31.6,67.0,76.4,113.4,Industrial
2024-01-22 07:00:00+00:00,Delhi,1310.0,17.5,38.4,178.0,123.4,182.1,Industrial
2024-12-05 11:00:00+00:00,Delhi,528.0,25.0,21.3,103.0,16.8,17.2,Industrial
2024-08-02 02:00:00+00:00,Delhi,414.0,25.7,21.6,68.0,23.4,33.2,Industrial
2024-08-03 04:00:00+00:00,Delhi,341.0,14.9,15.7,89.0,20.5,29.0,Industrial
2024-07-03 23:00:00+00:00,Delhi,300.0,16.7,19.1,60.0,19.8,30.7,Industrial
2024-04-27 18:00:00+00:00,Delhi,440.0,24.7,13.8,66.0,31.4,66.6,Industrial
2024-06-28 06:00:00+00:00,Delhi,405.0,20.8,26.3,104.0,18.3,26.1,Industrial
2024-07-06 10:00:00+00:00,Delhi,346.0,11.4,22.0,150.0,19.6,27.9,Industrial
2024-02-19 07:00:00+00:00,Delhi,521.0,7.3,27.0,165.0,63.3,119.7,Industrial
2024-01-25 16:00:00+00:00,Delhi,2567.0,87.2,78.3,21.0,152.3,223.1,Industrial
2024-11-19 09:00:00+00:00,Delhi,415.0,8.1,23.0,171.0,38.6,41.4,Industrial
2024-09-26 16:00:00+00:00,Delhi,644.0,43.9,25.0,38.0,30.9,44.1,Industrial
2024-04-27 08:00:00+00:00,Delhi,245.0,5.2,14.5,164.0,26.8,131.3,Industrial
2024-04-14 17:00:00+00:00,Delhi,509.0,24.0,15.8,76.0,56.3,104.8,Industrial
2024-07-15 19:00:00+00:00,Delhi,1077.0,71.3,37.6,20.0,72.4,104.1,Industrial
2024-02-22 15:00:00+00:00,Delhi,816.0,46.3,23.4,34.0,43.2,81.3,Industrial
2024-01-01 14:00:00+00:00,Delhi,1580.0,68.2,68.5,45.0,116.2,170.4,Industrial
2024-06-16 14:00:00+00:00,Delhi,358.0,23.3,11.9,97.0,52.2,311.1,Industrial
2024-05-06 23:00:00+00:00,Delhi,671.0,46.4,17.3,13.0,51.3,162.1,Industrial
2024-09-18 06:00:00+00:00,Delhi,439.0,18.8,30.5,132.0,38.4,57.7,Industrial
2024-06-21 20:00:00+00:00,Delhi,1167.0,89.6,49.0,11.0,104.1,225.8,Industrial
2024-07-19 13:00:00+00:00,Delhi,424.0,25.7,19.8,102.0,44.2,78.5,Industrial
2024-11-17 01:00:00+00:00,Delhi,1249.0,28.7,24.6,44.0,143.9,149.0,Industrial
2024-05-03 05:00:00+00:00,Delhi,379.0,10.5,14.5,166.0,32.5,71.2,Industrial
2024-07-13 05:00:00+00:00,Delhi,441.0,19.1,37.8,160.0,51.7,138.3,Industrial
2024-09-26 06:00:00+00:00,Delhi,350.0,9.1,22.3,145.0,20.6,29.6,Industrial
2024-02-18 04:00:00+00:00,Delhi,1865.0,71.3,55.3,85.0,97.1,148.1,Industrial
2024-12-25 22:00:00+00:00,Delhi,1216.0,54.2,45.6,13.0,175.6,176.5,Industrial
2024-08-28 09:00:00+00:00,Delhi,315.0,10.0,16.8,140.0,16.3,23.3,Industrial
2024-05-26 20:00:00+00:00,Delhi,529.0,33.7,15.5,60.0,55.6,200.2,Industrial
2024-12-04 09:00:00+00:00,Delhi,388.0,8.0,21.3,136.0,22.9,27.1,Industrial
2024-09-12 23:00:00+00:00,Delhi,470.0,29.7,16.0,23.0,24.6,35.0,Industrial
2024-06-26 23:00:00+00:00,Delhi,351.0,13.8,16.5,81.0,59.8,97.8,Industrial
2024-11-17 00:00:00+00:00,Delhi,963.0,23.4,23.2,51.0,139.2,144.8,Industrial
2024-08-19 00:00:00+00:00,Delhi,359.0,28.0,14.3,31.0,22.7,39.3,Industrial
2024-03-08 09:00:00+00:00,Delhi,269.0,4.4,12.7,144.0,21.7,70.3,Industrial
2024-11-19 15:00:00+00:00,Delhi,1098.0,81.2,38.3,33.0,131.8,136.9,Industrial
2024-01-15 10:00:00+00:00,Delhi,698.0,26.7,31.8,120.0,69.6,103.6,Industrial
2024-04-09 13:00:00+00:00,Delhi,418.0,23.9,13.1,115.0,27.5,69.2,Industrial
2024-04-05 23:00:00+00:00,Delhi,301.0,10.8,11.8,67.0,39.0,108.3,Industrial
2024-12-27 21:00:00+00:00,Delhi,382.0,20.9,22.3,60.0,99.9,102.0,Industrial
2024-08-23 07:00:00+00:00,Delhi,411.0,12.7,34.9,190.0,25.4,41.4,Industrial
2024-06-06 14:00:00+00:00,Delhi,481.0,35.0,17.4,76.0,70.8,291.5,Industrial
2024-06-17 07:00:00+00:00,Delhi,170.0,2.5,8.0,145.0,46.7,415.4,Industrial
2024-04-02 06:00:00+00:00,Delhi,276.0,6.4,16.0,160.0,24.7,62.4,Industrial
2024-08-03 02:00:00+00:00,Delhi,370.0,20.7,15.9,56.0,15.0,21.2,Industrial
2024-08-29 01:00:00+00:00,Delhi,387.0,23.0,17.0,38.0,18.7,27.0,Industrial
2024-10-11 06:00:00+00:00,Delhi,335.0,8.0,18.7,167.0,27.0,50.5,Industrial
2024-06-19 20:00:00+00:00,Delhi,840.0,55.4,27.4,17.0,79.6,324.1,Industrial
2024-12-12 23:00:00+00:00,Delhi,732.0,9.4,26.4,92.0,53.0,53.9,Industrial
2024-03-18 14:00:00+00:00,Delhi,1108.0,61.9,31.5,65.0,52.3,104.8,Industrial
2024-06-16 02:00:00+00:00,Delhi,321.0,16.7,11.6,81.0,52.7,204.0,Industrial
2024-08-30 04:00:00+00:00,Delhi,513.0,21.3,27.9,119.0,44.1,74.5,Industrial
2024-09-29 21:00:00+00:00,Delhi,1211.0,57.1,28.4,35.0,57.4,82.7,Industrial
2024-12-28 15:00:00+00:00,Delhi,2023.0,63.9,49.9,30.0,150.9,152.3,Industrial
2024-05-11 01:00:00+00:00,Delhi,594.0,23.6,25.3,90.0,78.7,258.0,Industrial
2024-07-15 02:00:00+00:00,Delhi,466.0,24.7,27.2,80.0,58.2,96.6,Industrial
2024-03-05 09:00:00+00:00,Delhi,312.0,5.8,14.6,144.0,29.8,83.6,Industrial
2024-10-02 20:00:00+00:00,Delhi,2130.0,89.8,57.0,8.0,102.2,224.0,Industrial
2024-04-05 08:00:00+00:00,Delhi,241.0,6.8,13.5,135.0,30.2,121.1,Industrial
2024-02-14 15:00:00+00:00,Delhi,1488.0,63.7,41.2,55.0,92.9,135.5,Industrial
2024-06-13 19:00:00+00:00,Delhi,249.0,12.8,8.6,99.0,50.3,190.9,Industrial
2024-05-23 01:00:00+00:00,Delhi,406.0,12.5,16.8,97.0,45.3,138.3,Industrial
2024-09-05 04:00:00+00:00,Delhi,549.0,24.6,38.3,120.0,39.1,56.1,Industrial
2024-11-26 22:00:00+00:00,Delhi,690.0,30.8,20.4,43.0,85.9,90.8,Industrial
2024-06-18 21:00:00+00:00,Delhi,423.0,35.0,11.2,28.0,54.5,200.2,Industrial
2024-06-01 05:00:00+00:00,Delhi,253.0,8.6,9.3,136.0,31.8,183.9,Industrial
2024-01-29 10:00:00+00:00,Delhi,937.0,32.3,56.7,223.0,87.5,131.8,Industrial
2024-05-11 04:00:00+00:00,Delhi,615.0,18.3,37.8,177.0,92.0,271.9,Industrial
2024-09-13 03:00:00+00:00,Delhi,456.0,20.4,16.2,72.0,24.1,34.9,Industrial
2024-02-09 04:00:00+00:00,Delhi,828.0,23.2,21.1,52.0,43.0,64.5,Industrial
2024-12-13 03:00:00+00:00,Delhi,1053.0,23.6,29.5,73.0,55.6,56.7,Industrial
2024-06-30 15:00:00+00:00,Delhi,1482.0,110.0,49.3,60.0,112.5,192.3,Industrial
2024-11-17 16:00:00+00:00,Delhi,862.0,47.3,26.0,49.0,145.8,156.0,Industrial
2024-04-10 04:00:00+00:00,Delhi,654.0,27.9,24.5,128.0,41.0,65.2,Industrial
2024-10-18 16:00:00+00:00,Delhi,2517.0,116.5,66.8,17.0,110.6,175.1,Industrial
2024-11-30 07:00:00+00:00,Delhi,758.0,11.6,38.4,174.0,47.4,50.2,Industrial
2024-05-17 09:00:00+00:00,Delhi,256.0,3.7,10.3,180.0,26.3,77.5,Industrial
2024-03-24 10:00:00+00:00,Delhi,340.0,9.8,17.3,129.0,48.8,224.4,Industrial
2024-09-06 17:00:00+00:00,Delhi,581.0,39.6,27.7,41.0,34.3,48.9,Industrial
2024-05-06 19:00:00+00:00,Delhi,1002.0,56.7,25.6,36.0,55.8,179.7,Industrial
2024-12-24 05:00:00+00:00,Delhi,718.0,29.6,28.2,97.0,106.9,109.2,Industrial
2024-01-16 00:00:00+00:00,Delhi,1540.0,35.6,30.3,31.0,108.0,155.1,Industrial
2024-11-12 20:00:00+00:00,Delhi,773.0,31.3,17.4,43.0,104.1,138.8,Industrial
2024-07-21 20:00:00+00:00,Delhi,511.0,34.2,21.3,48.0,43.4,62.6,Industrial
2024-01-31 16:00:00+00:00,Delhi,1492.0,62.5,64.2,56.0,142.5,220.3,Industrial
2024-05-23 05:00:00+00:00,Delhi,365.0,7.7,18.0,175.0,52.4,227.2,Industrial
2024-09-01 06:00:00+00:00,Delhi,294.0,6.8,20.4,174.0,25.1,39.1,Industrial
2024-09-23 15:00:00+00:00,Delhi,1360.0,83.8,38.2,57.0,90.3,137.4,Industrial
2024-03-06 02:00:00+00:00,Delhi,643.0,21.3,18.3,46.0,46.7,81.0,Industrial
2024-06-23 04:00:00+00:00,Delhi,391.0,15.0,28.6,158.0,58.6,135.0,Industrial
2024-11-23 22:00:00+00:00,Delhi,732.0,101.3,45.5,8.0,144.8,149.0,Industrial
2024-11-06 21:00:00+00:00,Delhi,2614.0,69.1,42.2,39.0,147.6,239.3,Industrial
2024-08-20 19:00:00+00:00,Delhi,768.0,56.9,36.6,24.0,49.7,77.5,Industrial
2024-12-20 15:00:00+00:00,Delhi,1191.0,58.2,48.2,55.0,126.7,128.1,Industrial
2024-02-19 19:00:00+00:00,Delhi,550.0,14.7,22.3,83.0,59.5,100.6,Industrial
2024-02-22 05:00:00+00:00,Delhi,619.0,19.7,26.9,95.0,45.9,82.9,Industrial
2024-08-25 17:00:00+00:00,Delhi,406.0,23.5,19.8,68.0,23.6,34.1,Industrial
2024-09-12 10:00:00+00:00,Delhi,293.0,12.2,6.9,66.0,5.9,8.4,Industrial
2024-12-05 21:00:00+00:00,Delhi,570.0,21.3,17.2,56.0,39.2,40.0,Industrial
2024-12-29 04:00:00+00:00,Delhi,962.0,26.5,29.9,55.0,95.9,97.1,Industrial
2024-06-11 15:00:00+00:00,Delhi,713.0,54.9,22.6,72.0,39.8,137.8,Industrial
2024-08-17 21:00:00+00:00,Delhi,1042.0,64.1,35.0,23.0,72.2,104.8,Industrial
2024-10-04 09:00:00+00:00,Delhi,254.0,6.5,13.5,156.0,22.1,68.7,Industrial
2024-11-19 20:00:00+00:00,Delhi,730.0,46.4,23.9,37.0,113.4,116.9,Industrial
2024-12-18 03:00:00+00:00,Delhi,2389.0,45.5,46.7,40.0,162.1,165.3,Industrial
2024-08-16 04:00:00+00:00,Delhi,320.0,17.0,19.8,81.0,17.6,24.9,Industrial
2024-05-25 01:00:00+00:00,Delhi,685.0,32.8,20.7,62.0,55.4,96.2,Industrial
2024-04-23 14:00:00+00:00,Delhi,380.0,24.9,14.7,93.0,28.8,101.5,Industrial
2024-05-30 21:00:00+00:00,Delhi,975.0,63.5,27.8,30.0,54.8,166.7,Industrial
2024-01-23 10:00:00+00:00,Delhi,1328.0,27.6,57.7,254.0,115.9,171.4,Industrial
2024-01-14 09:00:00+00:00,Delhi,545.0,11.6,26.5,147.0,49.0,72.6,Industrial
2024-07-20 03:00:00+00:00,Delhi,440.0,22.9,36.5,81.0,44.1,65.9,Industrial
2024-09-16 00:00:00+00:00,Delhi,737.0,42.9,20.0,22.0,55.2,100.4,Industrial
2024-07-08 10:00:00+00:00,Delhi,306.0,10.8,18.0,162.0,31.1,49.2,Industrial
2024-08-09 13:00:00+00:00,Delhi,506.0,30.0,25.9,122.0,39.0,55.6,Industrial
2024-09-21 03:00:00+00:00,Delhi,987.0,45.0,35.9,96.0,58.6,85.2,Industrial
2024-01-02 13:00:00+00:00,Delhi,1762.0,73.5,70.2,80.0,120.1,174.2,Industrial
2024-04-10 12:00:00+00:00,Delhi,383.0,19.6,12.7,141.0,24.4,53.6,Industrial
2024-05-17 13:00:00+00:00,Delhi,692.0,42.9,20.9,137.0,42.0,100.1,Industrial
2024-10-22 23:00:00+00:00,Delhi,843.0,20.4,18.4,76.0,84.1,144.4,Industrial
2024-09-05 11:00:00+00:00,Delhi,448.0,17.8,36.9,195.0,35.5,51.0,Industrial
2024-01-21 07:00:00+00:00,Delhi,1077.0,11.8,22.1,172.0,104.3,155.5,Industrial
2024-12-09 13:00:00+00:00,Delhi,842.0,34.4,36.9,94.0,65.9,67.3,Industrial
2024-06-01 18:00:00+00:00,Delhi,277.0,18.2,9.8,89.0,48.5,117.3,Industrial
2024-08-15 14:00:00+00:00,Delhi,633.0,45.8,27.6,75.0,35.5,54.5,Industrial
2024-05-06 03:00:00+00:00,Delhi,644.0,28.1,20.2,96.0,61.7,141.6,Industrial
2024-09-29 05:00:00+00:00,Delhi,365.0,13.4,24.0,104.0,19.7,28.2,Industrial
2024-03-13 01:00:00+00:00,Delhi,818.0,30.0,17.5,29.0,48.3,106.9,Industrial
2024-01-22 05:00:00+00:00,Delhi,1400.0,22.1,33.7,117.0,129.0,187.7,Industrial
2024-09-23 01:00:00+00:00,Moscow,306.0,41.4,50.8,3.0,37.5,46.3,Industrial
2024-03-03 00:00:00+00:00,Moscow,326.0,28.3,26.4,38.0,30.9,35.4,Industrial
2024-09-29 11:00:00+00:00,Moscow,234.0,15.6,22.3,49.0,23.9,33.8,Industrial
2024-05-11 09:00:00+00:00,Moscow,185.0,9.7,8.7,67.0,5.8,7.5,Industrial
2024-01-21 16:00:00+00:00,Moscow,670.0,60.7,60.8,0.0,44.8,59.3,Industrial
2024-05-22 14:00:00+00:00,Moscow,184.0,18.8,12.6,68.0,7.7,9.6,Industrial
2024-01-04 23:00:00+00:00,Moscow,389.0,44.2,45.7,10.0,30.5,40.3,Industrial
2024-06-03 14:00:00+00:00,Moscow,216.0,26.3,17.1,63.0,13.4,15.7,Industrial
2024-05-26 14:00:00+00:00,Moscow,219.0,30.0,12.0,64.0,9.5,11.6,Industrial
2024-01-14 06:00:00+00:00,Moscow,434.0,51.3,53.9,7.0,32.8,41.1,Industrial
2024-06-13 20:00:00+00:00,Moscow,185.0,30.1,11.6,47.0,9.2,10.7,Industrial
2024-09-07 11:00:00+00:00,Moscow,486.0,72.7,207.1,32.0,63.3,70.3,Industrial
2024-08-15 09:00:00+00:00,Moscow,283.0,18.8,15.3,67.0,17.6,21.3,Industrial
2024-03-07 11:00:00+00:00,Moscow,541.0,58.0,56.2,33.0,38.0,44.2,Industrial
2024-08-18 05:00:00+00:00,Moscow,286.0,22.7,21.3,51.0,15.1,18.3,Industrial
2024-11-17 03:00:00+00:00,Moscow,174.0,16.7,17.9,36.0,14.0,17.1,Industrial
2024-03-11 21:00:00+00:00,Moscow,241.0,26.4,15.4,56.0,13.0,16.6,Industrial
2024-03-13 02:00:00+00:00,Moscow,406.0,65.0,42.9,19.0,33.0,38.7,Industrial
2024-05-03 16:00:00+00:00,Moscow,237.0,27.7,18.7,63.0,8.2,12.5,Industrial
2024-03-28 00:00:00+00:00,Moscow,430.0,66.4,30.9,24.0,36.2,46.9,Industrial
2024-05-02 15:00:00+00:00,Moscow,211.0,26.1,12.0,60.0,8.2,10.2,Industrial
2024-02-17 17:00:00+00:00,Moscow,256.0,29.2,20.5,43.0,16.6,18.8,Industrial
2024-05-12 14:00:00+00:00,Moscow,236.0,21.3,16.9,58.0,9.4,13.1,Industrial
2024-06-14 00:00:00+00:00,Moscow,171.0,15.8,9.2,54.0,8.0,9.5,Industrial
2024-12-31 17:00:00+00:00,Moscow,332.0,39.5,27.7,37.0,14.4,16.1,Industrial
2024-01-10 06:00:00+00:00,Moscow,352.0,50.5,35.4,6.0,19.3,24.4,Industrial
2024-11-16 17:00:00+00:00,Moscow,213.0,25.8,17.8,32.0,15.5,19.7,Industrial
2024-03-11 11:00:00+00:00,Moscow,308.0,31.9,19.7,49.0,15.0,20.6,Industrial
2024-11-21 21:00:00+00:00,Moscow,199.0,19.2,11.0,44.0,7.2,8.2,Industrial
2024-09-22 21:00:00+00:00,Moscow,323.0,46.1,36.3,11.0,27.0,33.2,Industrial
2024-07-26 16:00:00+00:00,Moscow,297.0,67.5,24.0,24.0,16.5,21.8,Industrial
2024-02-27 01:00:00+00:00,Moscow,248.0,31.2,33.1,47.0,26.2,30.6,Industrial
2024-01-10 05:00:00+00:00,Moscow,317.0,46.4,27.6,12.0,14.8,17.0,Industrial
2024-09-03 21:00:00+00:00,Moscow,349.0,41.5,23.5,17.0,26.9,36.7,Industrial
2024-05-07 07:00:00+00:00,Moscow,250.0,25.0,16.6,44.0,13.4,14.9,Industrial
2024-08-05 05:00:00+00:00,Moscow,350.0,37.0,46.7,26.0,26.3,31.3,Industrial
2024-05-01 03:00:00+00:00,Moscow,226.0,31.8,20.7,37.0,19.6,23.9,Industrial
2024-05-06 11:00:00+00:00,Moscow,384.0,57.1,69.1,26.0,30.6,36.9,Industrial
2024-07-21 08:00:00+00:00,Moscow,220.0,16.3,18.8,75.0,10.9,12.5,Industrial
2024-11-21 11:00:00+00:00,Moscow,251.0,27.0,30.0,38.0,17.7,20.4,Industrial
