"caseid","V1","V2","V3","V4","V5","V6","V7"
"20161110161672","75","02","Part time","01","495","0","400"
"20160909160639","60","02","Full time","01","475","0","247"
"20161009160084","32","02","Full time","01","454","0","0"
"20160404160051","27","02","Full time","01","475","0","180"
"20160111151993","61","02","No answer","01","510","0","150"
"20160403160899","31","01","Full time","01","535","0","300"
"20161009160004","42","02","No answer","01","525","0","0"
"20161010162452","40","02","Full time","01","540","0","0"
"20161010162362","66","01","Part time","01","185","0","0"
"20160808161101","68","01","Part time","01","450","0","175"
"20160301161742","47","02","Part time","01","420","0","96"
"20160605161046","66","02","Full time","01","570","0","132"
"20160504161496","65","02","Part time","01","549","0","120"
"20161009162394","59","01","Full time","01","600","0","485"
"20160202161245","28","02","Part time","01","690","0","180"
"20160908162276","63","02","Full time","01","450","0","250"
"20160605161144","69","01","Part time","02","540","0","550"
"20160908161033","25","02","Full time","01","390","0","420"
"20160403161943","23","02","Full time","01","345","0","245"
"20160908161183","65","02","No answer","02","480","0","800"
"20160504160092","80","02","No answer","01","570","0","300"
"20160112152103","58","02","Full time","01","590","0","385"
"20161009161544","57","01","Part time","01","540","0","300"
"20160112150838","65","02","No answer","01","540","0","617"
"20160101160632","26","01","Full time","01","535","0","425"
"20160705160659","56","01","Full time","01","600","0","542"
"20160202160991","60","01","No answer","01","570","0","560"
"20160401161610","55","02","Part time","01","540","180","420"
"20161211160596","85","02","No answer","02","575","0","696"
"20160706162406","71","02","No answer","01","450","0","545"
"20160504162489","79","02","No answer","01","480","0","390"
"20161110161690","42","02","Full time","01","440","0","650"
"20160403161508","41","02","Full time","01","215","0","30"
"20160706160089","67","02","No answer","01","510","0","0"
"20160604160736","51","02","No answer","01","780","0","60"
"20160101161850","33","02","Full time","01","480","0","75"
"20160505161037","55","01","No answer","01","540","0","450"
"20161109160808","30","01","Full time","01","505","0","60"
"20161210160025","63","02","Part time","01","420","0","500"
"20160202161560","38","02","Full time","01","405","0","55"
"20160201161941","27","01","Full time","01","375","0","190"
"20160112151391","74","01","No answer","02","540","0","855"
"20160807161941","36","01","Full time","01","465","0","40"
"20160112151492","80","01","No answer","01","474","0","340"
"20160807161909","38","02","Full time","01","620","0","140"
"20160807161655","41","01","No answer","02","690","0","570"
"20160112152479","23","01","Full time","01","555","0","120"
"20160112152427","51","02","No answer","01","420","0","0"
"20160706160547","80","02","No answer","01","585","0","385"
"20161212161997","33","01","Full time","01","435","0","315"
"20161110160097","43","01","Full time","01","592","0","60"
"20160705161123","48","01","Part time","01","540","0","240"
"20160706162239","36","02","Full time","01","540","0","90"
"20160908160716","31","01","Full time","01","483","0","353"
"20160201162385","62","02","No answer","02","324","0","115"
"20161211161244","38","02","Full time","01","545","0","180"
"20160504161637","50","02","Full time","01","495","0","50"
"20160101161675","36","02","Full time","01","495","0","736"
"20160403161480","55","02","Full time","01","480","0","360"
"20160302161511","55","02","Full time","01","460","0","160"
"20161009162235","67","02","Part time","01","480","0","180"
"20160202160878","43","01","Full time","01","505","0","172"
"20161109161999","80","02","No answer","01","0","0","1330"
"20161009162053","35","02","No answer","01","660","0","420"
"20161211161773","58","02","Part time","01","625","0","430"
"20160303162074","30","01","Full time","01","725","0","270"
"20160807160621","69","02","Part time","01","510","0","464"
"20160605161332","36","02","Full time","01","554","0","30"
"20160302160669","26","02","Full time","01","435","0","0"
"20160808161798","27","02","Full time","01","540","0","260"
"20160403160681","42","02","Full time","01","480","0","128"
"20160504160564","74","02","No answer","01","450","0","585"
"20160302160621","57","02","No answer","01","395","0","150"
"20160806161963","27","01","Full time","01","355","0","95"
"20160908162442","77","02","No answer","01","525","0","509"
"20160112151251","17","02","Part time","01","680","0","180"
"20160112150750","28","01","Full time","01","480","0","75"
"20160202161540","71","02","No answer","01","860","0","540"
"20160504160777","85","02","No answer","01","555","0","660"
"20160403161213","29","02","Part time","01","595","0","200"
"20160201161139","66","02","No answer","01","474","0","250"
"20161110160679","66","01","No answer","01","490","0","167"
"20160605161422","47","01","Full time","01","480","0","167"
"20160908160689","46","01","Full time","01","600","0","325"
"20160302161173","80","02","Full time","01","593","0","150"
"20160603160018","48","02","Full time","01","530","0","20"
"20160807161485","28","01","Full time","01","485","0","395"
"20160706161859","47","01","Full time","01","380","0","165"
"20160202161645","57","02","Full time","01","445","0","281"
"20160403160979","29","01","Full time","01","535","0","60"
"20161211160739","43","02","Full time","01","373","0","285"
"20160604162178","28","02","No answer","01","627","0","118"
"20160706162392","23","01","No answer","01","630","0","180"
"20161210161630","55","01","Full time","01","448","0","243"
"20161010161223","18","02","No answer","01","510","0","470"
"20160807161496","67","02","No answer","02","750","0","450"
"20160212151936","47","01","Full time","01","585","0","208"
"20160111151783","30","01","Full time","01","360","0","125"
"20160202162395","48","01","No answer","01","493","0","610"
"20160908162497","45","01","Full time","01","568","0","78"
"20160706162193","36","02","Full time","02","530","0","0"
"20160112152058","18","01","Part time","01","540","0","483"
"20160706161443","53","02","No answer","01","500","0","140"
"20161008162406","26","01","Full time","01","590","0","240"
"20160101161873","76","02","No answer","01","505","0","195"
"20160403160879","38","02","Full time","01","480","0","294"
"20160706162423","43","01","No answer","01","520","0","660"
"20161111161371","69","02","No answer","01","585","0","520"
"20160112151580","77","02","No answer","02","867","0","420"
"20160908162042","41","02","Full time","01","438","0","160"
"20160605160833","22","01","Part time","01","660","0","35"
"20160301162249","52","02","Full time","01","515","0","80"
"20160605161182","80","01","Full time","01","480","0","335"
"20160403162154","63","02","Full time","01","525","0","240"
"20161110161820","26","02","Part time","01","625","0","180"
"20161009161036","29","02","Full time","01","375","0","135"
"20161109161304","42","02","No answer","01","660","0","420"
"20160201160059","43","02","No answer","01","445","0","162"
"20160403161942","68","02","No answer","01","714","0","190"
"20160302162240","74","02","No answer","02","600","0","540"
"20160201162398","59","02","Full time","01","570","0","280"
"20161010160799","66","01","No answer","02","533","0","310"
"20160807161687","39","02","Full time","01","590","0","426"
"20160403161885","42","02","No answer","02","708","0","703"
"20160505160709","68","02","No answer","01","535","0","335"
"20160504161899","45","01","Full time","01","390","0","187"
"20160807161017","44","02","Full time","01","330","0","80"
"20160504162499","80","02","No answer","02","570","0","500"
"20161110161893","79","02","No answer","01","660","0","450"
"20160201161404","59","02","No answer","01","660","0","550"
"20160806160623","44","01","Full time","01","465","0","230"
"20160705161135","15","01","No answer","02","730","0","0"
"20161109161599","46","02","Part time","01","405","420","120"
"20160504161290","80","01","No answer","01","480","0","258"
"20160201161084","74","02","Part time","01","575","0","105"
"20160504160624","60","01","Full time","01","390","0","150"
"20160404161891","75","02","No answer","01","720","0","190"
"20160707161357","33","01","Full time","01","600","0","190"
"20160909161504","38","01","Full time","01","365","0","0"
"20160112150173","30","01","No answer","01","538","0","185"
"20161110162361","75","02","No answer","01","688","0","295"
"20160605161984","57","01","Full time","02","605","0","0"
"20161110161870","85","02","No answer","02","690","0","275"
"20161110160626","16","02","No answer","01","755","0","60"
"20160212150866","66","01","No answer","01","601","0","150"
"20160605160960","76","01","Full time","01","420","0","255"
"20160302160883","61","02","No answer","01","480","0","615"
"20161110161338","46","01","Full time","01","600","0","130"
"20160807161178","46","01","Full time","01","558","0","120"
"20161009161128","64","02","Full time","01","395","0","295"
"20160606161426","85","02","Part time","01","500","0","0"
"20160907161432","37","02","Full time","01","630","0","485"
"20160112150884","52","01","Full time","01","600","0","670"
"20160504161605","52","02","Full time","01","420","0","100"
"20160403160531","45","01","Full time","01","512","0","187"
"20160201161065","26","02","No answer","01","625","0","270"
"20160605161223","35","01","Full time","01","530","0","220"
"20160807161823","70","02","No answer","01","540","0","475"
"20160705162217","59","02","No answer","01","445","0","180"
"20160112151121","37","02","Full time","01","420","0","140"
"20160908162307","53","01","Full time","01","570","0","135"
"20160908162076","30","01","Full time","01","780","0","150"
"20160505161166","17","01","No answer","01","840","120","300"
"20160604161001","16","01","No answer","01","690","0","299"
"20160605160525","37","02","Full time","01","494","0","30"
"20160111151400","29","02","No answer","01","300","0","705"
"20160807161330","17","02","No answer","01","840","0","503"
"20160908160600","47","01","Full time","01","465","0","455"
"20160807161117","59","01","Full time","01","120","0","0"
"20160503161762","61","02","Full time","01","600","0","230"
"20161009160983","85","02","No answer","02","660","0","360"
"20160706161185","61","01","No answer","01","540","0","810"
"20160302161787","67","02","No answer","01","885","0","254"
"20160705162242","37","01","Full time","01","570","0","30"
"20160605161447","77","02","No answer","01","510","0","390"
"20160504162105","59","02","Full time","01","180","0","85"
"20161111161380","71","01","No answer","01","580","0","360"
"20160302161690","18","02","Part time","01","600","30","125"
"20160908160151","51","01","No answer","01","553","0","553"
"20160201161929","70","02","No answer","02","690","0","360"
"20160302160730","26","02","Full time","01","470","0","90"
"20160504161059","38","02","Full time","01","415","0","343"
"20161211161974","64","01","Full time","02","470","0","195"
"20160504160767","51","01","Full time","01","820","0","330"
"20161009161456","22","01","Full time","01","445","0","5"
"20160604160778","36","02","Full time","01","780","0","195"
"20160302160656","35","01","Full time","01","435","0","195"
"20161110160694","64","01","No answer","01","570","0","671"
"20160403162246","50","01","Full time","01","537","0","455"
"20160302161116","57","02","Full time","01","660","0","340"
"20160201161654","45","02","Full time","01","1160","0","90"
"20160605160721","25","01","Full time","01","885","0","10"
"20160706162302","37","02","Full time","01","480","0","417"
"20161211161530","36","01","Part time","01","508","0","540"
"20160101162200","47","01","Full time","01","495","0","30"
"20160605161681","30","01","Full time","01","593","0","360"
"20160807162089","34","02","Part time","01","368","0","110"
"20160605161763","52","02","Full time","01","480","0","30"
"20160201162293","34","02","Full time","01","550","0","60"
"20160605160544","63","02","No answer","01","420","0","60"
"20160302160102","29","02","No answer","01","710","0","205"
"20161211161345","34","01","Full time","01","555","0","405"
"20161212161655","52","02","Part time","01","375","0","373"
"20161211161391","85","01","No answer","01","540","0","420"
"20160707161862","61","01","Part time","01","600","0","540"
"20160807162082","28","02","Full time","01","590","0","120"
"20160504161725","39","02","Full time","01","346","0","443"
"20160807160693","79","02","No answer","02","640","0","700"
"20160604161103","27","02","Full time","01","435","0","435"
"20160112151872","54","02","Full time","01","450","0","90"
"20160403162185","30","01","Full time","01","450","0","30"
"20160504162181","57","02","No answer","01","450","0","315"
"20160201160142","36","01","Part time","01","703","0","435"
"20160112152333","15","02","No answer","01","433","165","335"
"20161010161646","63","01","Part time","01","480","0","500"
"20161109160675","26","02","Full time","01","600","0","390"
"20160202161326","61","02","No answer","01","510","0","260"
"20160807160959","41","02","Part time","02","690","0","585"
"20160504161339","36","02","No answer","01","600","0","295"
"20160301162368","60","02","No answer","01","690","0","600"
"20160402161142","53","01","Part time","01","587","0","360"
"20160111150651","31","01","Full time","01","405","0","249"
"20160112150070","50","01","Full time","01","480","0","387"
"20160603161110","54","01","Full time","01","367","0","412"
"20161010162406","29","02","Full time","01","540","0","40"
"20160112151683","56","02","Full time","01","390","0","20"
"20160302161342","66","01","Full time","01","320","0","75"
"20160807162314","48","02","Full time","01","510","0","302"
"20161110160774","69","02","No answer","01","420","0","825"
"20161009162313","57","02","Full time","01","615","0","150"
"20160302161717","73","02","Part time","01","525","0","435"
"20160504160635","57","02","No answer","01","510","0","355"
"20160302160576","19","01","Full time","01","694","0","30"
"20160112152189","73","01","Part time","01","570","0","474"
"20160504160840","31","02","Full time","01","555","0","0"
"20161110161651","26","01","Full time","01","480","0","140"
"20160605162338","56","01","Full time","01","570","0","270"
"20161008160996","66","02","No answer","01","600","0","425"
"20160201161111","29","02","Full time","01","630","0","0"
"20160212151303","64","02","Part time","01","390","0","305"
"20160605160621","41","01","Full time","01","720","0","230"
"20160201161755","34","02","Full time","01","470","0","0"
"20160201160145","62","02","No answer","02","898","0","405"
"20160302160926","20","01","No answer","01","1100","0","270"
"20160212151319","34","02","Full time","01","605","150","150"
"20160605161814","51","02","Full time","01","603","0","475"
"20160403160794","22","02","No answer","01","480","0","175"
"20160908160622","33","02","Full time","01","250","0","155"
"20160201161440","25","01","Full time","01","505","0","310"
"20160808161948","53","02","No answer","02","540","0","465"
"20161009160885","25","01","Full time","01","450","0","810"
"20161009162166","15","02","No answer","01","705","0","245"
"20160908161455","22","01","Full time","01","300","0","505"
"20160805162324","28","02","Full time","01","525","0","100"
"20161009162342","69","02","No answer","01","460","0","320"
"20160112152195","37","02","Part time","01","540","0","60"
"20161009160933","47","01","Part time","01","460","150","0"
"20160303161203","85","02","No answer","02","570","0","410"
"20161110161442","62","02","No answer","01","585","0","75"
"20160201162441","55","02","Full time","01","495","0","102"
"20161211162375","55","02","Full time","01","545","0","120"
"20161211160853","68","02","Part time","01","450","0","600"
"20160112150823","45","02","No answer","02","780","0","345"
"20160112152210","85","02","No answer","01","525","0","770"
"20160706160649","53","02","No answer","01","390","0","80"
"20161110160586","37","01","Full time","01","390","0","150"
"20160504160107","37","02","Full time","01","725","0","270"
"20161009162202","79","02","Part time","01","750","0","165"
"20160707161818","52","02","Full time","01","575","0","410"
"20160504162031","53","02","Part time","01","480","0","285"
"20160201161986","75","01","No answer","01","247","0","171"
"20161009161361","54","01","Full time","01","475","0","75"
"20160807162230","77","01","No answer","01","478","0","30"
"20160808161517","50","01","Full time","01","428","0","140"
"20161211161498","38","01","Full time","01","549","0","450"
"20160201161379","28","01","Full time","01","598","0","275"
"20160301161732","57","01","Full time","01","635","0","240"
"20160303160878","47","02","No answer","01","420","0","249"
"20160706161501","48","02","Part time","01","372","0","215"
"20160403161492","42","02","Full time","01","307","0","150"
"20161009161289","30","02","No answer","01","685","0","30"
"20161211162094","80","02","No answer","01","465","0","0"
"20160605162312","40","02","No answer","01","420","0","149"
"20161211162044","31","01","Full time","01","480","0","238"
"20160403160577","58","02","No answer","02","1014","0","60"
"20160403162240","59","01","No answer","01","649","0","308"
"20160504161666","46","02","No answer","01","540","0","35"
"20160604161275","80","02","No answer","01","435","0","361"
"20161111162378","69","02","Part time","01","620","0","295"
"20160302162223","63","01","Full time","01","420","0","105"
"20160202161683","56","02","Full time","02","360","0","355"
"20160807162079","46","02","Full time","01","585","0","0"
"20160504161249","36","02","Full time","01","578","0","0"
"20161110160743","63","02","No answer","01","570","0","270"
"20160302162028","54","02","No answer","01","670","0","305"
"20160112151876","53","01","Full time","01","420","0","150"
"20160706161742","80","02","No answer","01","540","0","780"
"20160706161349","69","01","No answer","01","525","0","779"
"20160604161204","34","01","Full time","01","470","0","200"
"20160402161333","32","02","Full time","01","420","0","185"
"20160909161644","80","02","No answer","01","575","0","255"
"20160303160008","50","02","No answer","01","630","0","435"
"20160808161134","39","01","Part time","01","720","340","0"
"20161009160567","27","01","Part time","01","565","0","110"
"20161110160877","21","01","Part time","01","480","120","270"
"20160201161199","49","02","No answer","02","535","0","195"
"20160112152186","47","01","Full time","01","540","0","370"
"20160112151861","47","02","No answer","01","595","0","329"
"20161211160881","17","01","No answer","02","517","60","159"
"20161209161123","62","01","Full time","01","540","0","60"
"20160807160002","20","02","Part time","01","600","0","210"
"20160301160815","40","01","Full time","01","360","0","179"
"20160706161179","23","01","Full time","01","450","0","300"
"20161009161841","21","01","No answer","01","715","0","45"
"20160909161037","53","01","No answer","02","780","0","405"
"20161110162448","61","02","No answer","01","725","0","275"
"20161110160711","73","02","No answer","01","490","0","583"
"20161009161570","30","01","Full time","01","515","0","60"
"20160404161518","53","02","Full time","01","445","0","303"
"20160707161580","85","02","No answer","02","720","0","660"
"20160807162175","48","02","Full time","01","540","30","200"
"20160202161572","50","02","Full time","01","420","0","485"
"20161211161360","30","02","Full time","01","495","0","379"
"20160403161780","54","02","Full time","01","1055","0","335"
"20160807162113","63","02","No answer","01","440","0","0"
"20160605162545","44","01","Full time","01","550","0","315"
"20160503161975","57","02","Full time","01","380","0","180"
"20161009161308","45","01","Full time","01","450","0","255"
"20160504160746","79","01","No answer","01","630","0","525"
"20160403160605","75","02","No answer","01","420","0","124"
"20160807161799","59","02","Full time","01","395","0","0"
"20161210161236","78","01","No answer","01","570","0","860"
"20161109161523","26","02","Full time","01","780","0","565"
"20160112150921","51","01","Full time","01","465","0","630"
"20160605160773","31","01","Full time","01","480","0","97"
"20161009161651","63","02","No answer","01","285","0","601"
"20160201161987","52","02","Full time","01","660","0","440"
"20160807162029","32","01","Full time","01","495","0","413"
"20160806161329","45","02","Part time","01","450","0","283"
"20160201162375","18","02","Part time","01","510","0","113"
"20161211160867","53","01","Full time","01","605","0","210"
"20160112151335","54","02","Part time","01","540","0","30"
"20160604161120","46","02","No answer","01","600","0","180"
"20160908160890","77","02","Part time","01","420","0","314"
"20160302160915","32","01","Full time","01","600","0","355"
"20160302161433","54","02","Full time","01","450","0","120"
"20161211160827","46","02","Full time","01","413","0","205"
"20160112152520","61","02","Full time","01","475","240","200"
"20160403162037","79","02","No answer","01","600","0","435"
"20160908160770","20","01","Full time","01","395","0","251"
"20161009162304","43","02","Full time","01","535","0","165"
"20161210161333","56","01","Full time","01","390","0","150"
"20161109160890","17","01","No answer","01","679","0","551"
"20161009161534","54","01","Full time","01","330","0","175"
"20160605162446","49","01","Part time","01","690","0","205"
"20160504162309","23","01","Full time","01","495","0","260"
"20161009160909","31","01","Full time","01","529","0","150"
"20161009162421","34","02","Full time","01","585","0","130"
"20160909161669","15","01","No answer","01","715","425","70"
"20160112150953","72","02","No answer","01","600","0","691"
"20160302160902","53","01","Full time","01","630","0","120"
"20161010162425","29","01","Full time","01","420","0","295"
"20160706161473","57","02","Full time","01","480","0","380"
"20160504162127","28","01","Full time","01","585","0","90"
"20160302161484","71","02","No answer","01","390","0","275"
"20160112150107","44","02","Full time","01","510","0","184"
"20161110160853","53","01","Full time","01","423","0","212"
"20161211162112","25","01","Full time","01","420","135","17"
"20160111152441","66","01","No answer","01","540","0","515"
"20160112150975","27","02","Full time","01","600","0","70"
"20160907162116","23","01","Part time","01","650","325","60"
"20161110161163","85","01","No answer","02","660","0","750"
"20161211161962","39","01","Full time","01","605","0","482"
"20160706161347","73","02","No answer","01","490","0","95"
"20160201162328","37","01","Full time","01","450","0","0"
"20160212151632","71","02","No answer","01","740","0","300"
"20161009161358","21","01","Full time","01","840","0","510"
"20161211162110","22","02","Part time","01","580","0","0"
"20160302161406","40","01","Full time","01","420","0","90"
"20160806160803","53","02","No answer","01","583","0","450"
"20160202162093","85","02","No answer","02","883","0","150"
"20160403160743","45","02","Part time","01","585","0","260"
"20160807161101","34","02","Full time","01","515","0","375"
"20160202162323","37","01","No answer","01","470","0","660"
"20160112152448","85","01","No answer","01","600","0","415"
"20160706161853","42","01","Full time","01","755","0","365"
"20160504162452","44","01","Full time","01","615","0","355"
"20160705161302","18","01","No answer","01","830","0","330"
"20161211161567","47","02","No answer","01","485","0","45"
"20160302162029","28","02","Full time","01","460","30","0"
"20160301161773","49","01","Full time","01","690","0","443"
"20161009160940","70","01","No answer","01","245","0","564"
"20160112150090","16","01","No answer","01","540","0","288"
"20160403161188","50","02","Full time","01","750","0","235"
"20161009162206","66","02","No answer","01","540","0","283"
"20160201161578","78","02","No answer","02","580","0","135"
"20161110162214","46","02","Full time","01","600","0","350"
"20161009160932","67","02","No answer","02","570","0","791"
"20160303162493","66","02","No answer","01","450","60","695"
"20160707161774","26","02","No answer","01","480","0","225"
"20160201161309","61","01","No answer","01","780","0","470"
"20160908160684","37","02","No answer","01","690","0","244"
"20161009161633","75","02","No answer","01","420","0","295"
"20160402162326","51","02","Full time","01","660","0","180"
"20161211160144","29","02","No answer","01","700","0","285"
"20160403161344","42","01","Full time","01","495","0","150"
"20160605162512","39","02","Full time","01","720","0","355"
"20161009161642","68","01","No answer","01","300","0","420"
"20161009162408","70","01","Full time","02","450","0","467"
"20160404162361","49","01","Full time","01","420","0","240"
"20161009162132","30","01","Full time","01","450","0","225"
"20160605161456","25","01","Full time","01","600","0","300"
"20161009161250","68","02","No answer","01","450","0","120"
"20160908161076","41","02","Full time","01","440","0","0"
"20160707162117","78","02","No answer","01","520","0","490"
"20160112151169","32","02","Full time","01","655","0","20"
"20160302161832","38","02","No answer","01","682","0","485"
"20160201161958","48","01","Full time","01","615","0","280"
"20161210162051","23","01","Full time","01","360","0","735"
"20160908162423","60","02","No answer","01","585","0","300"
"20160201161098","30","01","Full time","01","450","0","90"
"20161110162043","24","01","Part time","01","590","0","443"
"20160112152246","44","02","Full time","01","570","0","515"
"20161211160700","29","02","No answer","02","534","0","587"
"20160403162340","39","02","Full time","01","450","0","50"
"20160807161419","60","01","Full time","01","390","0","330"
"20160706160723","37","01","Full time","01","420","0","515"
"20160112150100","67","01","No answer","01","630","0","743"
"20160404162248","66","01","Part time","01","480","0","220"
"20160303161394","68","02","No answer","01","660","0","482"
"20160504160938","41","01","Full time","01","530","830","0"
"20160705162021","51","01","Full time","01","330","0","247"
"20161110161088","56","01","No answer","02","568","0","360"
"20160908160760","69","01","No answer","01","240","0","784"
"20160112152089","71","02","No answer","02","660","0","495"
"20160201162533","68","02","No answer","01","390","0","285"
"20160504160768","50","02","Part time","01","330","0","555"
"20160112151393","76","02","No answer","01","540","0","570"
"20161111161944","58","02","Full time","01","420","0","220"
"20160402162144","18","02","No answer","01","555","120","120"
"20160504161671","58","01","Full time","01","440","0","105"
"20160807161564","72","02","No answer","01","460","0","525"
"20160101161418","55","01","Full time","01","535","0","310"
"20160706160636","26","02","No answer","01","465","0","300"
"20160908160120","42","02","Full time","01","483","0","69"
"20160404162395","37","01","Full time","02","480","0","660"
"20161009161948","56","02","Full time","01","625","0","10"
"20160402161798","34","01","Full time","01","600","0","660"
"20160212152072","22","02","No answer","01","670","600","30"
"20160504161070","30","02","No answer","01","548","0","120"
"20160112150554","76","02","No answer","01","660","0","195"
"20160504161539","56","02","Full time","01","690","0","470"
"20160403162259","44","02","No answer","02","570","0","855"
"20160808160945","37","02","Full time","01","486","0","435"
"20161110160558","16","01","No answer","01","703","0","460"
"20160303162452","51","01","Full time","02","360","0","208"
"20160504161710","15","01","No answer","01","350","0","246"
"20160101162274","24","01","No answer","01","300","358","400"
"20160908160505","49","01","No answer","02","585","0","70"
"20161110160683","32","02","No answer","01","600","0","175"
"20160302162258","58","01","Full time","01","600","0","455"
"20161009160510","65","01","No answer","01","578","0","572"
"20161211161621","67","01","No answer","02","480","0","595"
"20161009161884","54","02","No answer","02","760","0","435"
"20160605161356","15","01","No answer","01","495","240","100"
"20160403161767","85","02","No answer","02","1000","0","394"
"20160706161396","72","01","No answer","02","505","0","645"
"20160403161531","44","02","Full time","01","480","0","110"
"20160303161824","15","01","No answer","01","510","225","179"
"20160807160823","67","02","Part time","01","510","0","255"
"20160908162226","21","01","Full time","01","660","0","748"
"20161110161418","64","01","Full time","01","420","0","310"
"20161212161538","57","02","No answer","02","600","0","380"
"20161009160679","16","02","No answer","01","550","0","232"
"20160909161341","39","01","Full time","01","480","0","235"
"20161009160774","53","01","Full time","01","475","0","645"
"20160202160939","18","02","Part time","01","510","0","190"
"20160908161989","34","02","Full time","01","420","60","120"
"20160503162223","66","02","No answer","01","470","0","180"
"20160908162454","56","02","No answer","01","550","0","105"
"20160301161624","32","02","Part time","01","780","0","250"
"20160706160781","35","02","Full time","01","300","0","90"
"20160202161031","85","01","No answer","02","560","0","430"
"20160908162181","80","02","No answer","02","900","0","395"
"20160302162344","73","02","Part time","01","480","0","420"
"20160504162193","65","02","No answer","01","720","0","390"
"20160503162137","26","02","Full time","01","405","0","0"
"20160605160786","74","01","No answer","01","540","0","767"
"20160302161578","45","01","Full time","01","670","0","360"
"20160504162527","33","01","Full time","01","375","120","235"
"20161211161682","20","02","Full time","01","856","0","120"
"20160605162351","36","02","Part time","01","480","0","280"
"20160908160658","25","01","Full time","01","605","0","390"
"20160302162171","68","02","Full time","01","270","0","0"
"20160807161737","60","02","No answer","01","450","0","150"
"20161009162409","61","01","Full time","01","315","0","479"
"20161009160068","25","01","Full time","01","690","0","600"
"20160505160624","85","02","No answer","02","690","0","330"
"20161009160020","44","02","No answer","01","590","0","1"
"20161111161505","85","02","No answer","01","630","0","240"
"20161009160018","66","02","No answer","01","540","0","483"
"20160201162037","56","01","Full time","01","478","0","180"
"20160605161756","52","01","Full time","01","390","0","115"
"20160808162453","47","01","Full time","01","395","0","146"
"20160403160654","66","01","Part time","01","530","0","328"
"20160302162087","49","01","No answer","01","570","0","300"
"20160404162447","35","01","Full time","01","510","0","546"
"20160906161251","64","02","No answer","01","465","0","575"
"20160807160501","25","02","Part time","01","363","0","180"
"20160604161917","68","01","No answer","01","1220","0","150"
"20160705161805","59","02","No answer","02","635","0","120"
"20161110161170","29","02","Full time","01","530","0","45"
"20161211162283","59","02","Part time","01","375","0","283"
"20160201161611","53","02","Full time","01","755","0","546"
"20160403161850","52","02","Part time","01","660","0","351"
"20161211160606","28","01","Full time","01","660","0","180"
"20161010162430","63","02","Part time","01","570","0","125"
"20161109160815","61","02","Full time","01","360","0","0"
"20160112150081","85","02","No answer","01","450","0","720"
"20160302160968","53","01","No answer","01","447","0","330"
"20160605161370","66","01","No answer","01","565","0","327"
"20161010160675","27","02","Full time","01","450","0","248"
"20160112150546","30","02","No answer","01","705","0","165"
"20160706162150","32","01","Full time","01","585","0","240"
"20160807161647","52","01","Full time","01","525","0","180"
"20160112151078","65","02","No answer","01","560","0","331"
"20160707161025","43","01","Full time","01","498","0","120"
"20160504161609","49","01","No answer","01","150","0","382"
"20160402161525","29","01","Full time","01","420","0","120"
"20160706161785","80","02","No answer","01","710","0","330"
"20160504161599","79","01","No answer","01","390","0","212"
"20161009162363","49","01","Full time","01","480","0","130"
"20160605162130","60","02","Part time","01","553","0","590"
"20160807160743","43","01","Full time","01","600","0","135"
"20160504161282","78","02","No answer","01","480","0","405"
"20160909162149","65","01","No answer","02","520","0","492"
"20160301161547","18","02","No answer","01","720","0","485"
"20161111161142","44","02","Part time","02","838","0","557"
"20160201161581","55","01","Full time","01","375","0","30"
"20160111152044","78","01","No answer","02","480","0","250"
"20160908161805","36","01","Full time","01","450","0","0"
"20160110151953","75","01","No answer","02","510","0","500"
"20160605161159","37","02","No answer","02","720","0","500"
"20160403160669","45","01","Full time","01","435","0","155"
"20160302161384","38","02","Part time","01","570","0","60"
"20160201161859","46","01","Full time","01","600","0","445"
"20160403161155","52","02","Full time","01","419","180","210"
"20160101162445","50","02","Full time","01","749","0","180"
"20160605161411","24","02","Full time","01","600","0","83"
"20160707160675","33","02","Full time","01","673","0","0"
"20160201161761","51","02","Part time","01","572","0","280"
"20160202160995","47","02","Full time","01","750","0","185"
"20161212162065","40","02","Full time","01","650","0","98"
"20160112151483","17","02","Part time","01","525","0","120"
"20161110160620","69","02","No answer","01","480","0","135"
"20160303162085","25","01","Full time","01","647","0","150"
"20160706162288","55","01","Full time","01","658","0","300"
"20160404161035","63","02","No answer","02","548","0","277"
"20161009161713","20","01","Full time","01","720","0","30"
"20160403160887","69","02","Part time","01","495","0","265"
"20160403161351","15","02","No answer","01","630","195","185"
"20161211162046","45","02","Full time","01","540","0","100"
"20161211160862","28","01","Part time","01","325","310","506"
"20160301162100","25","01","Full time","01","270","0","0"
"20161009160105","47","02","Full time","01","420","0","210"
"20160201161973","53","01","Full time","01","435","0","60"
"20160303162442","18","02","No answer","01","443","300","165"
"20160201162334","48","02","Full time","01","570","0","336"
"20160807162215","79","02","No answer","01","510","0","638"
"20160503162387","62","02","Full time","01","452","0","135"
"20160112151329","18","02","Part time","01","420","312","295"
"20160302161996","44","02","Full time","01","450","0","135"
"20160112150969","68","02","No answer","01","539","0","440"
"20161008160589","44","02","Part time","01","600","0","129"
"20160505161196","68","02","No answer","02","600","0","585"
"20160605162372","44","02","Full time","01","510","0","130"
"20160302160757","69","02","Full time","01","515","0","275"
"20160302161460","75","01","No answer","01","580","0","180"
"20160605162431","26","02","Full time","01","555","0","180"
"20160504161966","60","01","No answer","02","560","0","80"
"20161110161123","73","01","No answer","01","480","0","430"
